key,value,definition
amenity,prison_camp,amenitat/servei	=	camp de presoners
amenity,proposed,amenitat/servei	=	proposat
amenity,pub,amenitat/servei	=	pub
amenity,public_bath,amenitat/servei	=	Bany públic
amenity,public_bookcase,amenitat/servei	=	public_bookcase
amenity,public_building,amenitat/servei	=	edifici públic
amenity,ranger_station,amenitat/servei	=	estació de guardaboscos
amenity,reception_desk,amenitat/servei	=	recepció
amenity,recycling,amenitat/servei	=	reciclatge
amenity,recycling/Quality_Assurance,amenitat/servei	=	reciclatge/Garantia de qualitat
amenity,refugee_housing,amenitat/servei	=	habitatge per a refugiats
amenity,refugee_site,amenitat/servei	=	lloc_de_refugiats
amenity,register_office,amenitat/servei	=	oficina de Registre
amenity,rehearsal_studio,amenitat/servei	=	estudi d'assaig
amenity,relay_box,amenitat/servei	=	caixa de relés
amenity,rescue_box,amenitat/servei	=	caixa de rescat
amenity,rescue_station,amenitat/servei	=	estació de rescat
amenity,research_institute,amenitat/servei	=	Institut de Recerca
amenity,restaurant,Un restaurant és un establiment empresarial on les persones paguen per menjar àpats preparats i begudes en un ambient de menjador | amenitat/servei	=	restaurant
amenity,retirement_home,amenitat/servei	=	casa de retir
amenity,rv_storage,amenitat/servei	=	emmagatzematge de vehicles recreatius
amenity,sailing_school,amenitat/servei	=	escola de vela
amenity,sanatorium,amenitat/servei	=	sanatori
amenity,sanitary_dump_station,amenitat/servei	=	estació_de_descàrrega_sanitària
amenity,sauna,amenitat/servei	=	sauna
amenity,sceptic_tank,amenitat/servei	=	tanc escèptic
amenity,school,Una escola és una institució educativa on estudiants de diverses edats aprenen assignatures acadèmiques i pràctiques | amenitat/servei	=	escola
amenity,scooter_rental,amenitat/servei	=	lloguer de scooters
amenity,seat,amenitat/servei	=	seient
amenity,security_booth,amenitat/servei	=	cabina de seguretat
amenity,septic_tank,amenitat/servei	=	tanc sèptic
amenity,shelter,amenitat/servei	=	refugi
amenity,shop,amenitat/servei	=	botiga
amenity,shower,amenitat/servei	=	dutxa
amenity,ski_rental,amenitat/servei	=	lloguer d'esquí
amenity,ski_school,amenitat/servei	=	escola d'Esqui
amenity,smoking_area,amenitat/servei	=	Àrea de fumadors
amenity,snow_removal_station,amenitat/servei	=	estació de remoció de neu
amenity,social_centre,amenitat/servei	=	centre_social
amenity,social_club,amenitat/servei	=	Club Social
amenity,social_facility,amenitat/servei	=	instal·lacions_socials
amenity,spa,amenitat/servei	=	spa
amenity,sport_school,amenitat/servei	=	escola d'esports
amenity,stables,amenitat/servei	=	estables
amenity,stage,amenitat/servei	=	etapa
amenity,stool,amenitat/servei	=	excrements
amenity,street_lamp,amenitat/servei	=	fanal
amenity,street_light,amenitat/servei	=	llum del carrer
amenity,stripclub,amenitat/servei	=	club de striptease
amenity,stroller_parking,amenitat/servei	=	cotxet d'estacionament
amenity,student_accommodation,amenitat/servei	=	allotjament per a estudiants
amenity,studio,amenitat/servei	=	estudi
amenity,surf_school,amenitat/servei	=	escola de surf
amenity,swimming_pool,amenitat/servei	=	safareig
amenity,swimming_school,amenitat/servei	=	escola de natació
amenity,swingerclub,amenitat/servei	=	club swinger
amenity,table,amenitat/servei	=	taula
amenity,taxi,amenitat/servei	=	taxi
amenity,taxi_point,amenitat/servei	=	punt de taxi
amenity,telephone,amenitat/servei	=	telèfon
amenity,television,amenitat/servei	=	televisió
amenity,theatre,amenitat/servei	=	teatre
amenity,ticket_booth,amenitat/servei	=	taquilla
amenity,ticket_validator,amenitat/servei	=	validador_de_tickets
amenity,toilet,amenitat/servei	=	vàter
amenity,toilets,amenitat/servei	=	banys
amenity,tourist_bus_parking,amenitat/servei	=	aparcament d'autobusos turístics
amenity,townhall,amenitat/servei	=	Ajuntament
amenity,toy_library,amenitat/servei	=	ludoteca
amenity,trade_school,amenitat/servei	=	escola de comerç
amenity,traffic_park,amenitat/servei	=	parc de trànsit
amenity,trailer_park,amenitat/servei	=	parc de remolcs
amenity,training,amenitat/servei	=	capacitació
amenity,trolley_bay,amenitat/servei	=	carrito_bay
amenity,tuition,amenitat/servei	=	matrícula
amenity,university,amenitat/servei	=	Universitat
amenity,vacuum_cleaner,amenitat/servei	=	aspiradora
amenity,vehicle_inspection,amenitat/servei	=	Inspeccio de vehicle
amenity,vehicle_ramp,amenitat/servei	=	rampa per a vehicles
amenity,vending_machine,amenitat/servei	=	màquina expenedora
amenity,veterinary,amenitat/servei	=	veterinari
amenity,veterinary_pharmacy,amenitat/servei	=	farmàcia veterinària
amenity,vivarium,amenitat/servei	=	viver
amenity,washing_machine,amenitat/servei	=	rentadora
amenity,waste_basket,amenitat/servei	=	paperera
amenity,waste_disposal,amenitat/servei	=	dipòsit d'escombraries
amenity,waste_dump_site,amenitat/servei	=	lloc_de_abocador_de_residus
