key,value,tag,definition_en,definition_ca,definition_es,count_all,count_all_fraction,count_nodes,count_nodes_fraction,count_ways,count_ways_fraction,count_relations,count_relations_fraction,in_wiki,projects,key_ca,value_ca,key_es,value_es,number
automated,no,automated=no,,,,13113,,7054,,6038,,21,,No,4,,,,,10294
backrest,no,backrest=no,,respatller	=	no,respaldo	=	no,404130,,386269,0,17825,,36,,No,10,respatller,no,respaldo,no,14088
backup_generator,no,backup_generator=no,,generador_de_respatller	=	no,generador_de_respaldo	=	no,25965,,488,,25336,,141,,No,1,generador_de_respatller,no,generador_de_respaldo,no,14089
barrier,no,,,barrera	=	no,barrera	=	no,,,,,,,,,,,barrera,no,barrera,no,14139
bench,no,bench=no,,taula de treball	=	no,mesa de trabajo	=	no,675245,0,628685,0,46362,,198,,Yes,7,taula de treball,no,mesa de trabajo,no,14205
bicycle,no,bicycle=no,,bicicleta	=	no,bicicleta	=	no,1787622,0,172415,0,1610895,0,4312,0,Yes,14,bicicleta,no,bicicleta,no,14207
bin,no,bin=no,,compartiment	=	no,compartimiento	=	no,446727,,410731,0,35852,,144,,Yes,6,compartiment,no,compartimiento,no,14233
boat,no,boat=no,,vaixell	=	no,barco	=	no,384147,,183,,382090,0,1874,0,No,5,vaixell,no,barco,no,14241
bridge,no,,,pont	=	no,puente	=	no,,,,,,,,,,,pont,no,puente,no,14349
building,no,building=no,,edifici	=	no,edificio	=	no,11707,,889,,10626,,192,,Yes,6,edifici,no,edificio,no,14445
building:fireproof,no,building:fireproof=no,,edifici: incombustible	=	no,edificio: incombustible	=	no,11119,,3,,11114,,2,,No,,edifici: incombustible,no,edificio: incombustible,no,14600
bus,no,bus=no,,autobús	=	no,autobús	=	no,20517,,5679,,14755,,83,,Yes,5,autobús,no,autobús,no,14731
button_operated,no,button_operated=no,,botó_operat	=	no,botón_operado	=	no,244537,,229731,0,14806,,,,Yes,7,botó_operat,no,botón_operado,no,14743
canoe,no,canoe=no,,,,16479,,80,,16079,,320,,No,4,,,,,8262
capacity:disabled,no,capacity:disabled=no,,capacitat: deshabilitat	=	no,capacidad: deshabilitado	=	no,25681,,1845,,23683,,153,,No,8,capacitat: deshabilitat,no,capacidad: deshabilitado,no,14793
capacity:parent,no,capacity:parent=no,,capacitat: pare	=	no,capacidad: padre	=	no,13275,,976,,12189,,110,,No,4,capacitat: pare,no,capacidad: padre,no,14794
capacity:women,no,capacity:women=no,,capacitat:dones	=	no,capacidad:mujeres	=	no,13645,,1022,,12507,,116,,No,4,capacitat:dones,no,capacidad:mujeres,no,14797
car,no,,,auto	=	no,auto	=	no,,,,,,,,,,,auto,no,auto,no,14803
caravans,no,caravans=no,,,,11871,,6322,,5422,,127,,No,5,,,,,11337
carriage,no,carriage=no,,carro	=	no,carro	=	no,16302,,247,,16043,,12,,No,2,carro,no,carro,no,14813
cash_in,no,cash_in=no,,,,23721,,23680,0,41,,,,No,5,,,,,5995
change:backward,no,change:backward=no,,canvi: al revés	=	no,cambio: al revés	=	no,12679,,2,,12677,,,,No,1,canvi: al revés,no,cambio: al revés,no,14831
change:forward,no,change:forward=no,,canvi: endavant	=	no,cambio:adelante	=	no,11682,,2,,11680,,,,No,1,canvi: endavant,no,cambio:adelante,no,14832
change:lanes:backward,no,change:lanes:backward=no,,canviar:carrils:darrere	=	no,cambiar:carriles:atrás	=	no,17828,,11,,17817,,,,No,1,canviar:carrils:darrere,no,cambiar:carriles:atrás,no,14834
change:lanes:forward,no,change:lanes:forward=no,,canviar: carrils: endavant	=	no,cambiar:carriles:adelante	=	no,16704,,10,,16694,,,,No,1,canviar: carrils: endavant,no,cambiar:carriles:adelante,no,14835
changing_table,no,changing_table=no,,taula per canviar bolquers	=	no,mesa para cambiar pañales	=	no,42571,,32335,0,10200,,36,,Yes,31,taula per canviar bolquers,no,mesa para cambiar pañales,no,14836
collection_times:signed,no,,,horaris de recollida:signat	=	no,horarios de recogida:firmado	=	no,,,,,,,,,,,horaris de recollida:signat,no,horarios de recogida:firmado,no,14909
covered,no,covered=no,,cobert	=	no,cubierto	=	no,1141769,0,728601,0,411311,0,1857,0,Yes,18,cobert,no,cubierto,no,15046
crop,no,,,cultiu	=	no,cultivo	=	no,,,,,,,,,,,cultiu,no,cultivo,no,15181
crossing,no,crossing=no,,encreuament	=	no,cruce	=	no,45549,,44915,0,634,,,,Yes,3,encreuament,no,cruce,no,15207
crossing:barrier,no,crossing:barrier=no,,encreuament:barrera	=	no,cruce:barrera	=	no,127911,,127837,0,74,,,,No,6,encreuament:barrera,no,cruce:barrera,no,15215
crossing:bell,no,crossing:bell=no,,encreuament:campana	=	no,cruce:campana	=	no,35126,,35117,0,9,,,,No,4,encreuament:campana,no,cruce:campana,no,15219
crossing:island,no,crossing:island=no,,encreuament: illa	=	no,cruce: isla	=	no,2384983,0,1816410,0,568573,0,,,Yes,5,encreuament: illa,no,cruce: isla,no,15220
crossing:light,no,crossing:light=no,,encreuament: llum	=	no,cruce: luz	=	no,37354,,37329,0,25,,,,No,4,encreuament: llum,no,cruce: luz,no,15223
crossing:markings,no,crossing:markings=no,,,,3049508,0,1778457,0,1271050,0,1,,Yes,10,,,,,115
crossing:signals,no,crossing:signals=no,,,,499147,,388618,0,110529,0,,,Yes,5,,,,,553
cycleway,no,cycleway=no,,carril bici	=	no,carril bici	=	no,330524,,50,,330422,0,52,,Yes,3,carril bici,no,carril bici,no,15346
cycleway:both,no,cycleway:both=no,,carril bici:tots dos	=	no,carril bici:ambos	=	no,1809380,0,31,,1809347,0,2,,Yes,1,carril bici:tots dos,no,carril bici:ambos,no,15372
cycleway:both:buffer,no,cycleway:both:buffer=no,,,,17967,,,,17967,,,,No,2,,,,,7673
cycleway:foot,no,,,carril bici: peu	=	no,carril bici: pie	=	no,,,,,,,,,,,carril bici: peu,no,carril bici: pie,no,15378
cycleway:left,no,cycleway:left=no,,ciclovia:esquerra	=	no,ciclovía:izquierda	=	no,252412,,7,,252404,0,1,,Yes,1,ciclovia:esquerra,no,ciclovía:izquierda,no,15380
cycleway:left:oneway,no,cycleway:left:oneway=no,,,,13060,,2,,13058,,,,Yes,3,,,,,10337
cycleway:right,no,cycleway:right=no,,carril bici: dreta	=	no,carril bici: derecha	=	no,345223,,9,,345214,0,,,Yes,1,carril bici: dreta,no,carril bici: derecha,no,15387
cycleway:right:buffer,no,cycleway:right:buffer=no,,ciclovia:dreta:amortidor	=	no,ciclovía:derecha:amortiguador	=	no,30079,,1,,30078,,,,No,2,ciclovia:dreta:amortidor,no,ciclovía:derecha:amortiguador,no,15395
cycleway:right:oneway,no,cycleway:right:oneway=no,,ciclovia:dreta:sentit únic	=	no,ciclovía:derecha:sentido único	=	no,16998,,7,,16991,,,,Yes,3,ciclovia:dreta:sentit únic,no,ciclovía:derecha:sentido único,no,15398
cycleway:right:segregated,no,cycleway:right:segregated=no,,,,11574,,1,,11573,,,,No,1,,,,,11617
delivery,no,delivery=no,,entrega	=	no,entrega	=	no,33863,,23143,0,10635,,85,,No,13,entrega,no,entrega,no,15420
departures_board,no,departures_board=no,,sortides a bord	=	no,salidas a bordo	=	no,115850,,112745,0,3077,,28,,No,7,sortides a bord,no,salidas a bordo,no,15450
diet:halal,no,diet:halal=no,,,,10668,,8931,,1729,,8,,No,14,,,,,12614
diet:kosher,no,diet:kosher=no,,,,10401,,8758,,1636,,7,,No,4,,,,,12890
diet:vegan,no,diet:vegan=no,,,,12067,,10178,,1880,,9,,No,14,,,,,11140
dispensing,no,,,dispensant	=	no,dispensando	=	no,,,,,,,,,,,dispensant,no,dispensando,no,15518
dog,no,dog=no,,gos	=	no,perro	=	no,43150,,5353,,36891,,906,0,Yes,28,gos,no,perro,no,15534
door,no,door=no,,,,15000,,14881,0,119,,,,No,7,,,,,9051
drinking_water,no,drinking_water=no,,aigua potable	=	no,agua potable	=	no,80198,,58846,0,21060,,292,,Yes,6,aigua potable,no,agua potable,no,15552
drive_through,no,drive_through=no,,servei al carro	=	no,servicio al carro	=	no,150524,,131751,0,18666,,107,,Yes,10,servei al carro,no,servicio al carro,no,15554
dual_carriageway,no,,,autovia	=	no,autovía	=	no,,,,,,,,,,,autovia,no,autovía,no,15559
electrified,no,electrified=no,,electrificat	=	no,electrificado	=	no,1322084,0,227,,1321191,0,666,,Yes,5,electrificat,no,electrificado,no,15570
emergency,no,emergency=no,,emergència	=	no,emergencia	=	no,18115,,7020,,10694,,401,,No,5,emergència,no,emergencia,no,15590
entrance,no,,,entrada	=	no,entrada	=	no,,,,,,,,,,,entrada,no,entrada,no,15662
expressway,no,expressway=no,,Autopista	=	no,Autopista	=	no,11561,,1,,11559,,1,,Yes,,Autopista,no,Autopista,no,15678
fee,no,fee=no,,tarifa	=	no,tarifa	=	no,1693005,0,482933,0,1190774,1,19298,0,Yes,48,tarifa,no,tarifa,no,15689
female,no,female=no,,,,10032,,8925,,1092,,15,,No,3,,,,,13376
ferry,no,,,transportar	=	no,transportar	=	no,,,,,,,,,,,transportar,no,transportar,no,15707
fire_hydrant:diameter:signed,no,fire_hydrant:diameter:signed=no,,,,11078,,11078,,,,,,No,,,,,,12157
flashing_lights,no,flashing_lights=no,,,,20161,,12706,,7455,,,,Yes,3,,,,,6897
floating,no,floating=no,,,,15034,,182,,14721,,131,,No,2,,,,,9033
flood_prone,no,flood_prone=no,,propens a inundar-se	=	no,propenso a inundarse	=	no,20174,,4891,,9838,,5445,0,No,1,propens a inundar-se,no,propenso a inundarse,no,15752
flour_fortified,no,flour_fortified=no,,farina_fortificada	=	no,harina_fortificada	=	no,33092,,33045,0,47,,,,No,,farina_fortificada,no,harina_fortificada,no,15755
foot,no,foot=no,,peu	=	no,pie	=	no,952224,0,70510,0,881523,0,191,,Yes,19,peu,no,pie,no,15762
forklift,no,,,màquina elevadora	=	no,máquina elevadora	=	no,,,,,,,,,,,màquina elevadora,no,máquina elevadora,no,15794
generator:solar:tracking,no,generator:solar:tracking=no,,,,51213,,31308,0,19814,,91,,Yes,2,,,,,3254
geometry:reviewed,no,geometry:reviewed=no,,,,13105,,,,13104,,1,,No,,,,,,10302
goods,no,goods=no,,béns	=	no,bienes	=	no,20505,,944,,19552,,9,,No,4,béns,no,bienes,no,16033
gutter,no,gutter=no,,canal	=	no,canal	=	no,15108,,4,,15104,,,,No,,canal,no,canal,no,16063
handrail,no,handrail=no,,mural	=	no,pretil	=	no,176157,,243,,175902,0,12,,No,7,mural,no,pretil,no,16068
hazmat,no,hazmat=no,,materials perillosos	=	no,materiales peligrosos	=	no,19832,,186,,19641,,5,,Yes,4,materials perillosos,no,materiales peligrosos,no,16139
hgv,no,hgv=no,,vhg	=	no,vhg	=	no,215708,,11354,,204067,0,287,,Yes,7,vhg,no,vhg,no,16318
hgv:national_network,no,hgv:national_network=no,,,,18668,,,,18668,,,,No,,,,,,7418
highspeed,no,highspeed=no,,alta velocitat	=	no,alta velocidad	=	no,24934,,,,24931,,3,,No,1,alta velocitat,no,alta velocidad,no,16327
highway,no,,,autopista	=	no,autopista	=	no,,,,,,,,,,,autopista,no,autopista,no,16379
historic,no,,,històric	=	no,histórico	=	no,,,,,,,,,,,històric,no,histórico,no,16437
horse,no,horse=no,,cavall	=	no,caballo	=	no,1182034,0,68609,0,1112596,1,829,0,Yes,9,cavall,no,caballo,no,16505
indoor,no,indoor=no,,interior	=	no,interior	=	no,150974,,134220,0,16503,,251,,No,17,interior,no,interior,no,16541
indoor_seating,no,indoor_seating=no,,,,16876,,13690,0,3177,,9,,No,2,,,,,8075
informal,no,informal=no,,,,24807,,3287,,21487,,33,,Yes,2,,,,,5773
intermittent,no,intermittent=no,,intermitent	=	no,intermitente	=	no,207335,,7874,,190726,0,8735,0,No,2,intermitent,no,intermitente,no,16626
internet_access,no,internet_access=no,,accés a Internet	=	no,acceso a Internet	=	no,80205,,60652,0,19039,,514,,Yes,27,accés a Internet,no,acceso a Internet,no,16629
internet_access:fee,no,internet_access:fee=no,,internet_access:tarifa	=	no,internet_access:tarifa	=	no,108686,,66011,0,40915,,1760,0,No,27,internet_access:tarifa,no,internet_access:tarifa,no,16632
irrigated,no,,,irrigat	=	no,irrigado	=	no,,,,,,,,,,,irrigat,no,irrigado,no,16634
kerb,no,kerb=no,,frenar	=	no,frenar	=	no,66194,,61423,0,4769,,2,,Yes,8,frenar,no,frenar,no,16669
lane_markings,no,lane_markings=no,,marques_de_carril	=	no,marcas_de_carril	=	no,1802926,0,126,,1802792,0,8,,Yes,3,marques_de_carril,no,marcas_de_carril,no,16848
lit,no,lit=no,,il·luminat	=	no,iluminado	=	no,3116947,0,331229,0,2783776,0,1942,0,Yes,16,il·luminat,no,iluminado,no,17044
lockable,no,lockable=no,,bloquejable	=	no,bloqueable	=	no,31979,,29578,0,2399,,2,,No,2,bloquejable,no,bloqueable,no,17089
locked,no,locked=no,,bloquejat	=	no,bloqueado	=	no,34805,,32606,0,2198,,1,,Yes,1,bloquejat,no,bloqueado,no,17091
luminous,no,luminous=no,,lluminós	=	no,luminoso	=	no,33757,,32620,0,1136,,1,,No,4,lluminós,no,luminoso,no,17098
managed,no,,,administrat	=	no,administrado	=	no,,,,,,,,,,,administrat,no,administrado,no,17277
maxheight:signed,no,maxheight:signed=no,,,,46349,,7873,,38476,,,,No,,,,,,3521
maxspeed,no,,,màxima velocitat	=	no,máxima velocidad	=	no,,,,,,,,,,,màxima velocitat,no,máxima velocidad,no,17464
maxstay,no,maxstay=no,,,,17459,,3356,,14002,,101,,No,2,,,,,7878
maxweight:signed,no,maxweight:signed=no,,pes màxim: signat	=	no,peso máximo: firmado	=	no,109924,,,,109911,0,13,,Yes,,pes màxim: signat,no,peso máximo: firmado,no,17504
median,no,median=no,,mitjana	=	no,mediana	=	no,11779,,,,11779,,,,No,,mitjana,no,mediana,no,17518
mofa,no,mofa=no,,mofa	=	no,mofa	=	no,80180,,786,,79382,0,12,,No,4,mofa,no,mofa,no,17598
moped,no,moped=no,,ciclomotor	=	no,ciclomotor	=	no,151987,,1224,,150745,0,18,,No,4,ciclomotor,no,ciclomotor,no,17613
motor_vehicle,no,motor_vehicle=no,,Vehicle de motor	=	no,Vehículo de motor	=	no,1194506,0,163277,0,1028657,0,2572,0,Yes,13,Vehicle de motor,no,Vehículo de motor,no,17617
motorboat,no,motorboat=no,,motora	=	no,motora	=	no,18406,,62,,17867,,477,,No,3,motora,no,motora,no,17630
motorcar,no,motorcar=no,,automòbil	=	no,automóvil	=	no,343634,,26409,0,316940,0,285,,Yes,8,automòbil,no,automóvil,no,17631
motorcycle,no,motorcycle=no,,motocicleta	=	no,motocicleta	=	no,152020,,14432,0,137500,0,88,,Yes,6,motocicleta,no,motocicleta,no,17638
motorroad,no,motorroad=no,,carretera	=	no,carretera	=	no,72917,,80,,72821,0,16,,Yes,3,carretera,no,carretera,no,17656
mtb,no,,,bicicleta de muntanya	=	no,bicicleta de montaña	=	no,,,,,,,,,,,bicicleta de muntanya,no,bicicleta de montaña,no,17661
name:signed,no,name:signed=no,,nom: signat	=	no,nombre: firmado	=	no,35298,,16480,0,18717,,101,,Yes,4,nom: signat,no,nombre: firmado,no,17709
naptan:verified,no,naptan:verified=no,,naptan: verificat	=	no,naptán: verificado	=	no,264337,,216594,0,79,,47664,0,Yes,1,naptan: verificat,no,naptán: verificado,no,17722
noexit,no,,,Sense sortida	=	no,Sin salida	=	no,,,,,,,,,,,Sense sortida,no,Sin salida,no,18180
oneway,no,oneway=no,,d'una sola mà	=	no,de una sola mano	=	no,4926003,0,1345,,4922326,0,2332,0,Yes,11,d'una sola mà,no,de una sola mano,no,18316
oneway:bicycle,no,oneway:bicycle=no,,anada: bicicleta	=	no,ida: bicicleta	=	no,247247,,140,,247101,0,6,,Yes,9,anada: bicicleta,no,ida: bicicleta,no,18325
oneway:bus,no,,,anada: autobús	=	no,ida: autobús	=	no,,,,,,,,,,,anada: autobús,no,ida: autobús,no,18327
oneway:mofa,no,oneway:mofa=no,,unidireccional: mofa	=	no,unidireccional:mofa	=	no,30183,,12,,30170,,1,,No,2,unidireccional: mofa,no,unidireccional:mofa,no,18328
oneway:moped,no,oneway:moped=no,,unidireccional: ciclomotor	=	no,unidireccional: ciclomotor	=	no,21265,,2,,21263,,,,Yes,2,unidireccional: ciclomotor,no,unidireccional: ciclomotor,no,18329
oneway:motorcycle,no,,,anada: motocicleta	=	no,ida: motocicleta	=	no,,,,,,,,,,,anada: motocicleta,no,ida: motocicleta,no,18330
oneway:psv,no,,,unidireccional: psv	=	no,unidireccional: psv	=	no,,,,,,,,,,,unidireccional: psv,no,unidireccional: psv,no,18331
opening_hours:signed,no,opening_hours:signed=no,,horari_d'obertura:signat	=	no,horario_de_apertura:firmado	=	no,78709,,65882,0,12736,,91,,Yes,,horari_d'obertura:signat,no,horario_de_apertura:firmado,no,18339
osmarender:render,no,,,osmarender:renderitzar	=	no,osmarender:renderizar	=	no,,,,,,,,,,,osmarender:renderitzar,no,osmarender:renderizar,no,18402
osmarender:renderName,no,,,osmarender:representarNom	=	no,osmarender:representarNombre	=	no,,,,,,,,,,,osmarender:representarNom,no,osmarender:representarNombre,no,18403
osmarender:renderRef,no,,,osmarender:renderRef	=	no,osmarender:renderRef	=	no,,,,,,,,,,,osmarender:renderRef,no,osmarender:renderRef,no,18404
outdoor_seating,no,outdoor_seating=no,,seients a l'aire lliure	=	no,asientos al aire libre	=	no,112836,,95248,0,17485,,103,,Yes,3,seients a l'aire lliure,no,asientos al aire libre,no,18408
overtaking,no,overtaking=no,,avançament	=	no,adelantamiento	=	no,93227,,1720,,91504,0,3,,Yes,4,avançament,no,adelantamiento,no,18417
overtaking:hgv,no,overtaking:hgv=no,,,,10059,,63,,9994,,2,,No,2,,,,,13329
park_ride,no,park_ride=no,,passeig del Parc	=	no,paseo del Parque	=	no,116050,,5722,,108462,0,1866,0,No,4,passeig del Parc,no,paseo del Parque,no,18428
parking,no,,,estacionament	=	no,estacionamiento	=	no,,,,,,,,,,,estacionament,no,estacionamiento,no,18441
parking:both,no,parking:both=no,,estacionament:tots dos	=	no,estacionamiento:ambos	=	no,324097,,85,,324006,0,6,,Yes,2,estacionament:tots dos,no,estacionamiento:ambos,no,18460
parking:both:fee,no,parking:both:fee=no,,,,15358,,,,15358,,,,No,1,,,,,8843
parking:fee,no,parking:fee=no,,,,25067,,23628,0,1415,,24,,No,6,,,,,5720
parking:lane:both,no,parking:lane:both=no,,estacionament:carril:tots dos	=	no,estacionamiento:carril:ambos	=	no,26812,,4,,26808,,,,No,2,estacionament:carril:tots dos,no,estacionamiento:carril:ambos,no,18467
parking:left,no,parking:left=no,,estacionament: esquerra	=	no,estacionamiento: izquierda	=	no,81522,,9,,81513,0,,,Yes,3,estacionament: esquerra,no,estacionamiento: izquierda,no,18484
parking:left:fee,no,parking:left:fee=no,,,,14640,,3,,14637,,,,No,1,,,,,9269
parking:right,no,parking:right=no,,estacionament: dret	=	no,estacionamiento: derecho	=	no,53377,,21,,53355,,1,,Yes,3,estacionament: dret,no,estacionamiento: derecho,no,18490
parking:right:fee,no,parking:right:fee=no,,,,16669,,8,,16661,,,,No,1,,,,,8170
passenger,no,,,passatger	=	no,pasajero	=	no,,,,,,,,,,,passatger,no,pasajero,no,18494
passenger_information_display,no,passenger_information_display=no,,pantalla_d'informació_del_passatger	=	no,pantalla_de_información_del_pasajero	=	no,82690,,68303,0,14346,,41,,No,4,pantalla_d'informació_del_passatger,no,pantalla_de_información_del_pasajero,no,18499
passing_places,no,,,llocs de pas	=	no,lugares de paso	=	no,,,,,,,,,,,llocs de pas,no,lugares de paso,no,18505
payment:cards,no,payment:cards=no,,,,25786,,23583,0,2162,,41,,No,2,,,,,5596
payment:cash,no,payment:cash=no,,Pagament en efectiu	=	no,Pago en efectivo	=	no,35343,,28626,0,3251,,3466,0,No,4,Pagament en efectiu,no,Pago en efectivo,no,18513
payment:credit_cards,no,payment:credit_cards=no,,pagament:credit_cards	=	no,pago:credit_cards	=	no,32709,,27981,0,4429,,299,,No,4,pagament:credit_cards,no,pago:credit_cards,no,18517
payment:cryptocurrencies,no,payment:cryptocurrencies=no,,,,10518,,8430,,2047,,41,,No,3,,,,,12764
payment:debit_cards,no,payment:debit_cards=no,,pagament:targetes_dèbit	=	no,pago:tarjetas_débito	=	no,29263,,24974,0,4001,,288,,No,4,pagament:targetes_dèbit,no,pago:tarjetas_débito,no,18519
payment:notes,no,payment:notes=no,,,,12651,,12128,,497,,26,,No,3,,,,,10649
physically_present,no,,,físicament present	=	no,fisicamente presente	=	no,,,,,,,,,,,físicament present,no,fisicamente presente,no,18534
pole,no,pole=no,,pol	=	no,polo	=	no,12406,,12397,,9,,,,No,4,pol,no,polo,no,18662
power_supply,no,power_supply=no,,,,10646,,6852,,3718,,76,,No,5,,,,,12640
psv,no,psv=no,,psv	=	no,psv	=	no,11955,,263,,11675,,17,,Yes,5,psv,no,psv,no,18796
pump,no,pump=no,,bomba	=	no,bomba	=	no,46200,,45361,0,833,,6,,Yes,5,bomba,no,bomba,no,18809
railway:atb,no,railway:atb=no,,ferrocarril:atb	=	no,ferrocarril:atb	=	no,12952,,1,,12951,,,,No,1,ferrocarril:atb,no,ferrocarril:atb,no,18928
railway:atc,no,railway:atc=no,,,,31017,,5,,31012,,,,No,1,,,,,4815
railway:ballastless,no,railway:ballastless=no,,ferrocarril: sense balast	=	no,ferrocarril: sin balasto	=	no,23838,,,,23838,,,,No,,ferrocarril: sense balast,no,ferrocarril: sin balasto,no,18930
railway:ctc,no,railway:ctc=no,,,,10911,,1,,10910,,,,No,,,,,,12342
railway:etcs,no,railway:etcs=no,,ferrocarril:etc.	=	no,ferrocarril:etc.	=	no,208701,,127,,208574,0,,,No,1,ferrocarril:etc.,no,ferrocarril:etc.,no,18934
railway:evm,no,railway:evm=no,,,,13356,,,,13356,,,,No,,,,,,10101
railway:gnt,no,railway:gnt=no,,ferrocarril:gnt	=	no,ferrocarril:gnt	=	no,68877,,2,,68875,0,,,No,,ferrocarril:gnt,no,ferrocarril:gnt,no,18937
railway:kvb,no,railway:kvb=no,,,,19557,,110,,19447,,,,No,1,,,,,7098
railway:local_operated,no,railway:local_operated=no,,ferrocarril:operat_localment	=	no,ferrocarril:operado_localmente	=	no,46655,,45863,0,740,,52,,No,1,ferrocarril:operat_localment,no,ferrocarril:operado_localmente,no,18939
railway:ls,no,railway:ls=no,,ferrocarril:ls	=	no,ferrocarril:ls	=	no,39811,,,,39811,,,,No,1,ferrocarril:ls,no,ferrocarril:ls,no,18941
railway:lzb,no,railway:lzb=no,,ferrocarril: lzb	=	no,ferrocarril: lzb	=	no,155633,,20,,155613,0,,,No,1,ferrocarril: lzb,no,ferrocarril: lzb,no,18942
railway:milestone:catenary_mast,no,railway:milestone:catenary_mast=no,,ferrocarril: fita: catenary_mast	=	no,ferrocarril: hito: catenary_mast	=	no,19292,,19292,0,,,,,No,1,ferrocarril: fita: catenary_mast,no,ferrocarril: hito: catenary_mast,no,18945
railway:milestone:emergency_brake_override,no,railway:milestone:emergency_brake_override=no,,ferrocarril: fita: emergency_brake_override	=	no,ferrocarril:hito:emergency_brake_override	=	no,28093,,28093,0,,,,,No,,ferrocarril: fita: emergency_brake_override,no,ferrocarril:hito:emergency_brake_override,no,18946
railway:ptc,no,railway:ptc=no,,,,26317,,1,,26316,,,,No,1,,,,,5500
railway:pzb,no,railway:pzb=no,,ferrocarril:pzb	=	no,ferrocarril:pzb	=	no,113575,,62,,113512,0,1,,No,1,ferrocarril:pzb,no,ferrocarril:pzb,no,18952
railway:switch:electric,no,railway:switch:electric=no,,ferrocarril:interruptor:elèctric	=	no,ferrocarril:interruptor:eléctrico	=	no,28104,,28100,0,4,,,,No,1,ferrocarril:interruptor:elèctric,no,ferrocarril:interruptor:eléctrico,no,18982
railway:tbl,no,railway:tbl=no,,ferrocarril:tbl	=	no,ferrocarril:tbl	=	no,12983,,15,,12968,,,,No,,ferrocarril:tbl,no,ferrocarril:tbl,no,18983
railway:tilting,no,railway:tilting=no,,,,11702,,,,11702,,,,No,,,,,,11490
railway:tvm,no,railway:tvm=no,,,,20015,,110,,19905,,,,No,1,,,,,6937
ramp,no,ramp=no,,rampa	=	no,rampa	=	no,370266,,9768,,360421,0,77,,Yes,5,rampa,no,rampa,no,18995
ramp:wheelchair,no,ramp:wheelchair=no,,,,11671,,570,,11095,,6,,No,4,,,,,11523
recycling:glass,no,recycling:glass=no,,reciclatge:vidre	=	no,reciclaje:vidrio	=	no,16630,,16134,0,493,,3,,No,2,reciclatge:vidre,no,reciclaje:vidrio,no,19016
recycling:plastic,no,recycling:plastic=no,,,,12313,,12057,,256,,,,Yes,2,,,,,10925
rednap:nodo,no,,,rednap: node	=	no,rednap: nodo	=	no,,,,,,,,,,,rednap: node,no,rednap: nodo,no,19028
ref:signed,no,ref:signed=no,,,,18450,,17981,0,328,,141,,No,4,,,,,7512
reservation,no,reservation=no,,,,19064,,11066,,4364,,3634,0,No,23,,,,,7273
review,no,review=no,,revisió	=	no,revisión	=	no,102866,,200,,102593,0,73,,No,,revisió,no,revisión,no,19109
road_marking,no,,,=,=,,,,,,,,,,,,,,,19119
roof:downpipe,no,roof:downpipe=no,,sostre: baixant	=	no,techo: bajante	=	no,16477,,4,,16469,,4,,No,,sostre: baixant,no,techo: bajante,no,19171
roundtrip,no,roundtrip=no,,viatge anada i tornada	=	no,viaje ida y vuelta	=	no,33487,,131,,444,,32912,0,No,3,viatge anada i tornada,no,viaje ida y vuelta,no,19254
salt,no,salt=no,,sal	=	no,sal	=	no,112641,,456,,100834,0,11351,0,No,1,sal,no,sal,no,19310
school:selective,no,,,escola: selectiva	=	no,escuela: selectiva	=	no,,,,,,,,,,,escola: selectiva,no,escuela: selectiva,no,19328
