key,value,definition
addr:inclusion,actual,dirección: inclusión	=	actual
addr:inclusion,estimate,dirección: inclusión	=	estimar
addr:inclusion,potential,dirección: inclusión	=	potencial
addr:interpolation,all,dirección:interpolación	=	todos
addr:interpolation,even,dirección:interpolación	=	incluso
addr:interpolation,odd,dirección:interpolación	=	extraño
addr:municipality,Aabenraa,
addr:municipality,Vordingborg,dirección: municipio	=	Vordingborg
addr:neighbourhood,1,
addr:neighbourhood,*,dirección: barrio	=	*
addr:place,*,dirección:lugar	=	*
addr:place,المجاورة 1,
addr:place:en,Area A,
addr:postcode,100,
addr:postcode,*,dirección: código postal	=	*
addr:postcode,05-092,
addr:postcode:source,*,dirección: código postal: fuente	=	*
addr:postcode:source,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",
addr:province,*,dirección: provincia	=	*
addr:province,AB,
addr:province:en,*,dirección:provincia:es	=	*
addr:province:en,Al Beheira,
addr:region,*,dirección: región	=	*
addr:region,Farg'ona Viloyati,
addr:source,Gatineau.ca/donneesouvertes 08Aug2015,
addr:source,NRW-Atlas,
addr:state,*,dirección: estado	=	*
addr:state,AK,
addr:street,*,dirección: calle	=	*
addr:street,1 Maja,
addr:street,民生路,
addr:street:en,Omar Ibn Al Khatab Street,
addr:street:en,Street 1,
addr:street:en,Street 2,
addr:street:en,Street 3,
addr:street:prefix,East,
addr:street:prefix,North,
addr:street:prefix,South,
addr:street:prefix,West,
addr:street:sym_ul,10898,
addr:street:sym_ul,21970,dirección:calle:sym_ul	=	*
addr:street:type,Avenue,dirección:calle:tipo	=	Avenida
addr:street:type,Place,
addr:street:type,Street,
addr:streetnumber,1,
addr:streetnumber,9,dirección:número de calle	=	*
addr:streetnumber,10,
addr:subdistrict,*,dirección:subdistrito	=	*
addr:subdistrict,Olaines pagasts,
addr:subdistrict:en,*,dir:subdistrito:es	=	*
addr:subdistrict:en,Al Agamy,
addr:suburb,*,dirección:suburbio	=	*
addr:suburb,Centro,
addr:town,*,dirección: ciudad	=	*
addr:TW:dataset,120044,
addr:TW:dataset,137998,dirección:TW:conjunto de datos	=	*
addr:type,water,dirección: tipo	=	agua
addr:unit,1,
addr:unit,*,dirección: unidad	=	*
addr:unit,A,
addr:village,Gumare,dirección:pueblo	=	Gumaré
addr:ward,Mbagala,dirección: sala	=	Mbagala
addr:ward,Mbagala kuu,
addr:ward,Mbagala␣kuu,dirección: sala	=	Mbagala␣kuu
addr.source:housenumber,survey,addr.source:numero de casa	=	encuesta
addr.source:street,survey,dirección.fuente:calle	=	encuesta
admin_level,1,nivel de administrador	=	*
admin_level,2,
admin_level,aboriginal_land,nivel de administrador	=	tierra aborigen
admin_type:PH,barangay,
advertising,billboard,publicidad	=	cartelera
advertising,board,publicidad	=	junta
advertising,column,publicidad	=	columna
advertising,flag,publicidad	=	bandera
advertising,funding_sign,publicidad	=	señal de financiación
advertising,poster_box,publicidad	=	poster_box
advertising,screen,publicidad	=	pantalla
advertising,sculpture,publicidad	=	escultura
advertising,sign,publicidad	=	signo
advertising,tarp,publicidad	=	lona
advertising,totem,publicidad	=	tótem
advertising,wall_painting,publicidad	=	pintura mural
aerialway,cable_car,vía aérea	=	Teleférico
aerialway,canopy,vía aérea	=	pabellón
aerialway,chair_lift,vía aérea	=	telesilla
aerialway,drag_lift,vía aérea	=	ascensor de arrastre
aerialway,gondola,vía aérea	=	góndola
aerialway,goods,vía aérea	=	bienes
aerialway,j-bar,vía aérea	=	j-barra
aerialway,magic_carpet,vía aérea	=	alfombra mágica
aerialway,mixed_lift,vía aérea	=	levantamiento mixto
aerialway,platter,vía aérea	=	plato
aerialway,pylon,vía aérea	=	pilón
aerialway,rope_tow,vía aérea	=	remolque de cuerda
aerialway,ropetow,vía aérea	=	remolque de cuerda
aerialway,station,vía aérea	=	estación
aerialway,t-bar,vía aérea	=	barra en T
aerialway,zip_line,vía aérea	=	tirolesa
aerialway:drag_lift,j-bar,vía aérea: elevador de arrastre	=	j-barra
aerialway:drag_lift,platter,vía aérea: elevador de arrastre	=	plato
aerialway:drag_lift,t-bar,vía aérea: elevador de arrastre	=	barra en T
aerodrome:type,airfield,aeródromo:tipo	=	aeródromo
aerodrome:type,gliding,aeródromo:tipo	=	deslizándose
aerodrome:type,international,aeródromo:tipo	=	internacional
aerodrome:type,military,aeródromo:tipo	=	militar
aerodrome:type,private,aeródromo:tipo	=	privado
aerodrome:type,regional,aeródromo:tipo	=	regional
aerospace:product,robot,aeroespacial: producto	=	robot
aerospace:product,rocket,aeroespacial: producto	=	cohete
aerospace:product,spacecraft_propulsion,aeroespacial: producto	=	propulsión de naves espaciales
aeroway,aerodrome,vía aérea	=	aeródromo
aeroway,aircraft_crossing,vía aérea	=	cruce de aviones
aeroway,airport,vía aérea	=	aeropuerto
aeroway,airstrip,vía aérea	=	pista de aterrizaje
aeroway,airtanker_base,vía aérea	=	base de avión cisterna
aeroway,apron,vía aérea	=	delantal
aeroway,arresting_gear,vía aérea	=	equipo de arresto
aeroway,fuel,vía aérea	=	combustible
aeroway,gate,vía aérea	=	portón
aeroway,gate/Archived_proposal,vía aérea	=	puerta/propuesta archivada
aeroway,hangar,vía aérea	=	hangar
aeroway,helipad,vía aérea	=	helipuerto
aeroway,heliport,vía aérea	=	helipuerto
aeroway,highway_strip,vía aérea	=	franja de carretera
aeroway,holding_position,vía aérea	=	holding_position
aeroway,holding_position_line,vía aérea	=	línea de posición de espera
aeroway,jet_bridge,vía aérea	=	puente de chorro
aeroway,landingpad,vía aérea	=	pista de aterrizaje
aeroway,launch_complex,vía aérea	=	complejo de lanzamiento
aeroway,launchpad,vía aérea	=	plataforma de lanzamiento
aeroway,marking,vía aérea	=	calificación
aeroway,navigationaid,vía aérea	=	Ayuda a la navegación
aeroway,papi,vía aérea	=	papi
aeroway,parking_position,vía aérea	=	estacionamiento_posición
aeroway,runway,vía aérea	=	pista
aeroway,spaceport,vía aérea	=	puerto espacial
aeroway,stopway,vía aérea	=	parada
aeroway,taxilane,vía aérea	=	Carril de Taxi
aeroway,taxiway,vía aérea	=	calle de rodaje
aeroway,terminal,vía aérea	=	Terminal
aeroway,tower,vía aérea	=	torre
aeroway,windsock,vía aérea	=	manga de viento
age,mature,años	=	maduro
age,semi-mature,años	=	semi-maduro
age,young,años	=	joven
agricultural,no,agrícola	=	no
air_conditioning,no,
airmark,beacon,marca aérea	=	Faro
ale_supply,limited,suministro de cerveza	=	limitado
allotments,plot,asignaciones	=	gráfico
alt_name,Kentucky Fried Chicken,
amenity,administration,amenidad/servicio	=	administración
amenity,advertising,amenidad/servicio	=	publicidad
amenity,air_filling,amenidad/servicio	=	llenado de aire
amenity,alm,amenidad/servicio	=	limosna
amenity,ambulance_station,amenidad/servicio	=	estación de ambulancia
amenity,animal_boarding,amenidad/servicio	=	alojamiento_de_animales
amenity,animal_breeding,amenidad/servicio	=	cría_de_animales
amenity,animal_effluent_disposal,amenidad/servicio	=	eliminación de efluentes animales
amenity,animal_hitch,amenidad/servicio	=	enganche de animales
amenity,animal_shelter,amenidad/servicio	=	refugio de animales
amenity,animal_training,amenidad/servicio	=	entrenamiento de animales
amenity,archive,amenidad/servicio	=	archivo
amenity,arts_centre,amenidad/servicio	=	centro_de_las_artes
amenity,artwork,amenidad/servicio	=	obra de arte
amenity,atm,amenidad/servicio	=	Cajero automático
amenity,audiologist,amenidad/servicio	=	audiólogo
amenity,avalanche_transceiver,amenidad/servicio	=	transceptor de avalancha
amenity,baby_hatch,amenidad/servicio	=	escotilla de bebe
amenity,baking_oven,amenidad/servicio	=	horno de cocción
amenity,bank,"Un banco es una institución financiera que proporciona servicios como depósitos, préstamos, inversiones y asesoramiento financiero | amenidad/servicio	=	banco"
amenity,bar,amenidad/servicio	=	bar
amenity,bbq,amenidad/servicio	=	barbacoa
amenity,bear_box,amenidad/servicio	=	caja de oso
amenity,bench,amenidad/servicio = banco para sentarse
amenity,bicycle_library,amenidad/servicio	=	biblioteca de bicicletas
amenity,bicycle_parking,amenidad/servicio	=	Parking de bicicletas
amenity,bicycle_rental,amenidad/servicio	=	alquiler de bicicletas
amenity,bicycle_repair_station,amenidad/servicio	=	estación_de_reparación_de_bicicletas
amenity,bicycle_trailer_sharing,amenidad/servicio	=	compartir remolque de bicicleta
amenity,biergarten,amenidad/servicio	=	biergarten
amenity,bike_parking,amenidad/servicio	=	estacionamiento de bicicletas
amenity,bikeshed,amenidad/servicio	=	cobertizo para bicicletas
amenity,binoculars,amenidad/servicio	=	prismáticos
amenity,bird_bath,amenidad/servicio	=	baño de pájaros
amenity,blood_bank,amenidad/servicio	=	Banco de Sangre
amenity,boat_rental,amenidad/servicio	=	alquiler_de_barcos
amenity,boat_sharing,amenidad/servicio	=	barco compartido
amenity,boat_storage,amenidad/servicio	=	barco_almacenamiento
amenity,body_scale,amenidad/servicio	=	báscula corporal
amenity,brothel,amenidad/servicio	=	burdel
amenity,bts,amenidad/servicio	=	BTS
amenity,buggy_parking,amenidad/servicio	=	estacionamiento de buggy
amenity,building_yard,amenidad/servicio	=	patio de construcción
amenity,bureau_de_change,amenidad/servicio	=	cambio de moneda
amenity,bus_station,amenidad/servicio	=	estación de autobuses
amenity,bus_stop,amenidad/servicio	=	parada de autobús
amenity,cafe,"Un café es un pequeño restaurante o cafetería que sirve comidas ligeras, aperitivos, café y otras bebidas | amenidad/servicio	=	cafetería"
amenity,canoe_hire,amenidad/servicio	=	alquiler de canoas
amenity,canteen,amenidad/servicio	=	cantina
amenity,car_pooling,amenidad/servicio	=	coche_compartido
amenity,car_rental,amenidad/servicio	=	alquiler de coches
amenity,car_repair,amenidad/servicio	=	reparación de autos
amenity,car_sharing,amenidad/servicio	=	auto compartido
amenity,car_wash,amenidad/servicio	=	lavado de autos
amenity,carpet_washing,amenidad/servicio	=	lavado de alfombras
amenity,carwash,amenidad/servicio	=	lavado de autos
amenity,casino,amenidad/servicio	=	casino
amenity,chair,amenidad/servicio	=	silla
amenity,changing_room,amenidad/servicio	=	vestuario
amenity,charging_station,amenidad/servicio	=	Estación de carga
amenity,charging_station/Tesla_Motors,amenidad/servicio	=	estación de carga/Tesla Motors
amenity,checkpoint,amenidad/servicio	=	control
amenity,childcare,amenidad/servicio	=	cuidado de niños
amenity,cinema,amenidad/servicio	=	cine
amenity,citymap_post,amenidad/servicio	=	publicación del mapa de la ciudad
amenity,clinic,amenidad/servicio	=	clínica
amenity,cloakroom,amenidad/servicio	=	guardarropa
amenity,clock,amenidad/servicio	=	reloj
amenity,clothes_dryer,amenidad/servicio	=	secadora de ropa
amenity,club,amenidad/servicio	=	club
amenity,clubhouse,amenidad/servicio	=	casa club
amenity,coast_guard,amenidad/servicio	=	guardacostas
amenity,coast_radar_station,amenidad/servicio	=	estación de radar costera
amenity,college,amenidad/servicio	=	colega
amenity,community_centre,amenidad/servicio	=	centro Comunitario
amenity,compressed_air,amenidad/servicio	=	aire comprimido
amenity,concert_hall,amenidad/servicio	=	sala de conciertos
amenity,concession_stand,amenidad/servicio	=	puesto de comida
amenity,conference_centre,amenidad/servicio	=	centro de conferencias
amenity,consulate,amenidad/servicio	=	consulado
amenity,convention_centre,amenidad/servicio	=	Centro de convención
amenity,courier,amenidad/servicio	=	mensajero
amenity,courthouse,amenidad/servicio	=	palacio de justicia
amenity,coworking_space,amenidad/servicio	=	espacio de trabajo conjunto
amenity,crematorium,amenidad/servicio	=	crematorio
amenity,crematory,amenidad/servicio	=	crematorio
amenity,crucifix,amenidad/servicio	=	crucifijo
amenity,crypt,amenidad/servicio	=	cripta
amenity,culture_center,amenidad/servicio	=	Centro cultural
amenity,customs,amenidad/servicio	=	aduanas
amenity,dancing_school,amenidad/servicio	=	escuela de baile
amenity,dead_pub,amenidad/servicio	=	taberna muerta
amenity,dentist,amenidad/servicio	=	dentista
amenity,device_charging_station,amenidad/servicio	=	estación de carga de dispositivos
amenity,disused,amenidad/servicio	=	en desuso
amenity,dive_centre,amenidad/servicio	=	centro_de_buceo
amenity,doctor,amenidad/servicio	=	médico
amenity,doctors,amenidad/servicio	=	medicos
amenity,dog_bin,amenidad/servicio	=	papelera para perros
amenity,dog_parking,amenidad/servicio	=	estacionamiento para perros
amenity,dog_toilet,amenidad/servicio	=	inodoro para perros
amenity,dog_waste_bin,amenidad/servicio	=	cubo de basura para perros
amenity,dojo,amenidad/servicio	=	dojo
amenity,donation,amenidad/servicio	=	donación
amenity,dormitory,amenidad/servicio	=	dormitorio
amenity,dressing_room,amenidad/servicio	=	Vestidor
amenity,drinking_water,amenidad/servicio	=	agua potable
amenity,driver_training,amenidad/servicio	=	entrenamiento_del_conductor
amenity,driver_training_area,amenidad/servicio	=	zona de formación de conductores
amenity,driving_school,amenidad/servicio	=	autoescuela
amenity,dryer,amenidad/servicio	=	secadora
amenity,education,amenidad/servicio	=	educación
amenity,embassy,amenidad/servicio	=	embajada
amenity,emergency_phone,amenidad/servicio	=	Teléfono de emergencia
amenity,emergency_service,amenidad/servicio	=	servicio de emergencia
amenity,ev_charging,amenidad/servicio	=	carga ev
amenity,events_centre,amenidad/servicio	=	centro de eventos
amenity,events_venue,amenidad/servicio	=	eventos_lugar
amenity,exercise_point,amenidad/servicio	=	punto de ejercicio
amenity,exhibition_centre,amenidad/servicio	=	centro de exposiciones
amenity,fab_lab,amenidad/servicio	=	laboratorio fabuloso
amenity,fast_food,amenidad/servicio	=	comida rápida
amenity,feeding_place,amenidad/servicio	=	lugar_de_alimentacion
amenity,ferry_terminal,amenidad/servicio	=	terminal del ferry
amenity,festival_grounds,amenidad/servicio	=	terrenos del festival
amenity,financial_advice,amenidad/servicio	=	asesoría financiera
amenity,fire_hydrant,amenidad/servicio	=	boca de incendio
amenity,fire_station,amenidad/servicio	=	estación de bomberos
amenity,first_aid,amenidad/servicio	=	primeros auxilios
amenity,firstaid,amenidad/servicio	=	primeros auxilios
amenity,fish_spa,amenidad/servicio	=	balneario de pescado
amenity,fitness_station,amenidad/servicio	=	estación de fitness
amenity,flight_school,amenidad/servicio	=	escuela de vuelo
amenity,food_court,amenidad/servicio	=	zona de comidas
amenity,food_sharing,amenidad/servicio	=	compartir comida
amenity,foot_shower,amenidad/servicio	=	ducha de pies
amenity,fountain,amenidad/servicio	=	fuente
amenity,freeshop,amenidad/servicio	=	compra gratis
amenity,fridge,amenidad/servicio	=	nevera
amenity,fuel,amenidad/servicio	=	combustible
amenity,funeral_hall,amenidad/servicio	=	salón_funerario
amenity,gambling,amenidad/servicio	=	juego
amenity,game_feeding,amenidad/servicio	=	juego_alimentacion
amenity,garages,amenidad/servicio	=	garajes
amenity,give_box,amenidad/servicio	=	dar caja
amenity,grave_yard,amenidad/servicio	=	cementerio
amenity,grit_bin,amenidad/servicio	=	grit_bin
amenity,gym,amenidad/servicio	=	gimnasia
amenity,gym_(Don't_use),amenidad/servicio	=	gimnasio (no usar)
amenity,health_post,amenidad/servicio	=	puesto_de_salud
amenity,hitching_post,amenidad/servicio	=	poste de enganche
amenity,hookah_lounge,amenidad/servicio	=	salón_de_la_cachimba
amenity,horse_parking,amenidad/servicio	=	estacionamiento de caballos
amenity,hospice,amenidad/servicio	=	hospicio
amenity,hospital,"Un hospital es una instalación médica que proporciona atención sanitaria integral, tratamiento de emergencias y servicios médicos especializados | amenidad/servicio	=	hospital"
tourism,hotel,turismo = hotel
amenity,hunting_stand,amenidad/servicio	=	puesto_de_caza
amenity,hydrant,amenidad/servicio	=	boca de aguas
amenity,ice_cream,amenidad/servicio	=	helado
amenity,internet_cafe,amenidad/servicio	=	Café internet
amenity,jobcentre,amenidad/servicio	=	centro de trabajo
amenity,juice_bar,amenidad/servicio	=	Bar de jugos
amenity,karaoke_box,amenidad/servicio	=	caja_karaoke
amenity,kick-scooter_rental,amenidad/servicio	=	alquiler de patinetes
amenity,kindergarten,amenidad/servicio	=	jardín de infancia
amenity,kiosk,amenidad/servicio	=	quiosco
amenity,kitchen,amenidad/servicio	=	cocina
amenity,kneipp_water_cure,amenidad/servicio	=	kneipp_water_cure
amenity,Kneippbecken,amenidad/servicio	=	Kneippbecken
amenity,language_school,amenidad/servicio	=	escuela de idiomas
amenity,lavoir,amenidad/servicio	=	lavoir
amenity,letter_box,amenidad/servicio	=	buzón
amenity,library,amenidad/servicio	=	biblioteca
amenity,library_dropoff,amenidad/servicio	=	entrega de la biblioteca
amenity,life_ring,amenidad/servicio	=	anillo de vida
amenity,lifeboat_station,amenidad/servicio	=	estación de botes salvavidas
amenity,loading_dock,amenidad/servicio	=	muelle_de_carga
amenity,locker,amenidad/servicio	=	armario
amenity,lost_property_office,amenidad/servicio	=	oficina de objetos perdidos
amenity,lounger,amenidad/servicio	=	haragán
amenity,love_hotel,"amenidad/servicio = Casa de citas , habitaciones por horas"
amenity,luggage_locker,amenidad/servicio	=	casillero de equipaje
amenity,mailroom,amenidad/servicio	=	sala de correo
amenity,marae,amenidad/servicio	=	marae
amenity,marketplace,amenidad/servicio	=	mercado
amenity,meditation_centre,amenidad/servicio	=	centro de meditación
amenity,microwave,amenidad/servicio	=	microonda
amenity,milk_dispenser,amenidad/servicio	=	dispensador de leche
amenity,mist_spraying_cooler,amenidad/servicio	=	enfriador de pulverización de niebla
amenity,mobile_library,amenidad/servicio	=	biblioteca móvil
amenity,mobile_money_agent,amenidad/servicio	=	agente_dinero_movil
amenity,monastery,amenidad/servicio	=	monasterio
amenity,money_transfer,amenidad/servicio	=	transferencia de dinero
amenity,mortuary,amenidad/servicio	=	mortuorio
amenity,motorcycle_parking,amenidad/servicio	=	moto_estacionamiento
amenity,motorcycle_rental,amenidad/servicio	=	alquiler de motos
amenity,motorcycle_taxi,amenidad/servicio	=	mototaxi
amenity,mtb_school,amenidad/servicio	=	escuela mtb
amenity,music_school,amenidad/servicio	=	escuela de Musica
amenity,music_venue,amenidad/servicio	=	lugar de música
amenity,nightclub,amenidad/servicio	=	Club nocturno discoteca
amenity,nursery,amenidad/servicio	=	guardería
amenity,nursing_home,amenidad/servicio	=	asilo_de_ancianos
amenity,office,amenidad/servicio	=	oficina
amenity,osmica,amenidad/servicio	=	osmica
amenity,outfitter,amenidad/servicio	=	camisero
amenity,parcel_locker,amenidad/servicio	=	paquete_casillero
amenity,parcel_lockers,amenidad/servicio	=	casilleros para paquetes
amenity,parcel_postbox,amenidad/servicio	=	buzón de paquetes
amenity,park,amenidad/servicio	=	parque
amenity,parking,"Una instalación de aparcamiento proporciona espacios designados para que los vehículos se aparquen, ya sea para uso a corto o largo plazo | amenidad/servicio	=	estacionamiento"
amenity,parking_entrance,amenidad/servicio	=	estacionamiento_entrada
amenity,parking_space,amenidad/servicio	=	plaza de aparcamiento
amenity,parkink,amenidad/servicio	=	parque
amenity,payment_centre,amenidad/servicio	=	centro_de_pago
amenity,payment_terminal,amenidad/servicio	=	terminal_de_pago
amenity,pharmacy,Una farmacia es una instalación sanitaria donde se dispensan medicamentos y se ofrece asesoramiento farmacéutico | amenidad/servicio	=	farmacia
amenity,photo_booth,amenidad/servicio	=	cabina de fotos
amenity,piano,amenidad/servicio	=	piano
amenity,place_of_mourning,amenidad/servicio	=	lugar de luto
amenity,place_of_worship,amenidad/servicio	=	lugar de adoración
amenity,planetarium,amenidad/servicio	=	planetario
amenity,po_box,amenidad/servicio	=	apartado de correos
amenity,police,amenidad/servicio	=	policía
amenity,polling_station,amenidad/servicio	=	centro electoral
amenity,post_box,amenidad/servicio	=	buzón
amenity,post_depot,amenidad/servicio	=	post_depot
amenity,post_office,amenidad/servicio	=	oficina de correos
amenity,prep_school,amenidad/servicio	=	preparatoria
amenity,preschool,amenidad/servicio	=	preescolar
amenity,printer,amenidad/servicio	=	impresora
amenity,prison,amenidad/servicio	=	prisión
amenity,prison_camp,amenidad/servicio	=	campo de prisioneros
amenity,proposed,amenidad/servicio	=	propuesto
amenity,pub,amenidad/servicio	=	pub
amenity,public_bath,amenidad/servicio	=	Baño público
amenity,public_bookcase,amenidad/servicio	=	public_bookcase
amenity,public_building,amenidad/servicio	=	edificio publico
amenity,ranger_station,amenidad/servicio	=	estación de guardabosques
amenity,reception_desk,amenidad/servicio	=	recepción
amenity,recycling,amenidad/servicio	=	reciclaje
amenity,recycling/Quality_Assurance,amenidad/servicio	=	reciclaje/Garantía de calidad
amenity,refugee_housing,amenidad/servicio	=	vivienda para refugiados
amenity,refugee_site,amenidad/servicio	=	sitio_de_refugiados
amenity,register_office,amenidad/servicio	=	oficina de Registro
amenity,rehearsal_studio,amenidad/servicio	=	estudio de ensayo
amenity,relay_box,amenidad/servicio	=	caja de relés
amenity,rescue_box,amenidad/servicio	=	caja de rescate
amenity,rescue_station,amenidad/servicio	=	estación de rescate
amenity,research_institute,amenidad/servicio	=	Instituto de Investigación
amenity,restaurant,Un restaurante es un establecimiento empresarial donde las personas pagan por comer comidas preparadas y bebidas en un ambiente de comedor | amenidad/servicio	=	restaurante
amenity,retirement_home,amenidad/servicio	=	casa de retiro
amenity,rv_storage,amenidad/servicio	=	almacenamiento de vehículos recreativos
amenity,sailing_school,amenidad/servicio	=	escuela de vela
amenity,sanatorium,amenidad/servicio	=	sanatorio
amenity,sanitary_dump_station,amenidad/servicio	=	estación_de_descarga_sanitaria
amenity,sauna,amenidad/servicio	=	sauna
amenity,sceptic_tank,amenidad/servicio	=	tanque escéptico
amenity,school,Una escuela es una institución educativa donde estudiantes de varias edades aprenden materias académicas y prácticas | amenidad/servicio	=	escuela
amenity,scooter_rental,amenidad/servicio	=	alquiler de scooters
amenity,seat,amenidad/servicio	=	asiento
amenity,security_booth,amenidad/servicio	=	cabina de seguridad
amenity,septic_tank,amenidad/servicio	=	tanque séptico
amenity,shelter,amenidad/servicio	=	refugio
amenity,shop,amenidad/servicio	=	tienda
amenity,shower,amenidad/servicio	=	ducha
amenity,ski_rental,amenidad/servicio	=	alquiler de esquí
amenity,ski_school,amenidad/servicio	=	escuela de Esqui
amenity,smoking_area,amenidad/servicio	=	Área de fumadores
amenity,snow_removal_station,amenidad/servicio	=	estación de remoción de nieve
amenity,social_centre,amenidad/servicio	=	centro_social
amenity,social_club,amenidad/servicio	=	Club Social
amenity,social_facility,amenidad/servicio	=	instalaciones_sociales
amenity,spa,amenidad/servicio	=	spa
amenity,sport_school,amenidad/servicio	=	escuela de deportes
amenity,stables,amenidad/servicio	=	establos
amenity,stage,amenidad/servicio	=	etapa
amenity,stool,amenidad/servicio	=	heces
amenity,street_lamp,amenidad/servicio	=	farola
amenity,street_light,amenidad/servicio	=	luz de la calle
amenity,stripclub,amenidad/servicio	=	club de striptease
amenity,stroller_parking,amenidad/servicio	=	cochecito de estacionamiento
amenity,student_accommodation,amenidad/servicio	=	alojamiento para estudiantes
amenity,studio,amenidad/servicio	=	estudio
amenity,surf_school,amenidad/servicio	=	escuela de surf
amenity,swimming_pool,amenidad/servicio	=	alberca
amenity,swimming_school,amenidad/servicio	=	escuela de natacion
amenity,swingerclub,amenidad/servicio	=	club swinger
amenity,table,amenidad/servicio	=	mesa
amenity,taxi,amenidad/servicio	=	taxi
amenity,taxi_point,amenidad/servicio	=	punto de taxi
amenity,telephone,amenidad/servicio	=	teléfono
amenity,television,amenidad/servicio	=	televisión
amenity,theatre,amenidad/servicio	=	teatro
amenity,ticket_booth,amenidad/servicio	=	taquilla
amenity,ticket_validator,amenidad/servicio	=	validador_de_tickets
amenity,toilet,amenidad/servicio	=	inodoro
amenity,toilets,amenidad/servicio	=	baños
amenity,tourist_bus_parking,amenidad/servicio	=	aparcamiento de autobuses turísticos
amenity,townhall,amenidad/servicio	=	Ayuntamiento
amenity,toy_library,amenidad/servicio	=	ludoteca
amenity,trade_school,amenidad/servicio	=	escuela de comercio
amenity,traffic_park,amenidad/servicio	=	parque de tráfico
amenity,trailer_park,amenidad/servicio	=	parque de remolques
amenity,training,amenidad/servicio	=	capacitación
amenity,trolley_bay,amenidad/servicio	=	carrito_bay
