key,value,definition
addr:street:en,Omar Ibn Al Khatab Street,Adresse:Straße:de=Straße 1
addr:street:en,Street 1,Adresse:Straße:de=Straße 2
addr:street:en,Street 2,Adresse:Straße:de=Straße 3
addr:street:en,Street 3,Adresse:Straße:Präfix=Ost
addr:street:prefix,East,Adresse:Straße:Präfix=Nord
addr:street:prefix,North,Adresse:Straße:Präfix=Süd
addr:street:prefix,South,Adresse:Straße:Präfix=West
addr:street:prefix,West,Adresse:Straße:Symbol_UL=10898
addr:street:sym_ul,10898,Adresse:Straße:Symbol_UL=21970
addr:street:sym_ul,21970,Adresse:Straße:Typ=Allee
addr:street:type,Avenue,Adresse:Straße:Typ=Platz
addr:street:type,Place,Adresse:Straße:Typ=Straße
addr:street:type,Street,Adresse:Straße=1. Mai
addr:street,1 Maja,Adresse:Straße=æ°'ç”Ÿè·¯
addr:street,民生路,Adresse:Straßennummer=1
addr:streetnumber,1,Adresse:Straßennummer=10
addr:streetnumber,10,Adresse:Unterbezirk:de=Al Agamy
addr:subdistrict:en,Al Agamy,Adresse:Unterbezirk=Bezirk Olaine
addr:subdistrict,Olaines pagasts,Adresse:Vorort=Zentrum
addr:suburb,Centro,Adresse:TW:Datensatz=120044
addr:TW:dataset,120044,Adresse:TW:Datensatz=137998
addr:TW:dataset,137998,Adresse:Einheit=1
addr:unit,1,Adresse:Einheit=A
addr:unit,A,Adresse:Dorf=Gumare
addr:village,Gumare,Adresse:Stadtteil=Mbagala
addr:ward,Mbagala,Adresse:Stadtteil=Mbagala kuu
addr:ward,Mbagala kuu,Verwaltungsebene=2
admin_level,2,Verwaltungstyp:PH=Barangay
admin_type:PH,barangay,Werbung=Großflächenplakat
advertising,billboard,Werbung=Anschlagtafel
advertising,board,Werbung=Säule
advertising,column,Werbung=Plakatsäule
advertising,poster_box,Werbung=Totempfahl
advertising,totem,Seilbahn=Mast
aerialway,pylon,Seilbahn=Station
aerialway,station,Luftfahrt=Flugplatz
aeroway,aerodrome,Luftfahrt=Vorfeld
aeroway,apron,Luftfahrt=Flugsteig
aeroway,gate,Luftfahrt=Hangar
aeroway,hangar,Luftfahrt=Hubschrauberlandeplatz
aeroway,helipad,Luftfahrt=Warteposition
aeroway,holding_position,Luftfahrt=Fluggastbrücke
aeroway,jet_bridge,Luftfahrt=Navigationseinrichtung
aeroway,navigationaid,Luftfahrt=Parkposition
aeroway,parking_position,Luftfahrt=Start- und Landebahn
aeroway,runway,Luftfahrt=Rollweg
aeroway,taxilane,Luftfahrt=Rollbahn
aeroway,taxiway,Luftfahrt=Terminal
aeroway,terminal,Alter=erwachsen
age,mature,Alter=halbwüchsig
age,semi-mature,Alter=jung
age,young,landwirtschaftlich=nein
agricultural,no,klimaanlage=nein
air_conditioning,no,Kleingarten=Parzelle
allotments,plot,Alternativer_Name=Kentucky Fried Chicken
alt_name,Kentucky Fried Chicken,Einrichtung=Tierzucht
amenity,animal_breeding,Einrichtung=Kunstzentrum
amenity,arts_centre,Einrichtung=Geldautomat
amenity,atm,Einrichtung=Bank
amenity,bank,Einrichtung=Bar
amenity,bar,Einrichtung=Grill
amenity,bbq,Einrichtung=Bank
amenity,bench,Einrichtung=Fahrradparkplatz
amenity,bicycle_parking,Einrichtung=Fahrradverleih
amenity,bicycle_rental,Einrichtung=Fahrradreparaturstation
amenity,bicycle_repair_station,Einrichtung=Biergarten
amenity,biergarten,Einrichtung=Wechselstube
amenity,bureau_de_change,Einrichtung=Busbahnhof
amenity,bus_station,Einrichtung=Café
amenity,cafe,Einrichtung=Autovermietung
amenity,car_rental,Einrichtung=Autoteilen
amenity,car_sharing,Einrichtung=Autowaschanlage
amenity,car_wash,Einrichtung=Ladestation
amenity,charging_station,Einrichtung=Kinderbetreuung
amenity,childcare,Einrichtung=Kino
amenity,cinema,Einrichtung=Klinik
amenity,clinic,Einrichtung=Uhr
amenity,clock,Einrichtung=Hochschule
amenity,college,Einrichtung=Gemeindezentrum
amenity,community_centre,Einrichtung=Druckluft
amenity,compressed_air,Einrichtung=Gerichtsgebäude
amenity,courthouse,Einrichtung=Zahnarzt
amenity,dentist,Einrichtung=Ärzte
amenity,doctors,Einrichtung=Trinkwasser
amenity,drinking_water,Einrichtung=Fahrschule
amenity,driving_school,Einrichtung=Veranstaltungsort
amenity,events_venue,Einrichtung=Fast-Food
amenity,fast_food,Einrichtung=Fährterminal
amenity,ferry_terminal,Einrichtung=Feuerwache
amenity,fire_station,Einrichtung=Gastronomiebereich
amenity,food_court,Einrichtung=Brunnen
amenity,fountain,Einrichtung=Tankstelle
amenity,fuel,Einrichtung=Kirchhof
amenity,grave_yard,Einrichtung=Streugutbehälter
amenity,grit_bin,Einrichtung=Krankenhaus
amenity,hospital,Einrichtung=Jagdstand
amenity,hunting_stand,Einrichtung=Eiscreme
amenity,ice_cream,Einrichtung=Internetcafé
amenity,internet_cafe,Einrichtung=Kindergarten
amenity,kindergarten,Einrichtung=Waschraum
amenity,lavoir,Einrichtung=Briefkasten
amenity,letter_box,Einrichtung=Bibliothek
amenity,library,Einrichtung=Laderampe
amenity,loading_dock,Einrichtung=Liegestuhl
amenity,lounger,Einrichtung=Marktplatz
amenity,marketplace,Einrichtung=Geldtransferagentur
amenity,mobile_money_agent,Einrichtung=Kloster
amenity,monastery,Einrichtung=Motorradparkplatz
amenity,motorcycle_parking,Einrichtung=Musikschule
amenity,music_school,Einrichtung=Nachtclub
amenity,nightclub,Einrichtung=Seniorenheim
amenity,nursing_home,Einrichtung=Paketstation
amenity,parcel_locker,Einrichtung=Parkplatz
amenity,parking,Einrichtung=Parkplatzeinfahrt
amenity,parking_entrance,Einrichtung=Parkfläche
amenity,parking_space,Einrichtung=Zahlungsterminal
amenity,payment_terminal,Einrichtung=Apotheke
amenity,pharmacy,Einrichtung=Gottesdienststätte
amenity,place_of_worship,Einrichtung=Polizeiwache
amenity,police,Einrichtung=Briefkasten
amenity,post_box,Einrichtung=Postamt
amenity,post_office,Ausstattung=Vorschule
amenity,prep_school,Ausstattung=Gefängnis
amenity,prison,Ausstattung=Kneipe
amenity,pub,Ausstattung=Öffentliches Bad
amenity,public_bath,Ausstattung=Öffentliches Bücherregal
amenity,public_bookcase,Ausstattung=Öffentliches Gebäude
amenity,public_building,Ausstattung=Recycling
amenity,recycling,Ausstattung=Restaurant
amenity,restaurant,Ausstattung=Müllentsorgungsstation
amenity,sanitary_dump_station,Ausstattung=Schule
amenity,school,Ausstattung=Unterkunft
amenity,shelter,Ausstattung=Dusche
amenity,shower,Ausstattung=Sozialzentrum
amenity,social_centre,Ausstattung=Sozial Einrichtung
amenity,social_facility,Ausstattung=Studio
amenity,studio,Ausstattung=Taxi
amenity,taxi,Ausstattung=Telefon
amenity,telephone,Ausstattung=Theater
amenity,theatre,Ausstattung=Fahrkartenentwerter
amenity,ticket_validator,Ausstattung=Toiletten
amenity,toilets,Ausstattung=Rathaus
amenity,townhall,Ausstattung=Straßenbahnhaltestelle
amenity,trolley_bay,Ausstattung=Universität
amenity,university,Ausstattung=Fahrzeugprüfung
amenity,vehicle_inspection,Ausstattung=Verkaufsautomat
amenity,vending_machine,Ausstattung=Tierarztpraxis
amenity,veterinary,Ausstattung=Abfalleimer
amenity,waste_basket,Ausstattung=Müllentsorgung
amenity,waste_disposal,Ausstattung=Wasserstelle
amenity,water_point,Ausstattung=Tränkeplatz
amenity,watering_place,Ausstattung=Waage
amenity,weighbridge,animiert=nein
animated,no,Aquakultur=Garnelen
aquaculture,shrimp,Archäologische Stätte=Befestigungsanlage
archaeological_site,fortification,Archäologische Stätte=Megalith
archaeological_site,megalith,Archäologische Stätte=Grabhügel
archaeological_site,tumulus,Bereich:Autobahn=Radweg
area:highway,cycleway,Bereich:Autobahn=Notfall
area:highway,emergency,Autobahn=Fußweg
area:highway,footway,Bereich:Autobahn=Hauptstraße
area:highway,primary,Bereich:Autobahn=Wohngebiet
area:highway,residential,Bereich:Autobahn=Nebenstraße
area:highway,secondary,Bereich:Autobahn=Servicestraße
area:highway,service,Bereich:Autobahn=Nebenstraße
area:highway,tertiary,Bereich:Autobahn=Verkehrsinsel
area:highway,traffic_island,Bereich=Nein
area,no,Armlehne=Nein
armrest,no,Kunstwerktyp=Installation
artwork_type,installation,Kunstwerktyp=Wandbild
artwork_type,mural,Kunstwerktyp=Skulptur
artwork_type,sculpture,Kunstwerktyp=Statue
artwork_type,statue,at_bev:addr_date=2016-10-02
at_bev:addr_date,2016-10-02,Leichtathletik=Weitsprung
athletics,long_jump,Attraktion=Tier
attraction,animal,Attraktion=Wasserrutsche
attraction,water_slide,"Attribution=2001 Ihre Majestät die Königin von Manitoba, vertreten durch den Minister für Naturschutz. Alle Rechte vorbehalten."
attribution,"2001 Her Majesty the Queen in Right of Manitoba, as represented by the Minister of Conservation. All rights reserved.",Attribution=„Diese geografischen Daten stammen aus dem Geographischen Referenzwerk der Gemeinde.“ (www.rgc.cd).»
attribution,«Ces données géographiques proviennent du Référentiel Géographique Commun (www.rgc.cd).»,automatisiert=nein
automated,no,Lawinenschutz=Schneebrücke
avalanche_protection,snow_bridge,"Achslast=22,5"
axle_load,22.5,Rückenlehne=nein
backrest,no,Notstromaggregat=nein
backup_generator,no,bak:fac_type1=WOHNGEBÄUDE
bak:fac_type1,RESIDENTIAL,bak:fac_type2=WOHNGEBÄUDE
bak:fac_type2,RESIDENCE,Scheune=hórreo
barn,horreo,Scheune=horreo
barn,hórreo,Barriere=Block
barrier,block,Barriere=Poller
barrier,bollard,Barriere=Viehgitter
barrier,cattle_grid,Barriere=Kette
barrier,chain,Barriere=Stadtmauer
barrier,city_wall,Barriere=Fahrradbarriere
barrier,cycle_barrier,Barriere=Graben
barrier,ditch,Barriere=Einfahrt
barrier,entrance,Barriere=Zaun
barrier,fence,Barriere=Tor
barrier,gate,b Geländer=Schutzplanke
barrier,guard_rail,Handlauf=Barriere
barrier,handrail,Hecke=Barriere
barrier,hedge,Höhenbegrenzer=Barriere
barrier,height_restrictor,Bordstein=Barriere
barrier,jersey_barrier,Drehkreuz=Barriere
barrier,kerb,Schiebetor=Barriere
barrier,kissing_gate,Hohlwand=Barriere
barrier,lift_gate,Stützmauer=Barriere
barrier,log,Schiebetor=Barriere
barrier,retaining_wall,Drehtor=Barriere
barrier,sliding_gate,Mautstelle=Barriere
barrier,stile,=Drehkreuz
barrier,swing_gate,barrier=toll_booth
barrier,toll_booth,barrier=turnstile
barrier,turnstile,Mauer
barrier,wall,Pfostentor
barrier,wicket_gate,Rückhaltebecken
basin,detention,basin=infiltration
basin,infiltration,Versickerungsbecken in=retention
basin,retention,beauty=nails
beauty,nails,bench=no
bench,no,bicycle_parking=bollard
bicycle_parking,bollard,bicycle_parking=rack
bicycle_parking,rack,bicycle_parking=shed
bicycle_parking,shed,bicycle_parking=stands
bicycle_parking,stands,bicycle_parking=wall_loops
bicycle_parking,wall_loops,bicycle_rental=docking_station
bicycle_rental,docking_station,bicycle=customers
bicycle,customers,bicycle=designated
bicycle,designated,bicycle=distination
bicycle,destination,bicycle=dismount
bicycle,dismount,bicycle=no
bicycle,no,bicycle=permissive
bicycle,permissive,bicycle=private
bicycle,private,bicycle=use_sidepath
bicycle,use_sidepath,bin=no
bin,no,bmo:type=D
bmo:type,D,board_ Typ=Geschichte
board_type,history,Tafeltyp=Natur
board_type,nature,Tafeltyp=Hinweis
board_type,notice,Tafeltyp=Pflanzen
board_type,plants,Tafeltyp=Öffentlicher Verkehr
board_type,public_transport,Tafeltyp=Willkommensschild
board_type,welcome_sign,Tafeltyp=Wildtiere
board_type,wildlife,Boot=nein
boat,no,Poller=fest
bollard,fixed,Poller=klappbar
bollard,foldable,Poller=entfernbar
bollard,removable,Poller=versenkbar
bollard,rising,Motorhaube:Farbe=rot
bonnet:colour,red,Kabine=K6
booth,K6,Grenztyp=Stadt
border_type,city,Grenztyp=Landkreis
border_type,county,Grenztyp=Französien
border_type,freguesia,Grenztyp=Land
border_type,nation,Grenzname:cs=Äsko-nÄmecká státná hranice
boundary_name:cs,Česko-německá státní hranice,Grenze=administrativ
boundary,administrative,Grenze=Volkszählung
boundary,census,Grenze=Waldgebiet
boundary,forest_compartment,Grenze=Gesundheit
boundary,health,Grenze=historisch
boundary,historic,Grenze=Kommunalbehörde
boundary,local_authority,Grenze=Markierung
boundary,marker,Grenze=Ort
boundary,place,Grenze=politisch
boundary,political,Grenze=Postleitzahl
boundary,postal_code,Grenze=Schutzgebiet
boundary,protected_area,Grenze=religiöse Verwaltung Station
boundary,religious_administration,brand:en=7-Eleven
brand:en,7-Eleven,brand:en=FamilyMart
brand:en,FamilyMart,Marke:ja=ã»ãã³-ã¤ã¬ãã³
brand:ja,セブン-イレブン,Marke:ja=ãã¡ããªã¼ãã¼ã
brand:ja,ファミリーマート,Marke:ja=ããã¼ãµã¤ã¯ãªã³ã°
brand:ja,ハローサイクリング,Marke:wikidata=Q1032001
brand:wikidata,Q1032001,brand:wikipedia=de:7-Eleven
brand:wikipedia,en:7-Eleven,Marke:wikipedia=de:McDonald's
brand:wikipedia,en:McDonald's,Marke:wikipedia=de:Royal Mail
brand:wikipedia,en:Royal Mail,brand:wikipedia=ru:ÐÑÑÑÑÐ¾ÑÐºÐ°
brand:wikipedia,ru:Пятёрочка,brand:wikipedia=ru:Ozon.ru
brand:wikipedia,ru:Ozon.ru,brand=7-Eleven
brand,7-Eleven,bridge:structure=arch
bridge:structure,arch,bridge:structure=beam
bridge:structure,beam,bridge:support=pfeiler
bridge:support,pier,bridge=aquädukt
bridge,aqueduct,bridge=boardwalk
bridge,boardwalk,bridge=viadukt
bridge,viaduct,building:age=10_to_30
building:age,10_to_30,building:age=less_than_10
building:age,less_than_10,building:age=post_2000
building:age,post_2000,building:age=pre_2000
building:age,pre_2000,building:category_of_the_house=single_house
building:category_of_the_house,single_house,building:cladding=brick
building:cladding,brick,building:colour=#cccccc
building:colour,#cccccc,building:colour=#eecfaf
building:colour,#eecfaf,building:co Farbe=#FFFFFF
building:colour,#FFFFFF,Gebäude:Farbe=#ffffff
building:colour,#ffffff,Gebäude:Farbe=Beige
building:colour,beige,Gebäude:Farbe=Schwarz
building:colour,black,Gebäude:Farbe=Braun
building:colour,brown,Gebäude:Farbe=Grau
building:colour,gray,Gebäude:Farbe=Grün
building:colour,green,Gebäude:Farbe=Grau
building:colour,grey,Gebäude:Farbe=Hellgrau
building:colour,lightgrey,Gebäude:Farbe=Orange
building:colour,orange,Gebäude:Farbe=Rot
building:colour,red,Gebäude:Farbe=Weiß
building:colour,white,Gebäude:Farbe=Gelb
building:colour,yellow,Gebäude:Zustand=Durchschnittlich
building:condition,average,Gebäude:Zustand=Gut
building:condition,good,Gebäude:Zustand=Schlecht
building:condition,poor,Gebäude:Brandschutz=Nein
building:fireproof,no,Gebäude:Wohnungen=0
building:flats,0,Gebäude:Fläche=500 - 750
building:floor_area,500 - 750,Gebäude:Grundfläche=weniger_als_500
building:floor_area,less_than_500,Gebäude:Boden=Keramik
building:floor,ceramics,Gebäude:Fundamenthöhe=1
building:foundation_height,1,"Gebäude:Fundamenthöhe=1 bis 1,5"
building:foundation_height,1 to 1.5,"Gebäude:Fundamenthöhe=1 bis 1,5"
building:foundation_height,1_to_1.5,Gebäude:Fundamenthöhe=weniger_als_1
building:foundation_height,less_than_1,Gebäude:Untergrundebenen=0
building:levels:underground,0,Gebäude:Untergrundebenen=1
building:levels:underground,1,Gebäude:Untergrundebenen=2
building:levels:underground,2,Gebäude:Untergrundebenen=3
building:levels:underground,3,Gebäude:Ebenen=0
building:levels,0,Gebäude:Ebenen=1
building:levels,1,Gebäude:Material=Block
building:material,block,Gebäude:Material=Ziegel
building:material,brick,Gebäude:Material=Zementblock
building:material,cement_block,Gebäude:Material=Beton
building:material,concrete,Gebäude:Material=Betonmauerwerk Einheit
building:material,concrete masonry unit,Gebäude:Material=Trockenmauerwerk
building:material,dry_stone,Gebäude:Material=Glas
building:material,glass,Gebäude:Material=Hart
building:material,hard,Gebäude:Material=Leicht
building:material,light,Gebäude:Material=Mauerwerk
building:material,masonry,Gebäude:Material=Metall
building:material,metal,Gebäude:Material=Metallplatten
building:material,metal_plates,Gebäude:Material=Mischwerk
building:material,mixed,Gebäude:Material=Lehm
building:material,mud,Gebäude:Material=Gips
building:material,plaster,Gebäude:Material=verputzt
building:material,plastered,Gebäude:Material=Kunststoff
building:material,plastic,Gebäude:Material=Stahl
building:material,steel,Gebäude:Material=Stein
building:material,stone,Gebäude:Material=Holz
building:material,wood,Gebäude:Mindestebene=0
building:min_level,0,Gebäude:Mindestebene=1
building:min_level,1,Gebäude:Mindestebene=2
building:min_level,2,Gebäude:Eigentum=Eigentümer
building:ownership,owner,Gebäude:Teil=Wohnung nts
building:part,apartments,Gebäude:Teil=Gewerbe
building:part,commercial,Gebäude:Teil=Haus
building:part,house,Gebäude:Teil=Wohngebäude
building:part,residential,Gebäude:Teil=Einzelhandel
building:part,retail,Gebäude:Teil=Dach
building:part,roof,Gebäude:Ort=Stadt
building:place,town,Gebäude:Ort=Dorf
building:place,village,Gebäude:Dach=Beton
building:roof,concrete,Gebäude:Dach=Flachdach
building:roof,flat,Gebäude:Dach=Blechdach
building:roof,iron_sheet,Gebäude:Dach=Metalldach
building:roof,metal,Gebäude:Dach=Ziegeldach
building:roof,tile,Gebäude:Dach=Ziegel
building:roof,tiles,building:roof=tin
building:roof,tin,Gebäude:Bauart=1
building:ruian:type,1,Gebäude:Hausstand=Festbau
building:state_of_the_house,permanent,Gebäude:Struktur=Mauerwerk
building:structure,confined_masonry,Gebäude:Struktur=Verputzt
building:structure,plastered,Gebäude:Struktur=Stahlbetonmauerwerk
building:structure,reinforced_masonry,Gebäude:Typ:PL=Stadt budynku nieognioodpornego
building:type:pl,Przyziemie budynku nieognioodpornego,Gebäude:Typ:pl=Przyziemie budynku ognioodpornego
building:type:pl,Przyziemie budynku ognioodpornego,Gebäude:Einheiten=1
building:units,1,Gebäude:usage:pl=Inny niemieszkalny
building:usage:pl,Inny niemieszkalny,Gebäude:usage:pl=inny niemieszkalny
building:usage:pl,inny niemieszkalny,build:usage:pl=Inny niemieszkalny lub podziemny
building:usage:pl,Inny niemieszkalny lub podziemny,Gebäude:usage:pl=Mieszkalny
building:usage:pl,Mieszkalny,Gebäude:usage:pl=mieszkalny
building:usage:pl,mieszkalny,building:usage:pl=Transportu i ÅÄcznoÅci
building:usage:pl,Transportu i łączności,Building:usage:pl=transportu i ÅÄcznoÅci
building:usage:pl,transportu i łączności,building:usage:pl=Transportu lub ÅÄcznoÅci
building:usage:pl,Transportu lub łączności,Building:use:pl=Inny niemieszkalny
building:use:pl,Inny niemieszkalny,Gebäude:use:pl=mieszkalne
building:use:pl,mieszkalne,Gebäude:use:pl=Mieszkalny
building:use:pl,Mieszkalny,"Building:use:pl=produkcyjne, usÅugowe i gospodarcze dla rolnictwa"
building:use:pl,"produkcyjne, usługowe i gospodarcze dla rolnictwa","Building:use:pl=Produkcyjny, usÅugowy lub gospodarczy dla rolnictwa"
building:use:pl,"Produkcyjny, usługowy lub gospodarczy dla rolnictwa",Building:use:pl=Transportu i ÅÄcznoÅci
building:use:pl,Transportu i łączności,Gebäude:Nutzung=Gewerbe
building:use,commercial,Gebäude:Nutzung=Wohngebiet
building:use,residential,Gebäude:Nutzung=Wohngebiet;Industriegebiet
building:use,residential;industrial,Gebäude:Mauern=Ziegel
building:walls,brick,Gebäude=Landwirtschaftliches Gebäude
building,agricultural,Gebäude=Kleingarten
building,allotment_house,Gebäude=Wohnungen
building,apartments,Gebäude=Scheune
building,barn,Gebäude=Bootshaus
building,boathouse,Gebäude=Bungalow
building,bungalow,Gebäude=Bunker
building,bunker,Gebäude=Hütte
building,cabin,Gebäude=Carport
building,carport,Gebäude=Kapelle
building,chapel,Gebäude=Kirche
building,church,Gebäude=Öffentliches Gebäude
building,civic,Gebäude=Eingestürzt
building,collapsed,Gebäude=Hochschule
building,college,Gebäude=Gewerbegebiet
building,commercial,Gebäude=Gewerbegebiet;Wohngebiet
building,commercial;residential,Gebäude=Baustelle
building,construction,Gebäude=Container
building,container,Gebäude=Kuhstall
building,cowshed,Gebäude=Freistehend
building,detached,Gebäude=Fermenter
building,digester,Gebäude=Wohnheim
building,dormitory,Gebäude=Bauernhof
building,farm,Gebäude=Landwirtschaftliches Nebengebäude
building,farm_auxiliary,Gebäude=Feuerwache
building,fire_station,Gebäude=Garage
building,garage,Gebäude=Garagen
building,garages,Gebäude=Ger
building,ger,Gebäude=Regierungsgebäude
building,government,Gebäude=Tribüne
building,grandstand,Gebäude=Gewächshaus Gebäude=Hangar
building,greenhouse,Gebäude=Krankenhaus
building,hangar,Gebäude=Hotel
building,hospital,Gebäude=Haus
building,hotel,Gebäude=Hausboot
building,house,Gebäude=Hütte
building,houseboat,Gebäude=Industriegebäude
building,hut,Gebäude=Kindergarten
building,industrial,Gebäude=Kiosk
building,kindergarten,Gebäude=Fabrik
building,kiosk,Gebäude=Moschee
building,manufacture,Gebäude=kein
building,mosque,Gebäude=Büro
building,no,Gebäude=Nebengebäude
building,office,Gebäude=Parkplatz
building,outbuilding,Gebäude=Pavillon
building,parking,Gebäude=öffentlich
building,pavilion,Gebäude=Wohngebäude
building,public,Gebäude=Einzelhandel
building,residential,Gebäude=Dach
building,retail,Gebäude=Ruine
building,roof,Gebäude=Schule
building,ruins,Gebäude=Doppelhaushälfte
building,school,Gebäude=Dienstleistungsgebäude
building,semidetached_house,Gebäude=Schuppen
building,service,Gebäude=Silo
building,shed,Gebäude=Güllebehälter
building,silo,Gebäude=Sportzentrum
building,slurry_tank,Gebäude=Sporthalle
building,sports_centre,Gebäude=Stall
building,sports_hall,Gebäude=Stadion
building,stable,Gebäude=Wohnwagen
building,stadium,Gebäude=Stelzenhaus
building,static_caravan,Gebäude=Speichertank
building,stilt_house,Gebäude=Hof
building,storage_tank,Gebäude=Supermarkt
building,sty,Gebäude=Tempel
building,supermarket,Gebäude=Zelt
building,temple,Gebäude=Terrasse g=Toiletten
building,tent,Gebäude=Bahnhof
building,terrace,Gebäude=Umspannwerk
building,toilets,Gebäude=Verkehr
building,train_station,Gebäude=Trullin
building,transformer_tower,Gebäude=Universität
building,transportation,Gebäude=Lagerhalle
building,trullo,Bunkertyp=Munition
building,university,Bunkertyp=Sperrlager
building,warehouse,Bushaltestelle=rechts
bunker_type,munitions,Bus=vorgesehen
bunker_type,pillbox,Bus=nein
bus_bay,right,Busspur:rechts=Spur
bus,designated,Knopfbedienung=nein
bus,no,Kabel=1
busway:right,lane,Kabel=2
button_operated,no,Kabel=3
cables,1,Kabel=4
cables,2,Kabel=6
cables,3,CAI-Skala=E
cables,4,Kamera:Montage=Decke
cables,6,Kamera:Montage=Mast
cai_scale,E,Kamera:Montage=Straßenlaterne
camera:mount,ceiling,Kamera:Montage=Wand
camera:mount,pole,Kamera:Typ=Kuppel
camera:mount,street_lamp,Kamera:Typ=Fest
camera:mount,wall,Kamera:Typ=Schwenkbar
camera:type,dome,Kanal=Qanat
camera:type,fixed,Kanu=nein
camera:type,panning,Canvec:CODE=1760011
canal,qanat,Kapazität:deaktiviert=0
canoe,no,Kapazität:deaktiviert=1
canvec:CODE,1760011,Kapazität:deaktiviert=2
capacity:disabled,0,Kapazität:deaktiviert=3
capacity:disabled,1,Kapazität:deaktiviert=nein
