key,value,definition
tickets:public_transport_subscription,yes,Txartelak: Garraio publikoaren txartela = Bai
biosphärenwirt,yes,biosfera = baldin eta
lockable,no,giltzapetua = ez
locked,no,blokeatuta = ez
locked,yes,blokeatuta = bai
windings:auto,yes,harilkatzeak: automatikoa = baldin eta
pump,no,bonba = ez
pump,yes,ponpa = bai
bottle,yes,botila = bai
button_operated,no,botoia_erabiltzen = ez
button_operated,yes,botoia_erabiltzen da = bai
hearing_loop,yes,entzumen-begizta = baldin eta
horse,no,zaldi = ez
horse,yes,zaldia = bai
cabin:rental,yes,kabina:alokairua = baldin eta
atm,no,Kutxazain automatikoa = ez
atm,yes,Kutxazain automatikoa = bai
traffic_calming,no,trafikoa baretzea = ez
traffic_calming,yes,trafikoa baretu = bai
camra,yes,kamera = baldin eta
changing_table:fee,yes,etengailua: tasa = baldin eta
switch,yes,aldaketa = baldin eta
change:lanes:forward,no,aldaketa:erreiak:aurrera = ez
change:lanes:backward,no,aldaketa:erreiak:atzera = ez
change:backward,no,aldaketa: alderantziz = ez
change:forward,no,aldaketa:aurrera = ez
waterway,yes,ur-bidea = baldin eta
european_cultural_path,yes,Europako kultur ibilbidea = baldin eta
fire_path,yes,suaren bidea = baldin eta
winter_road,yes,neguko bidea = baldin eta
ice_road,yes,izotz_bidea = bai
gutter,no,kanala = ez
love_locks,yes,maitasun giltzarrapoak = baldin eta
capacity:disabled,no,gaitasuna: desgaituta = ez
capacity:disabled,yes,gaitasuna: desgaituta = bai
capacity:parent,no,edukiera: gurasoa = ez
capacity:women,no,gaitasuna: emakumeak = ez
capital,yes,kapitala = baldin eta
caravans,yes,karabanak = bai
tents,yes,dendak = bai
motorroad,no,errepidea = ez
motorroad,yes,errepidea = bai
cycleway,no,bizikleta erreia = ez
cycleway,yes,bizikleta erreia = bai
cycleway:right,no,Bizikleta erreia: eskuina = ez
cycleway:foot,no,Bizikleta bidea: oinezkoa = ez
cycleway:both,no,erreia : biak = ez
center_turn_lane,yes,erdiko biraketa-erreia = baldin eta
carriage,no,autoa = ez
golf_cart,yes,golf-gurdia = bai
fenced,yes,hesituta = baldin eta
lock,yes,itxi = bai
real_ale,yes,benetako garagardoa = bai
fireplace,yes,tximinia = bai
cyclestreet,yes,bizikleta kalea = baldin eta
moped,no,ziklomotorra = ez
moped,yes,ziklomotorra = bai
cycle_highway,yes,bizikleta erreia = baldin eta
cycleway:right:buffer,no,bizikleta erreia:eskuina:paraxoka = ez
cycleway:right:oneway,no,bizikleta erreia: eskuinean: noranzko bakarra = ez
cycleway:left,no,bizikleta erreia: ezkerra = ez
cocktails,yes,koktelak = baldin eta
fuel:diesel,yes,erregaia: diesel = bai
fuel:e10,yes,erregaia: e10 = bai
fuel:octane_95,yes,erregaia: oktano_95 = bai
fuel:octane_92,yes,erregaia: oktano_92 = bai
fuel:octane_98,yes,erregaia: oktano_98 = bai
fuel:lpg,yes,erregaia: GLP = bai
club-mate,yes,klubkide = baldin eta
bin,no,konpartimentua = ez
bin,yes,konpartimentua = bai
share_taxi,yes,taxi_partekatu = bai
communication:mobile_phone,yes,komunikazioa: telefono_mugikorra = bai
construction,yes,eraikuntza = baldin eta
consulate,yes,kontsulatua = baldin eta
cutting,yes,moztu = bai
cosmha,yes,kosma = bai
crossing,no,zeharkaldia = ez
crossing:island,no,zeharkaldia: uhartea = ez
crossing:island,yes,zeharkaldia: uhartea = bai
crossing:light,no,zeharkaldia: argia = ez
crossing:light,yes,zeharkaldia: argia = bai
crossing:barrier,no,zeharkaldia:hesi = ez
crossing:bell,no,gurutze:kanpaia = ez
crossing:bell,yes,gurutze:kanpaia = bai
crossing:saltire,yes,gurutze:jauzi = bai
covered,no,estalita = ez
covered,yes,estalita = bai
healthcare,yes,osasun-laguntza = bai
crop,no,laborantza = ez
crop,yes,laborantza = baldin eta
summit:cross,yes,gailurra: gurutzea = baldin eta
smoking,no,ez erretzea
smoking,yes,erretzea = bai
tidal,no,marea = ez
tidal,yes,marea = bai
oneway,no,esku bakarrarekin = ez
oneway,yes,esku bakarrarekin = bai
demolished,yes,eraitsia = baldin eta
demolished:building,yes,eraitsia: eraikina = bai
destroyed,yes,suntsitua = baldin eta
dibavod:needs:review,yes,dibavod:beharrak:berrikuspena = bai
diet:kosher,yes,dieta: kosher = baldin eta
diet:vegan,yes,dieta: beganoa = bai
diet:vegetarian,yes,dieta: begetarianoa = bai
diet:meat,yes,dieta:haragia = baldin eta
addr:nostreet,yes,helbidea: kalerik ez = bai
design:incomplete,yes,diseinua: osatu gabea = bai
dispensing,no,banaketa = ez
dispensing,yes,banaketa = bai
two_sided,yes,bi aurpegi = baldin eta
building,no,eraikina = ez
building:fireproof,no,eraikina: suaren aurkakoa = ez
building:fireproof,yes,eraikina: suaren aurkakoa = bai
building:prefabricated,yes,eraikina: aurrefabrikatua = baldin eta
building:part,yes,eraikina:zati = bai
building:use:parking,yes,eraikina:erabilera:aparkalekua = bai
building:use:residential,yes,eraikina:erabilera:etxebizitza = bai
edit_group,yes,editatu taldea = baldin eta
ephemeral,yes,iragankorra = bai
electricity,yes,elektrizitatea = baldin eta
electrified,no,elektrifikatua = ez
removed:building,yes,kenduta: eraikina = bai
embassy,yes,enbaxada = baldin eta
ship,no,Ontzia = ez
emergency,no,larrialdi = ez
emergency,yes,larrialdi = bai
disused,yes,zaharkitua = bai
disused:shop,yes,zaharkitua: gorde = bai
entrance,no,sarrera = ez
entrance,yes,sarrera = bai
delivery,no,entrega = ez
delivery,yes,entrega = bai
was:building,yes,zen: eraikina = bai
is_sidepath,yes,es_sidepath = bai
ladder,yes,eskailera = baldin eta
baby_hatch,yes,haurtxoaren eklosioa = baldin eta
school:selective,no,eskola: selektiboa = ez
school:selective,yes,eskola: selektiboa = baldin eta
esperanto,yes,Esperanto = baldin eta
ski,no,eskiatzea = ez
ski,yes,eskiatzea = bai
signal_station,yes,seinale-estazioa = baldin eta
seasonal,no,sasoikoa = ez
seasonal,yes,sasoikoa = bai
parking,no,aparkalekua = ez
parking,yes,aparkalekua = baldin eta
parking:right,no,aparkalekua: eskuinera = ez
parking:left,no,Aparkalekua: Ezkerra = Ez
parking:both,no,aparkalekua: biak = ez
parking:both:staggered,yes,aparkalekua:biak:mailakatua = baldin eta
parking:lane:both,no,aparkalekua:erreia:biak = ez
estuary,yes,estuarioa = baldin eta
fdot:sis,yes,fdot : arreba = bai
female,yes,femeninoa = bai
railway:preserved,yes,trenbidea: kontserbatua = bai
railway:milestone:catenary_mast,no,trenbidea: mugarri: katenary_mast = ez
railway:milestone:catenary_mast,yes,trenbidea: mugarri: katenaria_masta = bai
railway:lzb,no,trenbidea: lzb = ez
railway:lzb,yes,trenbidea: lzb = bai
railway:scmt,yes,trenbidea: scmt = bai
railway:ballastless,no,trenbidea: balastorik gabe = ez
railway:atb,no,trenbidea:atb = ez
railway:atb,yes,trenbidea:atb = bai
railway:atc,yes,trenbidea: atc = bai
railway:etcs,no,"trenbidea, etab. = ez"
railway:gnt,no,trenbidea:gnt = ez
railway:milestone:emergency_brake_override,no,trenbidea:mugarria:larrialdi_balazta_gainjartzea = ez
railway:switch:electric,no,trenbidea: etengailu elektrikoa = ez
railway:switch:electric,yes,trenbidea: etengailua: elektrikoa = bai
railway:kvb,yes,trenbidea:kvb = bai
railway:ls,no,trenbidea:ls = ez
railway:local_operated,no,trenbidea:bertako_eragiketa = ez
railway:local_operated,yes,trenbidea:bertako_eragiketa = bai
railway:pzb,no,trenbidea:pzb = ez
railway:pzb,yes,trenbidea:pzb = bai
railway:tbl,no,trenbidea:tbl = ez
physically_present,no,fisikoki presente = ez
floating,yes,puntu mugikorra = bai
FMMP_modified,no,FMMP_modified = ez
FMMP_reviewed,no,FMMP_berrikusia = ez
kerb,no,balazta = ez
kerb,yes,balazta = bai
frontage_road,yes,errepide bazterra = bai
power_supply,yes,energia hornidura = bai
backup_generator,no,babeskopia_sortzailea = ez
generator:output:electricity,yes,sorgailua:irteera:elektrizitatea = bai
room,yes,gela = baldin eta
flour_fortified,no,irina aberastua = ez
heritage,yes,herentzia = bai
hgv:state_network,yes,astun-ibilgailua : egoera_gorria = bai
hgv:national_network,yes,hgv:red_nacional = bai
fire_hydrant:pressure,yes,sute_hidrant:presioa = bai
historic,no,historikoa = ez
historic,yes,historikoa = bai
shoulder,no,sorbalda = ez
shoulder,yes,sorbalda = bai
shoulder:right,yes,sorbalda: eskuina = bai
opening_hours:signed,no,ordutegia:sinatuta = ez
collection_times:signed,no,orduak : sinatua = ez
hov,yes,hov = baldin eta
oneway:bus,no,irteera: autobusa = ez
oneway:bicycle,no,ida: bizikleta = ez
oneway:bicycle,yes,noranzko bakarra: bizikleta = bai
oneway:motorcycle,no,ida: motozikleta = ez
lit,no,argiztatuta = ez
lit,yes,argiztatuta = bai
implicit,yes,inplizitua = bai
import,yes,inportatu = bai
informal,yes,informala = bai
indoor,no,barnealdea = ez
indoor,yes,barnealdea = bai
intermittent,no,tarteka = ez
intermittent,yes,tarteka = bai
internet_access:fee,no,internet_access:tarifa = ez
irrigation,yes,ureztatzea = baldin eta
irrigated,no,ureztatua = ez
irrigated,yes,ureztatua = baldin eta
jetski:rental,yes,jetski:alokairua = baldin eta
karst,yes,karst = baldin eta
working,yes,enplegua = bai
LandPro08:reviewed,no,LandPro08:berrikusia = ez
lcn,yes,lcn = bai
localizer,yes,lokalizatzailea = baldin eta
lottery,yes,loteria = baldin eta
place_of_mourning,yes,dolu lekua = baldin eta
passing_places,no,igarobide guneak = ez
passing_places,yes,pasabideak = baldin eta
luminous,no,argitsua = ez
forklift,no,altxatzeko makina = ez
forklift,yes,altxatzeko makina = baldin eta
seamark:radar_reflector,no,itsas marka: radar islatzailea = ez
seamark:radar_reflector,yes,itsas marka: radar islatzailea = baldin eta
seamark:fog_signal,yes,itsas marka: laino seinalea = baldin eta
lane_markings,no,errei_markak = ez
lane_markings,yes,errei_markaketak = bai
maritime,yes,itsas = bai
male,yes,maskulinoa = bai
hazmat,no,material arriskutsuak = ez
maxspeed,no,abiadura maximoa = ez
wholesale,no,handizkaria = Ez
wholesale,yes,handizkaria = Bai
mechanical,yes,mekanikaria = bai
median,no,mediana = ez
bench,no,lan-mahaia = ez
bench,yes,lan-mahaia = bai
changing_table,no,aldatzeko mahaia = ez
changing_table,yes,pixoihalak aldatzeko mahaia = bai
microbrewery,yes,mikrogaragardotegia = baldin eta
military,yes,militarra = baldin eta
mofa,no,iseka = ez
mofa,yes,iseka = bai
currency:EUR,yes,moneta: euroa = bai
memorial,yes,monumentu = baldin eta
motorcycle:rental,yes,motozikleta:alokairua = bai
motorcycle,no,motozikleta = ez
motorcycle,yes,motozikleta = bai
motorcycle:tyres,yes,Motozikleta: Pneumatikoak = Bai
motorcycle:repair,yes,Motozikleta: Konponketa = Bai
motorcycle:theme,yes,motozikleta: gaia = baldin eta
motorcycle:clothes,yes,motozikleta:arropa = baldin eta
motorcycle:sales,yes,motozikleta:salmentak = baldin eta
snowmobile,no,elur-motozikleta = ez
snowmobile,yes,elur-motoa = bai
motorboat,no,motorra = ez
motorboat,yes,motorra = bai
naptan:verified,no,naptan : egiaztatuta = ez
naptan:verified,yes,naptan : egiaztatuta = bai
natural,yes,naturala = baldin eta
nonsquare,yes,ez karratua = baldin eta
unsigned,yes,sinatu gabe = bai
name:signed,no,izena: sinatua = ez
noref,yes,noref = bai
ocean,yes,Ozeanoa = bai
office,yes,bulegoa = bai
osmarender:render,no,osmarender:errendatu = ez
osmarender:renderRef,no,osmarender:renderRef = ez
osmarender:renderName,no,osmarender:representName = ez
payment:cash,no,Eskudirutan ordaintzea = ez
payment:cash,yes,Eskudirutan ordaintzea = bai
payment:american_express,yes,ordainketa: american_express = bai
payment:jcb,yes,ordainketa: jcb = bai
payment:contactless,yes,Ordainketa: Kontakturik gabe = Bai
payment:cards,yes,Ordainketa: Txartelak = Bai
payment:visa_debit,yes,ordainketa: visa_debit = bai
payment:visa_electron,yes,ordainketa: visa_electron = bai
payment:credit_cards,no,ordainketa: kreditu_txartelak = ez
payment:credit_cards,yes,ordainketa: kreditu_txartelak = bai
payment:discover_card,yes,ordainketa: discover_card = bai
payment:diners_club,yes,ordainketa: diners_club = bai
payment:ep_easycard,yes,ordainketa: ep_easycard = bai
payment:ep_ipass,yes,ordainketa:ep_ipass = bai
payment:girocard,yes,ordainketa:girocard = bai
payment:maestro,yes,ordainketa: maisua = bai
payment:mastercard,yes,ordainketa: mastercard = bai
payment:coins,yes,ordainketa: txanponak = bai
payment:notes,yes,ordainketa: oharrak = bai
payment:debit_cards,no,ordainketa: zordunketa_txartelak = ez
payment:debit_cards,yes,ordainketa: zordunketa_txartelak = bai
payment:telephone_cards,yes,ordainketa: telefono_txartelak = bai
payment:visa,yes,ordainketa: visa = bai
passenger_information_display,no,bidaiarien_informazio_pantaila = ez
passenger_information_display,yes,bidaiarien_informazio_pantaila = bai
recycling:paper,yes,paper birziklatua = bai
parcel_mail_in,yes,mail_package_in = bai
wall,no,horma = ez
wall,yes,horma = bai
playground,yes,jolastokia = bai
motorcycle:parts,yes,motozikleta piezak = baldin eta
passenger,no,bidaiaria = ez
passenger,yes,bidaiaria = baldin eta
handrail:right,yes,baranda: eskuina = bai
handrail:left,yes,baranda: ezkerra = bai
stroller,yes,oinezko = bai
park_ride,no,Parkeko paseoa = ez
park_ride,yes,Parkeko paseoa = bai
flat_steps,yes,urrats lauak = baldin eta
tactile_paving,no,ukitu_espaloia = ez
tactile_paving,yes,ukipen_espaloia = bai
toll,no,bidesaria = ez
toll,yes,bidesaria = bai
toll:bus,yes,bidesaria: autobusa = bai
toll:designated,yes,bidesaria: izendatua = baldin eta
toll:hgv,yes,bidesaria: ibilgailu astunak = bai
toll:N3,yes,bidesaria: N3 = bai
glideslope,yes,plangintza-malda = baldin eta
pilgrimage,yes,erromesaldia = baldin eta
dog,no,txakurra = ez
dog,yes,txakurra = bai
maxweight:signed,no,Gehienezko pisua: zeinua = ez
foot,no,oina = ez
foot,yes,oina = bai
trailblazed,yes,aitzindaria = bai
swimming_pool,yes,igerilekua = baldin eta
piste:oneway,yes,pista: joan = bai
plant:output:electricity,yes,landare:produktua:elektrizitatea = bai
nest_platform,yes,habia plataforma = baldin eta
police,yes,polizia = baldin eta
pole,no,polo = ez
handrail,no,parapetoa = ez
handrail,yes,parapetoa = bai
flood_prone,no,uholdeetarako joera = ez
flood_prone,yes,uholdeetarako joera = bai
hazard_prone,yes,arriskuetarako joera = baldin eta
protected,yes,babestuta = bai
project:eurosha_2012,yes,proiektua:eurosha_2012 = bai
project:mappingforniger,yes,proiektua:mappingforniger = bai
psv,no,psv = ez
psv,yes,psv = bai
bridge,no,zubia = ez
bridge,yes,zubia = bai
door,yes,atea = bai
harbour,yes,portua = baldin eta
mountain_pass,yes,Mendi-mendatea = bai
assembly_point:tornado,yes,Bilgunea: tornado = baldin eta
assembly_point:fire,yes,topagunea : sua = baldin eta
assembly_point:flood,yes,topagunea : uholdea = baldin eta
assembly_point:earthquake,yes,topagunea : lurrikara = baldin eta
assembly_point:tsunami,yes,Bilgunea : tsunami = baldin eta
survey_point:datum_aligned,no,puntua : datu lerrokatua = ez
survey_point:datum_aligned,yes,puntua : datua lerrokatuta = baldin eta
reference_point,yes,erreferentzia puntua = baldin eta
assembly_point:landslide,yes,Bilgunea: luizia = baldin eta
triangulation_point,yes,triangelazio_puntua = bai
snowplowing,yes,elurra kentzea = bai
takeaway,yes,kendu = bai
ramp,no,arrapala = ez
ramp,yes,arrapala = bai
ramp:bicycle,yes,arrapala:bizikleta = bai
ramp:stroller,yes,arrapala:gurditxoa = bai
ramsar,yes,Ramsar = baldin eta
trail_visibility,no,trace_visibility = ez
rcn,yes,rcn = bai
refitted,yes,berritua = baldin eta
recycling:waste,yes,hondakinen birziklapena = bai
recycling:cans,yes,birziklatzea: latak = bai
recycling:plastic_bottles,yes,birziklatzea:plastiko_botilak = bai
recycling:glass_bottles,yes,birziklatzea: beira_botilak = bai
recycling:cardboard,yes,birziklatzea: kartoia = bai
recycling:scrap_metal,yes,birziklatzea: txatarra_metala = bai
recycling:green_waste,yes,birziklatzea: hondakin_berdeak = bai
recycling:paper_packaging,yes,birziklatzea:ontziratzeko_papera = bai
recycling:batteries,yes,birziklatzea: bateriak = bai
recycling:plastic_packaging,yes,birziklatzea:plastiko_ontziak = bai
recycling:plastic,yes,birziklatzea: plastikoa = bai
recycling:clothes,yes,birziklatzea: arropa = bai
recycling:glass,no,birziklatzea: beira = ez
recycling:glass,yes,birziklatzea: beira = bai
recycling:shoes,yes,birziklatzea: oinetakoak = bai
parcel_pickup,yes,pakete_bilduma = bai
rednap:nodo,no,rednap : nodo = ez
refrigerated,yes,hozkailuan = baldin eta
refugee,yes,errefuxiatu = baldin eta
shelter,no,aterpe = ez
shelter,yes,aterpea = bai
animal_shelter:sanctuary,yes,animalien aterpea: santutegia = baldin eta
reclaimed,yes,birsortu = baldin eta
repair,yes,konponketa = baldin eta
reservation,yes,erreserba = bai
backrest,no,babeskopia = ez
backrest,yes,babeskopia = bai
ruins,yes,hondarrak = bai
review,no,berrikuspena = ez
review_requested,yes,berrikuspena eskatua = baldin eta
salt,no,gatza = ez
salt,yes,gatza = bai
exit,yes,irteera = bai
departures_board,no,irteerak itsasontzian = ez
departures_board,yes,irteerak itsasontzian = bai
second_hand,yes,bigarren eskuko = bai
traffic_sign,yes,trafiko seinalea = bai
traffic_signals:sound,no,trafiko_seinaleak:soinua = ez
traffic_signals:sound,yes,trafiko_seinaleak:soinua = bai
traffic_signals:vibration,no,trafiko_seinaleak:bibrazioa = ez
traffic_signals:vibration,yes,trafiko_seinaleak:bibrazioa = bai
footway,yes,bidea = baldin eta
hiking,yes,mendi-ibiliak = bai
drive_through,no,auto-zerbitzua = ez
drive_through,yes,Auto-zerbitzua = bai
NHS,yes,Osasun Zerbitzu Nazionala = bai
winter_service,no,negu_zerbitzua = ez
winter_service,yes,negu_zerbitzua = bai
service:bicycle:repair,yes,zerbitzua:bizikleta:konponketa = bai
service:vehicle:tyres,yes,zerbitzua:ibilgailua:pneumatikoak = bai
pseudo,yes,pseudo = baldin eta
real_cider,yes,benetako sagardoa = bai
wheelchair,no,gurpil-aulkia = ez
wheelchair,yes,gurpil-aulkia = bai
wheelchair,yes,gurpil-aulkia = bai
wheelchair,no,gurpil-aulkia = ez
noaddress,yes,norabiderik ez = bai
noname,yes,izenik ez = bai
nohousenumber,yes,etxe zenbakirik ez = bai
noexit,no,Irteerarik ez = ez
noexit,yes,Irteerarik ez = bai
medical_system:western,yes,sistema medikoa : mendebaldekoa = bai
request_stop,yes,gelditzeko eskaera = baldin eta
4wd_only,yes,4x4 bakarrik = bai
source_type_imagery,yes,iturri_mota_irudiak = bai
substation,yes,azpiestazioa = baldin eta
submarine,yes,itsaspekoa = baldin eta
subway,yes,lurpekoa = bai
supervised,no,gainbegiratua = ez
supervised,yes,gainbegiratua = bai
fee,no,tasa = ez
fee,yes,tasa = bai
taxi,yes,taxi = bai
jeepney,yes,taxi partekatua = baldin eta
roof:downpipe,no,teilatua: beheranzko hodia = ez
embankment,yes,lubakia = bai
shop,no,denda = ez
shop,yes,denda = bai
typhoon:damage,yes,tifoia: kaltea = bai
typhoon:reviewed,yes,tifoia:berrikusia = bai
tiger:separated,no,tigrea: bereizita = ez
tiger:reviewed,no,tigre:berrikusita = ez
tiger:reviewed,yes,tigrea:berrikusita = bai
triple_tower,yes,hirukoitz_dorrea = bai
transformer,yes,transformadorea = baldin eta
radio_transponder:AIS,yes,irrati-transponderra: AIS = baldin eta
ferry,no,garraioa = ez
ferry,yes,garraioa = bai
conveying,yes,garraioa = bai
tram,yes,tranbia = bai
backcountry,yes,bidaia = bai
train,no,trena = ez
train,yes,trena = bai
light_rail,yes,Tren arina = bai
trolleybus,yes,trolebusa = bai
trolley_wire,yes,gurditxo_haria = bai
tunnel,no,tunela = ez
tunnel,yes,tunela = bai
tourism,yes,turismoa = baldin eta
location:transition,yes,kokapena: trantsizioa = bai
building,yes,"Eraikina teilatua eta hormak dituen egitura iraunkorra da, hainbat helburutarako erabiltzen dena | eraikina = bai"
oneway:moped,no,norabide bakarrekoa: ziklomotorra = ez
oneway:psv,no,norabide bakarrekoa: psv = ez
oneway:mofa,no,norabide bakarrekoa: iseka = ez
junction,yes,sindikatua = bai
unisex,yes,unisex = bai
landuse,yes,lurzoruaren erabilera = baldin eta
ford,yes,ford = bai
vehicle,no,ibilgailua = ez
vehicle,yes,ibilgailua = bai
motor_vehicle,no,Ibilgailu motorduna = ez
motor_vehicle,yes,Ibilgailu motorduna = bai
sailing:tours,yes,sail:excursions = if
maxspeed:variable,yes,abiadura maximoa : aldakorra = bai
street_vendor,yes,kaleko saltzailea = baldin eta
hgv,no,vhg = ez
hgv,yes,vhg = bai
roundtrip,no,joan-etorriko bidaia = ez
roundtrip,yes,joan-etorriko bidaia = bai
living_street,yes,kalean bizitzea = bai
area:highway,yes,zona:errepidea = bai
addr:contact,yes,helbidea:kontaktua =bai
air_conditioning,no,aire_egokitua = ez
armrest,no,beso-euskarriak=ez
armrest,yes,beso-euskarriak=bai
authentication:app,yes,autentifikazioa: aplikazioa = bai
authentication:contactless,yes,autentifikazioa: kontakturik gabekoa = bai
automated,no,automatizatua=ez
bar,yes,barra=bai
barrier:keypad,yes,barrera: teklatua = bai
canoe,no,kanoa=ez
canoe,yes,kanoa=bai
caravans,no,karabanak=ez
cash_in,no,cash_deposit = ez
cash_in,yes,diru-gordailua =bai
centre_turn_lane,yes,erdiko_bira_erreia =bai
club,yes,kluba=bai
communication:lte,yes,komunikazioa: lte = bai
communication:microwave,yes,komunikazioa: mikrouhinak = bai
communication:radio,yes,komunikazioa: irratia = bai
complete,yes,osatuta=bai
crossing:markings,no,gurutzaketa: markak = ez
crossing:markings,yes,zeharkaldia: markak = bai
crossing:signals,no,zeharkaldia:seinaleak =ez
crossing:signals,yes,gurutzaketa:seinaleak =bai
currency:USD,yes,moneta: USD = bai
currency:XBT,yes,moneta: XBT = bai
cycleway:both:buffer,no,erreia : biak: babes-eremua=ez
cycleway:left:oneway,no,erreia : ezkerrean: noranzko bakarra = ez
cycleway:right:buffer,yes,erreia : eskuinean: babes-eremua=bai
cycleway:right:oneway,yes,erreia : eskuinean: noranzko bakarra = bai
cycleway:right:segregated,no,erreia : eskuinekoa: bereizia = ez
destroyed:building,yes,"eraikin suntsitua=bai, hala da"
diet:halal,no,dieta: halal = ez
diet:halal,yes,dieta: halal = bai
diet:kosher,no,dieta: kosher = ez
diet:vegan,no,dieta: beganoa = ez
door,no,atea=ez
female,no,emakumea=ez
fire_hydrant:diameter:signed,no,hidrantea:diametroa:signatua =ez
fixme,yes,prestatu = bai
flashing_lights,no,argi keinukariak = ez
floating,no,flotatzailea=ez
fuel:GTL_diesel,yes,erregaia: diesel_GTL = bai
fuel:octane_91,yes,erregaia: oktano_91 = bai
generator:solar:tracking,no,sorgailua: eguzki-energia: jarraipena = ez
geometry:reviewed,no,geometria:berrikusia =ez
grande_circulation,yes,zirkulazio_handia =bai
hgv:national_network,no,ask.: red_nacional =ez
indoor_seating,no,barnealdea atting = ez
informal,no,informala=ez
internet_access:fee,yes,internet_access:quota =bai
language:en,yes,hizkuntza:ing =bai
LINZ:reviewed,no,LINZ:berrikusia =ez
lockable,yes,blokeoarekin =bai
luminous,yes,argitsua=bai
magic_wand,yes,magia_makila =bai
marker,yes,markatzailea=bai
maxheight:signed,no,gehienezko_altuera:sinadurarekin =ez
maxstay,no,egonaldi_maximoa = ez
monitoring:water_level,yes,monitorizazioa: uraren_maila = bai
monitoring:weather,yes,monitorizazioa: klima = bai
obstacle:parking,yes,oztopoa: aparkalekua = bai
offshore,yes,itsaso_handian =bai
organic,yes,organikoa=bai
overtaking:hgv,no,aurreratzea: astun ibilgailua = ez
parking:both,yes,aparkalekua: biak = bai
parking:both:fee,no,aparkalekua:biak:kuota =ez
parking:fee,no,aparkalekua: ordaindu behar da = ez
parking:left,yes,aparkalekua: ezkerra = bai
parking:left:fee,no,aparkalekua:ezkerra:ordaina =ez
parking:right,yes,aparkalekua:eskuinean =bai
parking:right:fee,no,aparkalekua:eskuina:ordaina =ez
payment:app,yes,ordainketa: aplikazioa = bai
payment:apple_pay,yes,ordainketa: apple_pay = bai
payment:cards,no,ordainketa: txartelak = ez
payment:cryptocurrencies,no,ordainketa: kriptografia-kriptografiak = ez
payment:google_pay,yes,ordainketa: google_pay = bai
payment:lightning,yes,ordainketa: tximista = bai
payment:notes,no,ordainketa: oharrak = ez
payment:onchain,yes,ordainketa: onchain = bai
