key,value,definition
amenity,car_pooling,erosotasuna/zerbitzua = autoa_partekatzea
amenity,car_rental,Zerbitzua/Erosotasuna = Autoen alokairua
amenity,car_repair,Zerbitzua/Erosotasuna = Autoen konponketa
amenity,car_sharing,Zerbitzua/Erosotasuna = Autoak partekatzea
amenity,car_wash,erosotasuna/zerbitzua = auto-garbigailua
amenity,carpet_washing,erosotasuna/zerbitzua = alfonbra garbiketa
amenity,carwash,erosotasuna/zerbitzua = auto-garbigailua
amenity,casino,erosotasuna/zerbitzua = kasinoa
amenity,chair,erosotasuna/zerbitzua = aulkia
amenity,changing_room,erosotasuna/zerbitzua = aldagela
amenity,charging_station,Zerbitzua/Erosotasuna = Kargatzeko estazioa
amenity,charging_station/Tesla_Motors,Zerbitzua/Erosotasuna = Kargatzeko estazioa/Tesla Motors
amenity,checkpoint,Zerbitzua/erosotasuna = kontrola
amenity,childcare,erosotasuna/zerbitzua = haurtzaindegia
amenity,cinema,erosotasuna/zerbitzua = zinema
amenity,citymap_post,erosotasuna/zerbitzua = hiriko maparen argitalpena
amenity,clinic,zerbitzu/zerbitzu = klinika
amenity,cloakroom,erosotasuna/zerbitzua = komun-zerbitzua
amenity,clock,erosotasuna/zerbitzua = erlojua
amenity,clothes_dryer,erosotasuna/zerbitzua = arropa-lehorgailua
amenity,club,erosotasuna/zerbitzua = kluba
amenity,clubhouse,erosotasuna/zerbitzua = klub-etxea
amenity,coast_guard,erosotasuna/zerbitzua = kostaldeko guardia
amenity,coast_radar_station,Zerbitzua/Erosotasuna = Kostaldeko Radar Estazioa
amenity,college,Zerbitzua/erosotasuna = lankidea
amenity,community_centre,zerbitzu/zerbitzua = Komunitate Zentroa
amenity,compressed_air,erosotasuna/zerbitzua = aire konprimatua
amenity,concert_hall,erosotasuna/zerbitzua = kontzertu-aretoa
amenity,concession_stand,erosotasuna/zerbitzua = janari postua
amenity,conference_centre,erosotasuna/zerbitzua = konferentzia zentroa
amenity,consulate,erosotasuna/zerbitzua = kontsulatua
amenity,convention_centre,Zerbitzua/Erosotasuna = Konbentzio Zentroa
amenity,courier,Zerbitzua/erosotasuna = mezularia
amenity,courthouse,erosotasuna/zerbitzua = epaitegia
amenity,coworking_space,Zerbitzua/zerbitzua = lankidetza-espazioa
amenity,crematorium,erosotasuna/zerbitzua = krematorioa
amenity,crematory,erosotasuna/zerbitzua = krematorioa
amenity,crucifix,erosotasuna/zerbitzua = gurutziltzaketa
amenity,crypt,erosotasuna/zerbitzua = kripta
amenity,culture_center,Zerbitzua/Erosotasuna = Kultur Zentroa
amenity,customs,erosotasuna/zerbitzua = ohiturak
amenity,dancing_school,erosotasuna/zerbitzua = dantza eskola
amenity,dead_pub,Zerbitzua/erosotasuna = taberna hila
amenity,dentist,erosotasuna/zerbitzua = dentista
amenity,device_charging_station,Zerbitzua/Erosotasuna = Gailua kargatzeko estazioa
amenity,disused,erosotasuna/zerbitzua = zaharkitua
amenity,dive_centre,erosotasuna/zerbitzua = urpekaritza_zentroa
amenity,doctor,erosotasuna/zerbitzua = medikua
amenity,doctors,Zerbitzua/erosotasuna = medikuak
amenity,dog_bin,Zerbitzua/Erosotasuna = Txakurren gorotz-ontzia
amenity,dog_parking,Zerbitzua/Erosotasuna = Txakurren aparkalekua
amenity,dog_toilet,erosotasuna/zerbitzua = txakurrentzako komuna
amenity,dog_waste_bin,Zerbitzua/Erosotasuna = Txakurren gorotz-ontzia
amenity,dojo,erosotasuna/zerbitzua = dojo
amenity,donation,erosotasuna/zerbitzua = dohaintza
amenity,dormitory,erosotasuna/zerbitzua = logela
amenity,dressing_room,erosotasuna/zerbitzua = Aldagela
amenity,drinking_water,erosotasuna/zerbitzua = edateko ura
amenity,driver_training,erosotasuna/zerbitzua = gidarien_prestakuntza
amenity,driver_training_area,Zerbitzua/Erosotasuna = Gidarien Prestakuntza Eremua
amenity,driving_school,Zerbitzua/Erosotasuna = Gidatze Eskola
amenity,dryer,erosotasuna/zerbitzua = lehorgailua
amenity,education,Zerbitzua/erosotasuna = hezkuntza
amenity,embassy,erosotasuna/zerbitzua = enbaxada
amenity,emergency_phone,Zerbitzua/Erosotasuna = Larrialdietako telefonoa
amenity,emergency_service,zerbitzu/erosotasuna = larrialdi zerbitzua
amenity,ev_charging,erosotasuna/zerbitzua = ibilgailu elektrikoaren karga
amenity,events_centre,erosotasuna/zerbitzua = ekitaldi-zentroa
amenity,events_venue,erosotasuna/zerbitzua = ekitaldien_lekua
amenity,exercise_point,erosotasuna/zerbitzua = ariketa puntua
amenity,exhibition_centre,erosotasuna/zerbitzua = erakusketa-zentroa
amenity,fab_lab,Erosotasuna/Zerbitzua = Laborategi bikaina
amenity,fast_food,Zerbitzua/erosotasuna = janari azkarra
amenity,feeding_place,erosotasuna/zerbitzua = jateko_lekua
amenity,ferry_terminal,Zerbitzua/erosotasuna = ferry terminala
amenity,festival_grounds,erosotasuna/zerbitzua = jaialdiaren eremua
amenity,financial_advice,Zerbitzua/erosotasuna = aholkularitza ekonomikoa
amenity,fire_hydrant,zerbitzu/erosotasuna = suteen hidrantea
amenity,fire_station,zerbitzu/zerbitzua = suhiltzaileen parkea
amenity,first_aid,erosotasuna/zerbitzua = lehen sorospenak
amenity,firstaid,erosotasuna/zerbitzua = lehen sorospenak
amenity,fish_spa,erosotasuna/zerbitzua = arrain-spa
amenity,fitness_station,erosotasuna/zerbitzua = fitness gunea
amenity,flight_school,erosotasuna/zerbitzua = hegaldi eskola
amenity,food_court,Zerbitzua/Erosotasuna = Janari-gunea
amenity,food_sharing,erosotasuna/zerbitzua = janaria partekatzea
amenity,foot_shower,erosotasuna/zerbitzua = oin-dutxa
amenity,fountain,erosotasuna/zerbitzua = iturria
amenity,freeshop,Zerbitzua/erosotasuna = doako erosketa
amenity,fridge,erosotasuna/zerbitzua = hozkailua
amenity,fuel,Zerbitzua/erosotasuna = erregaia
amenity,funeral_hall,erosotasuna/zerbitzua = hileta_gela
amenity,gambling,erosotasuna/zerbitzua = jokoa
amenity,game_feeding,erosotasuna/zerbitzua = ehiza_janaria
amenity,garages,erosotasuna/zerbitzua = garajeak
amenity,give_box,Zerbitzua/erosotasuna = kutxazainari eman
amenity,grave_yard,zerbitzu/zerbitzu = hilerria
amenity,grit_bin,erosotasuna/zerbitzua = grit_bin
amenity,gym,erosotasuna/zerbitzua = gimnasia
amenity,gym_(Don't_use),erosotasuna/zerbitzua = gimnasioa (ez erabili)
amenity,health_post,zerbitzu/zerbitzua = osasun_gunea
amenity,hitching_post,erosotasuna/zerbitzua = kako-postea
amenity,hookah_lounge,erosotasuna/zerbitzua = hookah lounge
amenity,horse_parking,erosotasuna/zerbitzua = zaldientzako aparkalekua
amenity,hospice,erosotasuna/zerbitzua = hospizio
amenity,hospital,"Ospitalea osasun-laguntza integrala, larrialdietako tratamendua eta zerbitzu mediko espezializatuak eskaintzen dituen instalazio medikoa da | zerbitzu/zerbitzua = ospitalea"
amenity,hunting_stand,erosotasuna/zerbitzua = ehiza_postua
amenity,hydrant,erosotasuna/zerbitzua = ur-irteera
amenity,ice_cream,erosotasuna/zerbitzua = izozkia
amenity,internet_cafe,Zerbitzua/Erosotasuna = Ziberkafetegia
amenity,jobcentre,erosotasuna/zerbitzua = lantokia
amenity,juice_bar,Zerbitzua/Erosotasuna = Zuku-taberna
amenity,karaoke_box,erosotasuna/zerbitzua = karaoke_kutxa
amenity,kick-scooter_rental,erosotasuna/zerbitzua = scooter alokairua
amenity,kindergarten,erosotasuna/zerbitzua = haurtzaindegia
amenity,kiosk,erosotasuna/zerbitzua = kiosko
amenity,kitchen,erosotasuna/zerbitzua = sukaldea
amenity,kneipp_water_cure,erosotasuna/zerbitzua = kneipp_ur_sendabidea
amenity,Kneippbecken,Erosotasuna/Zerbitzua = Kneippbecken
amenity,language_school,Zerbitzua/zerbitzua = hizkuntza eskola
amenity,lavoir,erosotasuna/zerbitzua = lavoir
amenity,letter_box,erosotasuna/zerbitzua = postontzia
amenity,library,zerbitzu/zerbitzu = liburutegi
amenity,library_dropoff,Zerbitzua/erosotasuna = liburutegiko entrega
amenity,life_ring,erosotasuna/zerbitzua = bizitzaren eraztuna
amenity,lifeboat_station,erosotasuna/zerbitzua = erreskate-ontziaren estazioa
amenity,loading_dock,erosotasuna/zerbitzua = kargatzeko_kaia
amenity,locker,erosotasuna/zerbitzua = armairua
amenity,lost_property_office,erosotasuna/zerbitzua = galdutako eta aurkitutako gauzen bulegoa
amenity,lounger,erosotasuna/zerbitzua = alferra
amenity,love_hotel,"Zerbitzua/erosotasuna = Putaetxea, orduko gelak"
amenity,luggage_locker,erosotasuna/zerbitzua = ekipajearen armairua
amenity,mailroom,erosotasuna/zerbitzua = posta-gela
amenity,marae,erosotasuna/zerbitzua = marae
amenity,marketplace,Zerbitzua/erosotasuna = merkatua
amenity,meditation_centre,erosotasuna/zerbitzua = meditazio zentroa
amenity,microwave,Zerbitzua/erosotasuna = mikrouhin-labea
amenity,milk_dispenser,erosotasuna/zerbitzua = esne-banagailua
amenity,mist_spraying_cooler,Zerbitzua/Erosotasuna = Laino-ihinztagailu hozkailua
amenity,mobile_library,Zerbitzua/zerbitzua = liburutegi mugikorra
amenity,mobile_money_agent,Zerbitzua/Erosotasuna = Diru Mugikorreko Agente
amenity,monastery,erosotasuna/zerbitzua = monasterioa
amenity,money_transfer,Zerbitzua/erosotasuna = diru-transferentzia
amenity,mortuary,erosotasuna/zerbitzua = hileta-zerbitzua
amenity,motorcycle_parking,erosotasuna/zerbitzua = motozikleta_aparkalekua
amenity,motorcycle_rental,Zerbitzua/Erosotasuna = Motozikleten alokairua
amenity,motorcycle_taxi,Zerbitzua/erosotasuna = motozikleta-taxi
amenity,mtb_school,erosotasuna/zerbitzua = MTB eskola
amenity,music_school,Zerbitzua/Erosotasuna = Musika Eskola
amenity,music_venue,erosotasuna/zerbitzua = musika-aretoa
amenity,nightclub,Zerbitzua/Erosotasuna = Gaueko kluba/Diskoteka
amenity,nursery,zerbitzu/erosotasuna = haurtzaindegia
amenity,nursing_home,erosotasuna/zerbitzua = zaharren egoitza
amenity,office,erosotasuna/zerbitzua = bulegoa
amenity,osmica,erosotasuna/zerbitzua = osmikoa
amenity,outfitter,erosotasuna/zerbitzua = alkandoragilea
amenity,parcel_locker,erosotasuna/zerbitzua = postontzi_paketea
amenity,parcel_lockers,Zerbitzua/erosotasuna = paketeen armairuak
amenity,parcel_postbox,Zerbitzua/Erosotasuna = Paketeak uzteko kutxa
amenity,park,erosotasuna/zerbitzua = parkea
amenity,parking,"Aparkaleku batek ibilgailuek aparkatzeko izendatutako espazioak eskaintzen ditu, epe laburrerako edo luzerako erabilerarako izan | erosotasuna/zerbitzua = aparkalekua"
amenity,parking_entrance,erosotasuna/zerbitzua = aparkaleku_sarrera
amenity,parking_space,Zerbitzua/erosotasuna = aparkalekua
amenity,parkink,erosotasuna/zerbitzua = parkea
amenity,payment_centre,zerbitzu/zerbitzua = ordainketa_zentroa
amenity,payment_terminal,Zerbitzua/Erosotasuna = Ordainketa-terminala
amenity,pharmacy,Farmazia sendagaiak banatzen eta aholku farmazeutikoak eskaintzen diren osasun-zentro bat da | zerbitzu/zerbitzua = farmazia
amenity,photo_booth,erosotasuna/zerbitzua = argazki kabina
amenity,piano,erosotasuna/zerbitzua = pianoa
amenity,place_of_mourning,erosotasuna/zerbitzua = dolu lekua
amenity,place_of_worship,erosotasuna/zerbitzua = gurtza-leku
amenity,planetarium,erosotasuna/zerbitzua = planetarioa
amenity,po_box,Zerbitzua/zerbitzua = posta-kutxa
amenity,police,Zerbitzua/Erosotasuna = Polizia
amenity,polling_station,Zerbitzua/zerbitzua = hauteslekua
amenity,post_box,erosotasuna/zerbitzua = postontzia
amenity,post_depot,erosotasuna/zerbitzua = post_depot
