key,value,definition
addr:district,26 de Octubre,addr:district=26 de Octubre
addr:district,龜山區,addr:distretto=龜山區
addr:district:en,Al Agouza,addr:district:en=Al Agouza
addr:district:en,Western␣Al␣Omraneya,addr:district:en=Ovest ␣ Al ␣ Omraneya
addr:division,Kawempe,addr:division=Kawempe
addr:division,Rajshahi,addr:division=Rajshahi
addr:flats,1-2,indirizzo:appartamenti=1-2
addr:flats,1-20,indirizzo:appartamenti=1-20
addr:flats,1-3,indirizzo:appartamenti=1-3
addr:flats,1-4,indirizzo:appartamenti=1-4
addr:flats,A;B,addr:flats=A;B
addr:floor,0,indirizzo:piano=0
addr:floor,Floor␣1,addr:floor=Piano ␣ 1
addr:floor,Floor␣2,addr:floor=Piano ␣ 2
addr:hamlet,*,addr:hamlet=*
addr:hamlet,三和里,addr:hamlet=三和里
addr:housenumber,0,indirizzo:numero civico=0
addr:inclusion,actual,addr:inclusione=effettivo
addr:inclusion,estimate,addr:inclusione=stima
addr:inclusion,potential,addr:inclusione=potenziale
addr:interpolation,all,addr:interpolazione=tutto
addr:interpolation,even,addr:interpolazione=pari
addr:interpolation,odd,addr:interpolazione=dispari
addr:municipality,Aabenraa,addr:municipality=Aabenraa
addr:municipality,Vordingborg,addr:municipalità=Vordingborg
addr:neighbourhood,1,indirizzo:quartiere=1
addr:neighbourhood,*,indirizzo:quartiere=*
addr:place,*,indirizzo:luogo=*
addr:place,المجاورة 1,addr:place= المجاورة 1
addr:place:en,Area A,addr:place:it=Area A
addr:postcode,100,indirizzo:codice postale=100
addr:postcode,*,indirizzo:codice postale=*
addr:postcode,05-092,indirizzo:codice postale=05-092
addr:postcode:source,*,indirizzo:codice postale:origine=*
addr:postcode:source,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana","addr:postcode:source=Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana"
addr:province,*,indirizzo:provincia=*
addr:province,AB,indirizzo:provincia=AB
addr:province:en,*,indirizzo:provincia:it=*
addr:province:en,Al Beheira,addr:province:en=Al Beheira
addr:region,*,indirizzo:regione=*
addr:region,Farg'ona Viloyati,addr:region=Farg'ona Viloyati
addr:source,Gatineau.ca/donneesouvertes 08Aug2015,addr:source=Gatineau.ca/donneesouvertes 08 agosto 2015
addr:source,NRW-Atlas,addr:source=NRW-Atlas
addr:state,*,indirizzo:stato=*
addr:state,AK,indirizzo:stato=AK
addr:street,*,indirizzo:via=*
addr:street,1 Maja,addr:street=1 Maja
addr:street,民生路,addr:street=民生路
addr:street:en,Omar Ibn Al Khatab Street,addr:street:en=Via Omar Ibn Al Khatab
addr:street:en,Street 1,addr:street:it=Via 1
addr:street:en,Street 2,addr:street:it=Via 2
addr:street:en,Street 3,addr:street:it=Via 3
addr:street:prefix,East,addr:street:prefix=Est
addr:street:prefix,North,addr:street:prefix=North
addr:street:prefix,South,addr:street:prefix=South
addr:street:prefix,West,addr:street:prefix=West
addr:street:sym_ul,10898,indirizzo:via:sym_ul=10898
addr:street:sym_ul,21970,indirizzo:via:sym_ul=21970
addr:street:type,Avenue,addr:street:type=Avenue
addr:street:type,Place,addr:street:type=Luogo
addr:street:type,Street,addr:street:type=Street
addr:streetnumber,1,indirizzo:numero civico=1
addr:streetnumber,9,indirizzo:numero civico=9
addr:streetnumber,10,indirizzo:numero civico=10
addr:subdistrict,*,indirizzo:sottodistretto=*
addr:subdistrict,Olaines pagasts,addr:subdistrict=Olaines pagasti
addr:subdistrict:en,*,addr:subdistrict:it=*
addr:subdistrict:en,Al Agamy,addr:subdistrict:en=Al Agamy
addr:suburb,*,indirizzo:sobborgo=*
addr:suburb,Centro,addr:suburb=Centro
addr:town,*,indirizzo:città=*
addr:TW:dataset,120044,indirizzo:TW:dataset=120044
addr:TW:dataset,137998,indirizzo:TW:dataset=137998
addr:type,water,addr:type=water
addr:unit,1,indirizzo:unità=1
addr:unit,*,indirizzo:unità=*
addr:unit,A,addr:unità=A
addr:village,Gumare,addr:village=Gumare
addr:ward,Mbagala,addr:ward=Mbagala
addr:ward,Mbagala kuu,addr:ward=Mbagala kuu
addr:ward,Mbagala␣kuu,addr:ward=Mbagala ␣ kuu
addr.source:housenumber,survey,addr.source:housenumber=survey
addr.source:street,survey,addr.source:street=survey
admin_level,1,livello_amministratore=1
admin_level,2,livello_amministratore=2
admin_level,aboriginal_land,livello_amministratore=terra_aborigena
admin_type:PH,barangay,tipo_amministratore:PH=barangay
advertising,billboard,pubblicità=cartellone pubblicitario
advertising,board,pubblicità=cartellone
advertising,column,pubblicità=colonna
advertising,flag,pubblicità=bandiera
advertising,funding_sign,pubblicità=finanziamento_segno
advertising,poster_box,pubblicità=poster_box
advertising,screen,pubblicità=schermo
advertising,sculpture,pubblicità=scultura
advertising,sign,pubblicità=segno
advertising,tarp,pubblicità=telone
advertising,totem,pubblicità=totem
advertising,wall_painting,pubblicità=pittura murale
aerialway,cable_car,funivia=funivia
aerialway,canopy,via aerea=baldacchino
aerialway,chair_lift,aerialway=seggiovia
aerialway,drag_lift,via aerea=impianto di risalita
aerialway,gondola,aerialway=gondola
aerialway,goods,aerialway=merci
aerialway,j-bar,aerialway=j-bar
aerialway,magic_carpet,aerialway=tappeto_magico
aerialway,mixed_lift,via aerea=ascensore misto
aerialway,platter,aerialway=piatto
aerialway,pylon,pilone
aerialway,rope_tow,aerialway=fune_traino
aerialway,ropetow,aerialway=fune
aerialway,station,aerialway=stazione
aerialway,t-bar,aerialway=barra a T
aerialway,zip_line,via aerea=zip_line
aerialway:drag_lift,j-bar,aerialway:drag_lift=j-bar
aerialway:drag_lift,platter,aerialway:drag_lift=piatto
aerialway:drag_lift,t-bar,aerialway:drag_lift=t-bar
aerodrome:type,airfield,aerodromo:tipo=campo d'aviazione
aerodrome:type,gliding,aerodromo:tipo=aliante
aerodrome:type,international,aerodromo:tipo=internazionale
aerodrome:type,military,aerodromo:tipo=militare
aerodrome:type,private,aerodromo:tipo=privato
aerodrome:type,regional,aerodromo:tipo=regionale
aerospace:product,robot,aerospaziale:prodotto=robot
aerospace:product,rocket,aerospaziale:prodotto=razzo
aerospace:product,spacecraft_propulsion,aerospaziale:prodotto=propulsione_di_veicoli_spaziali
aeroway,aerodrome,aeroway=aeroporto
aeroway,aircraft_crossing,aeroway=attraversamento_aereo
aeroway,airport,aeroway=aeroporto
aeroway,airstrip,aeroway=pista di atterraggio
aeroway,airtanker_base,aeroway=base_cisterna
aeroway,apron,aeroway=piazzale
aeroway,arresting_gear,aeroway=arresting_gear
aeroway,fuel,aeroway=carburante
aeroway,gate,aeroway=gate
aeroway,gate/Archived_proposal,aeroway=gate/Archived_proposal
aeroway,hangar,aeroway=hangar
aeroway,helipad,aeroway=eliporto
aeroway,heliport,aeroway=eliporto
aeroway,highway_strip,aeroway=pista_autostradale
aeroway,holding_position,aeroway=posizione_di_attesa
aeroway,holding_position_line,aeroway=linea_di_posizione_di_attesa
aeroway,jet_bridge,aeroway=jet_bridge
aeroway,landingpad,aeroway=pista di atterraggio
aeroway,launch_complex,aeroway=launch_complex
aeroway,launchpad,aeroway=rampa di lancio
aeroway,marking,aeroway=marcatura
aeroway,navigationaid,aeroway=ausilio alla navigazione
aeroway,papi,aeroway=papi
aeroway,parking_position,aeroway=posizione_di_parcheggio
aeroway,runway,pista di atterraggio
aeroway,spaceport,aeroway=spazioporto
aeroway,stopway,aeroway=fermata
aeroway,taxilane,aeroway=taxilane
aeroway,taxiway,aeroway=pista di rullaggio
aeroway,terminal,aeroway=terminal
aeroway,tower,aeroway=torre
aeroway,windsock,aeroway=manica a vento
age,mature,età=maturo
age,semi-mature,età=semi-maturo
age,young,età=giovane
agricultural,no,agricolo=no
air_conditioning,no,aria condizionata=no
airmark,beacon,airmark=faro
ale_supply,limited,ale_supply=limitato
allotments,plot,orti=trama
alt_name,Kentucky Fried Chicken,alt_name=Pollo fritto del Kentucky
amenity,administration,amenità=amministrazione
amenity,advertising,amenità=pubblicità
amenity,air_filling,amenità=riempimento d'aria
amenity,alm,amenità=alm
amenity,ambulance_station,amenity=ambulance_station
amenity,animal_boarding,amenity=animal_boarding
amenity,animal_breeding,amenità=allevamento_animali
amenity,animal_effluent_disposal,amenità=smaltimento_effluenti_animali
amenity,animal_hitch,amenità=gancio_animale
amenity,animal_shelter,amenity=animal_shelter
amenity,animal_training,amenità=addestramento_animali
amenity,archive,amenità=archivio
amenity,arts_centre,amenità=centro_artistico
amenity,artwork,amenità=opera d'arte
amenity,atm,comodità=bancomat
amenity,audiologist,amenità=audiologo
amenity,avalanche_transceiver,amenity=avalanche_artva
amenity,baby_hatch,amenity=baby_hatch
amenity,baking_oven,amenity=baking_oven
amenity,bank,comodità=banca
amenity,bar,amenità=bar
amenity,bbq,comfort=barbecue
amenity,bear_box,comodità=bear_box
amenity,bench,comodità=panchina
amenity,bicycle_library,amenity=bicycle_library
amenity,bicycle_parking,amenity=parcheggio_biciclette
amenity,bicycle_rental,amenity=bicycle_rental
amenity,bicycle_repair_station,amenity=bicycle_repair_station
amenity,bicycle_trailer_sharing,amenity=bicycle_trailer_sharing
amenity,biergarten,amenity=biergarten
amenity,bike_parking,amenity=parcheggio_biciclette
amenity,bikeshed,amenità=rimessa per biciclette
amenity,binoculars,comodità=binocolo
amenity,bird_bath,amenity=vasca per uccelli
amenity,blood_bank,amenity=banca_del_sangue
amenity,boat_rental,amenity=boat_rental
amenity,boat_sharing,amenity=boat_sharing
amenity,boat_storage,amenity=deposito_barche
amenity,body_scale,amenità=dimensione_del_corpo
amenity,brothel,comodità=bordello
amenity,bts,comodità=bts
amenity,buggy_parking,amenity=buggy_parking
amenity,building_yard,amenity=cantiere
amenity,bureau_de_change,amenità=ufficio_di_cambio
amenity,bus_station,amenity=stazione_degli_autobus
amenity,bus_stop,amenity=fermata_autobus
amenity,cafe,comodità=caffetteria
amenity,canoe_hire,amenity=canoe_hire
amenity,canteen,amenità=mensa
amenity,car_pooling,amenità=car_pooling
amenity,car_rental,amenity=autonoleggio
amenity,car_repair,amenity=riparazione_auto
amenity,car_sharing,amenity=car_sharing
amenity,car_wash,amenity=autolavaggio
amenity,carpet_washing,amenity=lavaggio_tappeti
amenity,carwash,servizio = autolavaggio
amenity,casino,comodità=casinò
amenity,chair,comodità=sedia
amenity,changing_room,amenity=spogliatoio
amenity,charging_station,amenity=stazione_di_ricarica
amenity,charging_station/Tesla_Motors,amenity=charging_station/Tesla_Motors
amenity,checkpoint,comodità=punto di controllo
amenity,childcare,comodità = assistenza all'infanzia
amenity,cinema,comodità=cinema
amenity,citymap_post,amenità=citymap_post
amenity,clinic,comodità=clinica
amenity,cloakroom,amenity=guardaroba
amenity,clock,amenità=orologio
amenity,clothes_dryer,amenity=asciugatrice
amenity,club,amenità=club
amenity,clubhouse,amenità=clubhouse
amenity,coast_guard,amenity=guardia_costiera
amenity,coast_radar_station,amenity=coast_radar_station
amenity,college,comodità=college
amenity,community_centre,amenity=community_centre
amenity,compressed_air,amenità=aria_compressa
amenity,concert_hall,amenity=concert_hall
amenity,concession_stand,amenity=concession_stand
amenity,conference_centre,amenity=conference_centre
amenity,consulate,comodità=consolato
amenity,convention_centre,amenity=convention_centre
amenity,courier,amenità=corriere
amenity,courthouse,amenità=tribunale
amenity,coworking_space,comodità=coworking_space
amenity,crematorium,amenità=crematorio
amenity,crematory,amenità=crematorio
amenity,crucifix,comodità=crocifisso
amenity,crypt,comodità=cripta
amenity,culture_center,amenità=centro_culturale
amenity,customs,comodità=dogana
amenity,dancing_school,amenity=dancing_school
amenity,dead_pub,amenità=dead_pub
amenity,dentist,comodità=dentista
amenity,device_charging_station,amenity=stazione_di_ricarica_dispositivo
amenity,disused,amenità=in disuso
amenity,dive_centre,amenity=dive_centre
amenity,doctor,comodità=dottore
amenity,doctors,comodità=dottori
amenity,dog_bin,amenity=cane_cestino
amenity,dog_parking,amenity=parcheggio per cani
amenity,dog_toilet,amenity=toilette per cani
amenity,dog_waste_bin,amenity=cestino_per_rifiuti_cani
amenity,dojo,amenità=dojo
amenity,donation,comodità=donazione
amenity,dormitory,comfort=dormitorio
amenity,dressing_room,amenity=camerino
amenity,drinking_water,amenità=acqua_potabile
amenity,driver_training,amenity=training_guidatore
amenity,driver_training_area,amenity=area_di_formazione_conducenti
amenity,driving_school,amenity=scuola_guida
amenity,dryer,comfort=asciugatrice
amenity,education,comodità=istruzione
amenity,embassy,amenità=ambasciata
amenity,emergency_phone,amenity=emergency_phone
amenity,emergency_service,amenity=servizio_di_emergenza
amenity,ev_charging,amenity=ev_charging
amenity,events_centre,amenity=events_centre
amenity,events_venue,amenity=events_venue
amenity,exercise_point,amenità=punto_di_esercizio
amenity,exhibition_centre,amenity=exhibition_centre
amenity,fab_lab,amenità=fab_lab
amenity,fast_food,comodità=fast_food
amenity,feeding_place,amenità=luogo_di_alimentazione
amenity,ferry_terminal,amenity=ferry_terminal
amenity,festival_grounds,amenity=festival_grounds
amenity,financial_advice,amenità=consulenza_finanziaria
amenity,fire_hydrant,amenity=fire_hydrant
amenity,fire_station,amenity=stazione_dei_pompieri
amenity,first_aid,amenità=primo_soccorso
amenity,firstaid,amenità=pronto soccorso
amenity,fish_spa,amenity=fish_spa
amenity,fitness_station,amenity=fitness_station
amenity,flight_school,amenity=flight_school
amenity,food_court,amenity=food_court
amenity,food_sharing,comodità=condivisione_del_cibo
amenity,foot_shower,amenity=doccia_per_piedi
amenity,fountain,amenità=fontana
amenity,freeshop,comodità=negozio gratuito
amenity,fridge,comfort=frigorifero
amenity,fuel,comodità=carburante
amenity,funeral_hall,amenity=funeral_hall
amenity,gambling,amenità=gioco d'azzardo
amenity,game_feeding,amenità=alimentazione_del_gioco
amenity,garages,servizi = garage
amenity,give_box,amenità=give_box
amenity,grave_yard,amenità=cimitero
amenity,grit_bin,amenità=grit_bin
amenity,gym,comfort=palestra
amenity,gym_(Don't_use),amenity=palestra_(Non_usare)
amenity,health_post,amenità=health_post
amenity,hitching_post,amenità=post_di_autostop
amenity,hookah_lounge,amenity=hookah_lounge
amenity,horse_parking,amenity=horse_parking
amenity,hospice,comodità = hospice
amenity,hospital,comodità=ospedale
amenity,hunting_stand,amenità=postazione di caccia
amenity,hydrant,comodità=idrante
amenity,ice_cream,amenity=gelato
amenity,internet_cafe,amenity=internet_cafe
amenity,jobcentre,amenità=centro per l'impiego
amenity,juice_bar,amenity=juice_bar
amenity,karaoke_box,amenità=karaoke_box
amenity,kick-scooter_rental,amenity=kick-scooter_rental
amenity,kindergarten,comodità=asilo
amenity,kiosk,amenità=chiosco
amenity,kitchen,comfort=cucina
amenity,kneipp_water_cure,amenity=cura_kneipp_water
amenity,Kneippbecken,amenità=Kneippbecken
amenity,language_school,amenity=scuola_di_lingua
amenity,lavoir,amenità=lavoir
amenity,letter_box,amenity=letter_box
amenity,library,amenità=biblioteca
amenity,library_dropoff,amenity=library_dropoff
amenity,life_ring,amenità=salvagente
amenity,lifeboat_station,amenity=stazione_di_salvataggio
amenity,loading_dock,comodità=banchina di carico
amenity,locker,amenity=armadietto
amenity,lost_property_office,amenity=ufficio_oggetti_smarriti
amenity,lounger,amenità=sdraio
amenity,love_hotel,amenity=love_hotel
amenity,luggage_locker,amenity=luggage_locker
amenity,mailroom,comodità=sala posta
amenity,marae,comodità=marae
amenity,marketplace,amenità=mercato
amenity,meditation_centre,amenity=centro_di_meditazione
amenity,microwave,comodità=microonde
amenity,milk_dispenser,amenity=milk_dispenser
amenity,mist_spraying_cooler,amenity=mist_spraying_cooler
amenity,mobile_library,amenity=mobile_library
amenity,mobile_money_agent,amenity=mobile_money_agent
amenity,monastery,amenità=monastero
amenity,money_transfer,amenity=money_transfer
amenity,mortuary,amenità=obitorio
amenity,motorcycle_parking,amenity=motorcycle_parking
amenity,motorcycle_rental,amenity=motorcycle_rental
amenity,motorcycle_taxi,amenity=moto_taxi
amenity,mtb_school,amenity=mtb_school
amenity,music_school,amenity=music_school
amenity,music_venue,amenity=music_venue
amenity,nightclub,amenità=discoteca
amenity,nursery,comodità=asilo nido
amenity,nursing_home,amenity=nursing_home
amenity,office,comodità=ufficio
amenity,osmica,amenità=osmica
amenity,outfitter,amenità=fornitore di articoli per l'abbigliamento
amenity,parcel_locker,amenity=parcel_locker
amenity,parcel_lockers,amenity=armadietti per pacchi
amenity,parcel_postbox,amenity=parcel_postbox
amenity,park,amenità=parco
amenity,parking,amenità=parcheggio
amenity,parking_entrance,amenity=parcheggio_entrata
amenity,parking_space,amenity=parcheggio
amenity,parkink,amenità=parcheggio
amenity,payment_centre,amenity=payment_centre
amenity,payment_terminal,amenity=terminale_di_pagamento
amenity,pharmacy,comodità=farmacia
amenity,photo_booth,amenity=photo_booth
amenity,piano,amenità=pianoforte
amenity,place_of_mourning,amenità=luogo_di_lutto
amenity,place_of_worship,amenità=luogo_di_culto
amenity,planetarium,amenità=planetario
amenity,po_box,amenità=po_box
amenity,police,comodità=polizia
amenity,polling_station,amenity=seggio_elettorale
amenity,post_box,amenità=posta_box
amenity,post_depot,amenità=post_depot
amenity,post_office,amenity=post_office
amenity,prep_school,amenità=prep_school
amenity,preschool,comodità=scuola materna
amenity,printer,comodità=stampante
amenity,prison,comodità=prigione
amenity,prison_camp,amenità=campo_prigione
amenity,proposed,amenità=proposto
amenity,pub,amenità=pub
amenity,public_bath,amenity=public_bath
amenity,public_bookcase,amenity=public_bookcase
amenity,public_building,amenity=public_building
amenity,ranger_station,amenity=ranger_station
amenity,reception_desk,amenity=reception_desk
amenity,recycling,comodità=riciclo
amenity,recycling/Quality_Assurance,amenity=riciclaggio/Garanzia_di_qualità
amenity,refugee_housing,amenità=alloggio_per_rifugiati
amenity,refugee_site,amenity=refugee_site
amenity,register_office,amenità=ufficio_anagrafe
amenity,rehearsal_studio,amenity=rehearsal_studio
amenity,relay_box,amenità=relay_box
amenity,rescue_box,amenità=rescue_box
amenity,rescue_station,amenity=rescue_station
amenity,research_institute,amenità=istituto_di_ricerca
amenity,restaurant,amenità=ristorante
amenity,retirement_home,amenity=retirement_home
amenity,rv_storage,amenity=rv_storage
amenity,sailing_school,amenity=scuola_vela
amenity,sanatorium,amenità=sanatorio
amenity,sanitary_dump_station,amenity=stazione_di_scarico_sanitario
amenity,sauna,comfort=sauna
amenity,sceptic_tank,amenità=sceptic_tank
amenity,school,comodità=scuola
amenity,scooter_rental,amenity=scooter_rental
amenity,seat,comodità=posto a sedere
amenity,security_booth,amenity=security_booth
amenity,septic_tank,amenity=septic_tank
amenity,shelter,comodità=rifugio
amenity,shop,comodità=negozio
amenity,shower,comfort=doccia
amenity,ski_rental,amenity=ski_rental
amenity,ski_school,amenity=scuola_di_sci
amenity,smoking_area,amenity=smoking_area
amenity,snow_removal_station,amenity=stazione_rimozione_neve
amenity,social_centre,amenità=centro_sociale
amenity,social_club,amenity=social_club
amenity,social_facility,amenity=struttura_sociale
amenity,spa,comfort=spa
amenity,sport_school,amenità=scuola_sportiva
amenity,stables,amenità=scuderie
amenity,stage,amenità=palcoscenico
amenity,stool,amenità=sgabello
amenity,street_lamp,amenità=lampione
amenity,street_light,amenità=lampione
amenity,stripclub,amenità=stripclub
amenity,stroller_parking,amenity=parcheggio_passeggini
amenity,student_accommodation,amenity=alloggio_studente
amenity,studio,amenità=studio
amenity,surf_school,amenity=surf_school
amenity,swimming_pool,amenity=piscina
amenity,swimming_school,amenity=scuola_di_nuoto
amenity,swingerclub,amenità=club per scambisti
amenity,table,amenità=tavolo
amenity,taxi,comodità=taxi
amenity,taxi_point,amenity=taxi_point
amenity,telephone,comodità=telefono
amenity,television,comodità=televisione
amenity,theatre,amenità=teatro
amenity,ticket_booth,amenity=biglietteria
amenity,ticket_validator,amenity=ticket_validator
amenity,toilet,amenità=toilette
amenity,toilets,servizi igienici = servizi igienici
amenity,tourist_bus_parking,amenity=parcheggio_autobus_turistico
amenity,townhall,amenità=municipio
amenity,toy_library,amenità=biblioteca_dei_giocattoli
amenity,trade_school,amenity=scuola_professionale
amenity,traffic_park,amenity=traffic_park
amenity,trailer_park,amenity=roulotte_park
amenity,training,comodità=formazione
amenity,trolley_bay,amenity=trolley_bay
amenity,tuition,comodità=tasse universitarie
amenity,university,comodità=università
amenity,vacuum_cleaner,amenity=aspirapolvere
amenity,vehicle_inspection,amenity=vehicle_inspection
amenity,vehicle_ramp,amenity=vehicle_ramp
amenity,vending_machine,amenity=vending_machine
amenity,veterinary,amenità=veterinario
amenity,veterinary_pharmacy,amenity=veterinary_pharmacy
amenity,vivarium,amenità=vivarium
amenity,washing_machine,amenity=lavatrice
amenity,waste_basket,amenity=cestino_dei_rifiuti
amenity,waste_disposal,amenità=smaltimento_rifiuti
amenity,waste_dump_site,amenità=discarica_rifiuti
amenity,waste_transfer_station,amenity=stazione_di_trasferimento_rifiuti
amenity,water,amenità=acqua
amenity,water_point,amenità=punto_d'acqua
amenity,watering_place,amenità=luogo_di_bevanda
amenity,weighbridge,comodità=pesa a ponte
amenity,whirlpool,comodità=idromassaggio
amenity,winery,amenità=cantina
amenity,workshop,amenità=officina
amenity,yacht_club,amenity=yacht_club
amenity,youth_centre,amenity=centro_giovanile
aminety,sceptic_tank,aminety=sceptic_tank
animal,horse_walker,animale=cavaliere
animal,school,animale=scuola
animal_breeding,gamecock,allevamento_animali=gallo da combattimento
animal_hitch,ring,animal_hitch=anello
animated,no,animato=no
animated,trivision_blades,animato=trivision_blades
animated,winding_posters,poster animati=avvolgenti
aquaculture,shrimp,acquacoltura=gamberetti
archaeological_site,baths,sito_archeologico=terme
archaeological_site,city,sito_archeologico=città
archaeological_site,crannog,sito_archeologico=crannog
archaeological_site,desert_kite,sito_archeologico=nibbio_del_deserto
archaeological_site,enclosure,sito_archeologico=recinto
archaeological_site,field_system,sito_archeologico=sistema_di_campo
archaeological_site,fortification,sito_archeologico=fortificazione
archaeological_site,grave_field,sito_archeologico=campo_di_tomba
archaeological_site,hut_circle,sito_archeologico=cerchio_di_capanne
archaeological_site,megalith,sito archeologico=megalite
archaeological_site,minilith,sito_archeologico=minilite
archaeological_site,necropolis,sito_archeologico=necropoli
archaeological_site,petroglyph,sito archeologico=petroglifo
archaeological_site,roman_circus,sito_archeologico=circo_romano
archaeological_site,roman_villa,sito_archeologico=villa_romana
archaeological_site,settlement,sito_archeologico=insediamento
archaeological_site,tumulus,sito_archeologico=tumulo
area,no,area=no
area:highway,cycleway,area:autostrada=pista ciclabile
area:highway,emergency,area:autostrada=emergenza
area:highway,footway,area:autostrada=marciapiede
area:highway,path,area:autostrada=percorso
area:highway,pedestrian,area:autostrada=pedonale
area:highway,primary,area:autostrada=primaria
area:highway,residential,area:autostrada=residenziale
area:highway,secondary,area:autostrada=secondaria
area:highway,service,area:autostrada=servizio
area:highway,steps,area:autostrada=passi
area:highway,tertiary,area:autostrada=terziaria
area:highway,traffic_island,area:autostrada=isola_di_traffico
area:highway,trunk,area:autostrada=tronco
area:highway,trunk_link,area:autostrada=collegamento_tronco
area:highway,turning_circle,area:autostrada=cerchio_di_svolta
armrest,no,bracciolo=no
artwork_subject,sheela-na-gig,soggetto_opera d'arte=sheela-na-gig
artwork_type,architecture,tipo_opera d'arte=architettura
artwork_type,bust,tipo_opera d'arte=busto
artwork_type,installation,tipo_opera d'arte=installazione
artwork_type,mural,tipo_opera=murale
artwork_type,painting,tipo_opera d'arte=pittura
artwork_type,relief,tipo_opera d'arte=rilievo
artwork_type,sculpture,tipo_opera d'arte=scultura
artwork_type,statue,tipo_opera d'arte=statua
artwork_type,stone,tipo_opera d'arte=pietra
at_bev:addr_date,2016-10-02,at_bev:addr_date=2016-10-02
at_bev:addr_date,*,at_bev:addr_date=*
athletics,cross_country,atletica=cross_country
athletics,discus_throw,atletica=lancio_del_disco
athletics,hammer_throw,atletica=lancio_del_martello
athletics,high_jump,atletica=salto_in_alto
athletics,javelin_throw,atletica=lancio_del_giavellotto
athletics,long_jump,atletica=salto_in_lungo
athletics,pole_vault,atletica=salto con l'asta
athletics,running,atletica=corsa
athletics,shot_put,atletica=getto_del_peso
athletics,sprint,atletica=sprint
athletics,steeplechase,atletica=corsa a ostacoli
athletics,triple_jump,atletica=salto_triplo
atm,no,bancomat=no
