key,value,definition
addr:city:it,Bolzano,dirección:ciudá:it = Bolzano
addr:city:simc,918123,addr:ciudá:simc=918123
addr:community,Nima,dirección:comunidá = nima
addr:conscriptionnumber,1,addr:conscriptionnumber=1
addr:conscriptionnumber,9,dirección: númberu de conscripción = *
addr:country,*,dirección: país = *
addr:country,AE,addr:país=AE
addr:county,Stafford County,addr:condáu=Stafford Condáu
addr:county,Tuttlingen,dirección: condáu = Tuttlingen
addr:county,Washington,addr:condado=Washington
addr:county,Washoe,addr:condáu=Washoe
addr:district,*,dirección: distritu = *
addr:district,26 de Octubre,addr:distritu=26 d'Ochobre
addr:district,龜山區,addr:distritu=龜山區
addr:district:en,Al Agouza,addr:distritu:en=Al Agouza
addr:district:en,Western_Al_Omraneya,dirección:distritu:ye = Occidental_A el_Omraneya
addr:division,Kawempe,dirección:división = Kawempe
addr:division,Rajshahi,addr:#repartida=Rajshahi
addr:flats,1-2,dirección: pisos = *
addr:flats,1-20,addr:pisos=1-20
addr:flats,1-3,addr:pisos=1-3
addr:flats,1-4,addr:pisos=1-4
addr:flats,A;B,addr:pisos=Un;B
addr:floor,0,addr:pisu=0
addr:floor,Floor_1,dirección:pisu = Trío_1
addr:floor,Floor_2,dirección:pisu = Trío_2
addr:hamlet,*,dirección: aldega = *
addr:hamlet,三和里,addr:villorio=三和里
addr:housenumber,0,addr:housenumber=0
addr:inclusion,actual,dirección: inclusión = actual
addr:inclusion,estimate,dirección: inclusión = envalorar
addr:inclusion,potential,dirección: inclusión = potencial
addr:interpolation,all,dirección:interpolación = toos
addr:interpolation,even,dirección:interpolación = inclusive
addr:interpolation,odd,dirección:interpolación = estrañu
addr:municipality,Aabenraa,addr:conceyu=Aabenraa
addr:municipality,Vordingborg,dirección: conceyu = Vordingborg
addr:neighbourhood,1,addr:barriu=1
addr:neighbourhood,*,dirección: barriu = *
addr:place,*,dirección:llugar = *
addr:place,المجاورة 1,addr:sitiu=المجاورة 1
addr:place:en,Area A,addr:sitiu:en=Área Un
addr:postcode,100,addr:postcode=100
addr:postcode,*,dirección: códigu postal = *
addr:postcode,05-092,addr:postcode=05-092
addr:postcode:source,*,dirección: códigu postal: fonte = *
addr:postcode:source,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana","addr:postcode:Cita=de fonte de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana"
addr:province,*,dirección: provincia = *
addr:province,AB,addr:provincia=AB
addr:province:en,*,dirección:provincia:ye = *
addr:province:en,Al Beheira,addr:provincia:en=Al Beheira
addr:region,*,dirección: rexón = *
addr:region,Farg'ona Viloyati,addr:rexón=Farg'ona Viloyati
addr:source,Gatineau.ca/donneesouvertes 08Aug2015,addr:fonte=Gatineau.ca/donneesouvertes 08Aug2015
addr:source,NRW-Atlas,addr:fonte=NRW-Atles
addr:state,*,dirección: estáu = *
addr:state,AK,addr:estatal=AK
addr:street,*,nodo de dirección: nome de la cai.avenida.rambla.paséu.bulevar.pasaxe.caleyón : nome de la cai= *
addr:street:en,Omar Ibn Al Khatab Street,addr:cai:en=Omar Ibn Al Khatab Cai
addr:street:en,Street 1,addr:cai:en=Cai 1
addr:street:en,Street 2,addr:cai:en=Cai 2
addr:street:en,Street 3,addr:cai:en=Cai 3
addr:street:prefix,East,addr:cai:Esti=de prefixu
addr:street:prefix,North,addr:cai:el prefixu=Del norte
addr:street:prefix,South,addr:cai:el prefixu=Del sur
addr:street:prefix,West,addr:cai:el prefixu=Del oeste
addr:street:sym_ul,10898,addr:cai:sym_ul=10898
addr:street:sym_ul,21970,dirección:cai:sym_ul = *
addr:street:type,Avenue,dirección:cai:tipu = Avenida
addr:street:type,Place,addr:cai:Sitiu=de tipu
addr:street:type,Street,addr:cai:Cai=de tipu
addr:streetnumber,1,addr:streetnumber=1
addr:streetnumber,9,dirección:númberu de cai = *
addr:streetnumber,10,addr:streetnumber=10
addr:subdistrict,*,dirección:subdistrito = *
addr:subdistrict,Olaines pagasts,addr:subdistrict=Olaines pagasts
addr:subdistrict:en,*,dir:subdistrito:ye = *
addr:subdistrict:en,Al Agamy,addr:subdistrict:en=Al Agamy
addr:suburb,*,dirección:suburbio = *
addr:suburb,Centro,addr:suburbio=Centru
addr:town,*,dirección: ciudá = *
addr:TW:dataset,120044,addr:TW:dataset=120044
addr:TW:dataset,137998,dirección:TW:conxuntu de datos = *
addr:type,water,dirección: tipu = enagua
addr:unit,1,addr:unidá=1
addr:unit,*,dirección: unidá = *
addr:unit,A,addr:unidá=Un
addr:village,Gumare,dirección:pueblu = Gumaré
addr:ward,Mbagala,dirección: sala = Mbagala
addr:ward,Mbagala kuu,addr:ward=Mbagala kuu
addr:ward,Mbagala_kuu,dirección: sala = Mbagala_kuu
addr.source:housenumber,survey,addr.source:numbero de casa = encuesta
addr.source:street,survey,dirección.fonte:cai = encuesta
admin_level,1,nivel d'alministrador = *
admin_level,2,admin_nivel=2
admin_level,aboriginal_land,nivel d'alministrador = tierra aborixe
admin_type:PH,barangay,admin_tipu:PH=barangay
advertising,billboard,publicidá = cartelero
advertising,board,publicidá = xunto
advertising,column,publicidá = columna
advertising,flag,publicidá = bandera
advertising,funding_sign,publicidá = señal de financiamientu
advertising,poster_box,publicidá = poster_box
advertising,screen,publicidá = pantalla
advertising,sculpture,publicidá = escultura
advertising,sign,publicidad = signo
advertising,tarp,publicidá = lona
advertising,totem,publicidá = tótem
advertising,wall_painting,publicidá = pintura mural
aerialway,cable_car,vía aérea = Teleféricu
aerialway,canopy,vía aérea = pabellón
aerialway,chair_lift,vía aérea = telesilla
aerialway,drag_lift,vía aérea = ascensor d'arrastre
aerialway,gondola,vía aérea = góndola
aerialway,goods,vía aérea = bienes
aerialway,j-bar,vía aérea = j-barra
aerialway,magic_carpet,vía aérea = alfombra máxica
aerialway,mixed_lift,vía aérea = llevantamientu mistu
aerialway,platter,vía aérea = platu
aerialway,pylon,vía aérea = pilón
aerialway,rope_tow,vía aérea = remolque de cuerda
aerialway,ropetow,vía aérea = remolque de cuerda
aerialway,station,vía aérea = estación
aerialway,t-bar,vía aérea = barra en T
aerialway,zip_line,vía aérea = tirolesa
aerialway:drag_lift,j-bar,vía aérea: elevador d'arrastre = j-barra
aerialway:drag_lift,platter,vía aérea: elevador d'arrastre = platu
aerialway:drag_lift,t-bar,vía aérea: elevador d'arrastre = barra en T
aerodrome:type,airfield,aeródromu:tipu = aeródromu
aerodrome:type,gliding,aeródromu:tipu = esmuciéndose
aerodrome:type,international,aeródromu:tipu = internacional
aerodrome:type,military,aeródromu:tipu = militar
aerodrome:type,private,aeródromu:tipu = priváu
aerodrome:type,regional,aeródromu:tipu = rexonal
aerospace:product,robot,aeroespacial: productu = robot
aerospace:product,rocket,aeroespacial: productu = cohete
aerospace:product,spacecraft_propulsion,aeroespacial: producto = propulsión de naves espaciales
aeroway,aerodrome,vía aérea = aeródromu
aeroway,aircraft_crossing,vía aérea = encruz d'aviones
aeroway,airport,vía aérea = aeropuertu
aeroway,airstrip,vía aérea = pista d'aterrizaxe
aeroway,airtanker_base,vía aérea = base d'avión cisterna
aeroway,apron,vía aérea = mandil
aeroway,arresting_gear,vía aérea = equipu d'arrestu
aeroway,fuel,vía aérea = combustible
aeroway,gate,vía aérea = portón
aeroway,gate/Archived_proposal,vía aérea = puerta/propuesta archivada
aeroway,hangar,vía aérea = hangar
aeroway,helipad,vía aérea = helipuertu
aeroway,heliport,vía aérea = helipuertu
aeroway,highway_strip,vía aérea = franxa de carretera
aeroway,holding_position,vía aérea = holding_position
aeroway,holding_position_line,vía aérea = llínea de posición d'espera
aeroway,jet_bridge,vía aérea = ponte de remexu
aeroway,landingpad,vía aérea = pista d'aterrizaxe
aeroway,launch_complex,vía aérea = complexu de llanzamientu
aeroway,launchpad,vía aérea = plataforma de llanzamientu
aeroway,marking,vía aérea = calificación
aeroway,navigationaid,vía aérea = Ayuda al saléu
aeroway,papi,vía aérea = papi
aeroway,parking_position,vía aérea = estacionamiento_posición
aeroway,runway,vía aérea = pista
aeroway,spaceport,vía aérea = puertu espacial
aeroway,stopway,vía aérea = parada
aeroway,taxilane,vía aérea = Carril de Taxi
aeroway,taxiway,vía aérea = cai de rodaxe
aeroway,terminal,vía aérea = Terminal
aeroway,tower,vía aérea = torre
aeroway,windsock,vía aérea = manga de vientu
age,mature,años = maduru
age,semi-mature,años = semi-maduru
age,young,años = nuevu
agricultural,no,agrícola = non
air_conditioning,no,ventila_condicionar=nengún
airmark,beacon,marca aérea = Faru
ale_supply,limited,suministru de cerveza llindáu
allotments,plot,asignaciones = gráficu
alt_name,Kentucky Fried Chicken,alt_Kentucky=de nome Tostó área
amenity,administration,amenidad/servicio = administración
amenity,advertising,amenidad/servicio = publicidad
amenity,air_filling,amenidad/serviciu = enllenáu d'aire
amenity,alm,amenidad/servicio = limosna
amenity,ambulance_station,amenidad/servicio = estación d'ambulancia
amenity,animal_boarding,amenidad/serviciu = agospiamientu_de_animales
amenity,animal_breeding,amenidad/serviciu = cría_de_animales
amenity,animal_effluent_disposal,amenidad/servicio = eliminación de efluentes animales
amenity,animal_hitch,amenidad/serviciu = engabite d'animales
amenity,animal_shelter,amenidad/serviciu = abelugo d'animales
amenity,animal_training,amenidad/serviciu = entrenamientu d'animales
amenity,archive,amenidad/serviciu = archivo
amenity,arts_centre,amenidad/serviciu = centro_de_les artes
amenity,artwork,amenidad/serviciu = obra d'arte
amenity,atm,amenidad/serviciu = Caxeru automáticu
amenity,audiologist,amenidad/serviciu = audiólogo
amenity,avalanche_transceiver,amenidad/serviciu = transceptor d'ábanu
amenity,baby_hatch,amenidad/servicio = escotilla de bebe
amenity,baking_oven,amenidad/serviciu = fornu de cocción
amenity,bank,"Un bancu ye una institución financiera qu'apurre servicios como depósitos, préstamos, inversiones y asesoramientu financieru | amenidad/serviciu = bancu"
amenity,bar,amenidad/serviciu = chigre
amenity,bbq,amenidad/servicio = barbacoa
amenity,bear_box,amenidad/servicio = caja d'osu
amenity,bench,amenidad/serviciu = bancu para sentase
amenity,bicycle_library,amenidad/servicio = biblioteca de bicicletes
amenity,bicycle_parking,amenidad/serviciu = Parking de bicicletes
amenity,bicycle_rental,amenidad/serviciu = arriendu de bicicletes
amenity,bicycle_repair_station,amenidad/servicio = estación_de_arreglu_de_bicicletes
amenity,bicycle_trailer_sharing,amenidad/serviciu = compartir remolque de bicicleta
amenity,biergarten,amenidad/serviciu = biergarten
amenity,bike_parking,amenidad/serviciu = estacionamiento de bicicletes
amenity,bikeshed,amenidad/serviciu = tendeyón para bicicletes
amenity,binoculars,amenidad/serviciu = prismáticos
amenity,bird_bath,amenidad/serviciu = baño de páxaros
amenity,blood_bank,amenidad/serviciu = Bancu de Sangre
amenity,boat_rental,amenidad/serviciu = arriendu_de_barcos
amenity,boat_sharing,amenidad/serviciu = barcu compartíu
amenity,boat_storage,amenidad/serviciu = barcu_almacenamientu
amenity,body_scale,amenidad/servicio = báscula corporal
amenity,brothel,amenidad/serviciu = chamizu
amenity,bts,amenidad/serviciu = BTS
amenity,buggy_parking,amenidad/serviciu = estacionamiento de buggy
amenity,building_yard,amenidad/serviciu = patiu de construcción
amenity,bureau_de_change,amenidad/serviciu = camudo de moneda
amenity,bus_station,amenidad/servicio = estación d'autobuses
amenity,bus_stop,amenidad/serviciu = parada d'autobús
amenity,cafe,"Un café ye un pequenu restorán o cafetería que sirve comíes llixeres, aperitivos, café y otres bébores | amenidad/servicio = cafetería"
amenity,canoe_hire,amenidad/serviciu = arriendu de canoes
amenity,canteen,amenidad/servicio = cantina
amenity,car_pooling,amenidad/serviciu = coche_compartíu
amenity,car_rental,amenidad/serviciu = arriendu de coches
amenity,car_repair,amenidad/servicio = reparación d'autos
amenity,car_sharing,amenidad/serviciu = autu compartíu
amenity,car_wash,amenidad/serviciu = llaváu d'autos
amenity,carpet_washing,amenidad/serviciu = llaváu d'alfombres
amenity,carwash,amenidad/serviciu = llaváu d'autos
amenity,casino,amenidad/serviciu = casín
amenity,chair,amenidad/servicio = silla
amenity,changing_room,amenidad/serviciu = vestuariu
amenity,charging_station,amenidad/servicio = Estación de carga
amenity,charging_station/Tesla_Motors,amenidad/servicio = estación de carga/Tesla Motors
amenity,checkpoint,amenidad/serviciu = control
amenity,childcare,amenidad/serviciu = curiáu de neños
amenity,cinema,amenidad/serviciu = cine
amenity,citymap_post,amenidad/servicio = publicación del mapa de la ciudá
amenity,clinic,amenidad/serviciu = clínica
amenity,cloakroom,amenidad/serviciu = guardarropa
amenity,clock,amenidad/serviciu = reló
amenity,clothes_dryer,amenidad/serviciu = secadora de ropa
amenity,club,amenidad/serviciu = club
amenity,clubhouse,amenidad/serviciu = casa club
amenity,coast_guard,amenidad/serviciu = guardacostes
amenity,coast_radar_station,amenidad/servicio = estación de radar costera
amenity,college,amenidad/serviciu = colega
amenity,community_centre,amenidad/serviciu = centro Comuñal
amenity,compressed_air,amenidad/serviciu = enrite estruyíu
amenity,concert_hall,amenidad/serviciu = sala de conciertos
amenity,concession_stand,amenidad/serviciu = puestu de comida
amenity,conference_centre,amenidad/serviciu = centro de conferencies
amenity,consulate,amenidad/serviciu = consuláu
amenity,convention_centre,amenidad/serviciu = Centro de convención
amenity,courier,amenidad/serviciu = mensaxeru
amenity,courthouse,amenidad/serviciu = palaciu de xusticia
amenity,coworking_space,amenidad/serviciu = espaciu de trabayu conxuntu
amenity,crematorium,amenidad/serviciu = crematoriu
amenity,crematory,amenidad/serviciu = crematoriu
amenity,crucifix,amenidad/serviciu = crucifixu
amenity,crypt,amenidad/servicio = cripta
amenity,culture_center,amenidad/serviciu = Centro cultural
amenity,customs,amenidad/servicio = aduanes
amenity,dancing_school,amenidad/servicio = escuela de baille
amenity,dead_pub,amenidad/servicio = taberna muerta
amenity,dentist,amenidad/serviciu = dentista
amenity,device_charging_station,amenidad/servicio = estación de carga de dispositivos
amenity,disused,amenidad/serviciu = en desusu
amenity,dive_centre,amenidad/serviciu = centro_de_bucéu
amenity,doctor,amenidad/serviciu = médicu
amenity,doctors,amenidad/serviciu = mélicos
amenity,dog_bin,amenidad/serviciu = papelera para perros
amenity,dog_parking,amenidad/serviciu = estacionamiento para perros
amenity,dog_toilet,amenidad/serviciu = inodoro para perros
amenity,dog_waste_bin,amenidad/serviciu = cubu de basura para perros
amenity,dojo,amenidad/serviciu = dojo
amenity,donation,amenidad/servicio = donación
amenity,dormitory,amenidad/serviciu = cuartu
amenity,dressing_room,amenidad/serviciu = Vestidor
amenity,drinking_water,amenidad/serviciu = enagua potable
amenity,driver_training,amenidad/serviciu = entrenamientu_del conductor
amenity,driver_training_area,amenidad/servicio = zona de formación de conductores
amenity,driving_school,amenidad/servicio = autoescuela
amenity,dryer,amenidad/serviciu = secadora
amenity,education,amenidad/servicio = educación
amenity,embassy,amenidad/servicio = embajada
amenity,emergency_phone,amenidad/serviciu = Teléfonu d'emerxencia
amenity,emergency_service,amenidad/serviciu = serviciu d'emerxencia
amenity,ev_charging,amenidad/serviciu = carga ev
amenity,events_centre,amenidad/serviciu = centro d'eventos
amenity,events_venue,amenidad/servicio = evento_llugar
amenity,exercise_point,amenidad/serviciu = puntu d'exerciciu
amenity,exhibition_centre,amenidad/serviciu = centro d'esposiciones
amenity,fab_lab,amenidad/serviciu = llaboratoriu fabulosu
amenity,fast_food,amenidad/serviciu = comida rápida
amenity,feeding_place,amenidad/serviciu = llugar_de_alimentacion
amenity,ferry_terminal,amenidad/serviciu = terminal del ferry
amenity,festival_grounds,amenidad/serviciu = terrenales del festival
amenity,financial_advice,amenidad/servicio = asesoría financiera
amenity,fire_hydrant,amenidad/servicio = boca de quema
amenity,fire_station,amenidad/servicio = estación de bomberos
amenity,first_aid,amenidad/serviciu = primeros auxilios
amenity,firstaid,amenidad/serviciu = primeros auxilios
amenity,fish_spa,amenidad/serviciu = balneariu de pexe
amenity,fitness_station,amenidad/servicio = estación de fitness
amenity,flight_school,amenidad/servicio = escuela de vuelu
amenity,food_court,amenidad/servicio = zona de comíes
amenity,food_sharing,amenidad/serviciu = compartir comida
amenity,foot_shower,amenidad/serviciu = ducha de pies
amenity,fountain,amenidad/servicio = fuente
amenity,freeshop,amenidad/serviciu = merca de baldre
amenity,fridge,amenidad/servicio = nevera
amenity,fuel,amenidad/serviciu = combustible
amenity,funeral_hall,amenidad/serviciu = salón_funerariu
amenity,gambling,amenidad/serviciu = xuego
amenity,game_feeding,amenidad/serviciu = xuego_alimentacion
amenity,garages,amenidad/servicio = garaje
amenity,give_box,amenidad/serviciu = dar caxa
amenity,grave_yard,amenidad/serviciu = campusantu
amenity,grit_bin,amenidad/serviciu = grit_bin
amenity,gym,amenidad/servicio = gimnasia
amenity,gym_(Don't_use),amenidad/serviciu = ximnasiu (nun usar)
amenity,health_post,amenidad/serviciu = puestu_de_salú
amenity,hitching_post,amenidad/serviciu = poste de gabita
amenity,hookah_lounge,amenidad/serviciu = salón_de_la_cachimba
amenity,horse_parking,amenidad/serviciu = estacionamiento de caballos
amenity,hospice,amenidad/serviciu = hospiciu
amenity,hospital,"Un hospital ye una instalación médica qu'apurre atención sanitaria integral, tratamientu d'emerxencies y servicios médicos especializaos | amenidad/serviciu = hospital"
amenity,hunting_stand,amenidad/serviciu = puestu_de_caza
amenity,hydrant,amenidad/servicio = boca d'agües
amenity,ice_cream,amenidad/serviciu = xeláu
amenity,internet_cafe,amenidad/serviciu = Café internet
amenity,jobcentre,amenidad/serviciu = centro de trabayu
amenity,juice_bar,amenidad/serviciu = Chigre de zusmios
amenity,karaoke_box,amenidad/servicio = caja_karaoke
amenity,kick-scooter_rental,amenidad/serviciu = arriendu de patinetes
amenity,kindergarten,amenidad/serviciu = xardín d'infancia
amenity,kiosk,amenidad/serviciu = quioscu
amenity,kitchen,amenidad/serviciu = cocina
amenity,kneipp_water_cure,amenidad/serviciu = kneipp_water_cure
amenity,Kneippbecken,amenidad/serviciu = Kneippbecken
amenity,language_school,amenidad/servicio = escuela d'idiomes
amenity,lavoir,amenidad/serviciu = lavoir
amenity,letter_box,amenidad/serviciu = buzón
amenity,library,amenidad/servicio = biblioteca
amenity,library_dropoff,amenidad/serviciu = apurre de la biblioteca
amenity,life_ring,amenidad/serviciu = aníu de vida
amenity,lifeboat_station,amenidad/servicio = estación de botes salvavides
amenity,loading_dock,amenidad/serviciu = muelle_de_carga
amenity,locker,amenidad/serviciu = armariu
amenity,lost_property_office,amenidad/servicio = oficina d'oxetos perdíos
amenity,lounger,amenidad/serviciu = folgazán
amenity,love_hotel,"amenidad/serviciu = Casa de cites , habitaciones por hores"
amenity,luggage_locker,amenidad/serviciu = casillero d'equipaxe
amenity,mailroom,amenidad/serviciu = sala de corréu
amenity,marae,amenidad/serviciu = marae
amenity,marketplace,amenidad/serviciu = mercáu
amenity,meditation_centre,amenidad/serviciu = centro de meditación
amenity,microwave,amenidad/servicio = microonda
amenity,milk_dispenser,amenidad/serviciu = dispensador de lleche
amenity,mist_spraying_cooler,amenidad/serviciu = enfriador de pulverización de borrina
amenity,mobile_library,amenidad/servicio = biblioteca móvil
amenity,mobile_money_agent,amenidad/serviciu = axente_dineru_movil
amenity,monastery,amenidad/serviciu = monesteriu
amenity,money_transfer,amenidad/servicio = transferencia de dineru
amenity,mortuary,amenidad/serviciu = mortuorio
amenity,motorcycle_parking,amenidad/servicio = moto_estacionamiento
amenity,motorcycle_rental,amenidad/serviciu = arriendu de motos
amenity,motorcycle_taxi,amenidad/serviciu = mototaxi
amenity,mtb_school,amenidad/servicio = escuela mtb
amenity,music_school,amenidad/servicio = escuela de Musica
amenity,music_venue,amenidad/serviciu = llugar de música
amenity,nightclub,amenidad/serviciu = Club nocherniegu discoteca
amenity,nursery,amenidad/servicio = guardería
amenity,nursing_home,amenidad/serviciu = asilu_de_vieyos
amenity,office,amenidad/servicio = oficina
amenity,osmica,amenidad/serviciu = osmica
amenity,outfitter,amenidad/serviciu = camisero
amenity,parcel_locker,amenidad/serviciu = paquete_casillero
amenity,parcel_lockers,amenidad/serviciu = casilleros para paquetes
amenity,parcel_postbox,amenidad/serviciu = buzón de paquetes
amenity,park,amenidad/serviciu = parque
amenity,parking,"Una instalación d'aparcamientu apurre espacios designaos por que los vehículos apárquense, yá sía para usu a curtiu o llargu plazu | amenidad/serviciu = estacionamiento"
amenity,parking_entrance,amenidad/serviciu = estacionamiento_entrada
amenity,parking_space,amenidad/servicio = plaza d'aparcamientu
amenity,parkink,amenidad/serviciu = parque
amenity,payment_centre,amenidad/serviciu = centro_de_pagu
amenity,payment_terminal,amenidad/serviciu = terminal_de_pagu
amenity,pharmacy,Una farmacia ye una instalación sanitaria onde s'espachen melecines y ufiértase asesoramientu farmacéuticu | amenidad/servicio = farmacia
amenity,photo_booth,amenidad/servicio = cabina de semeyes
amenity,piano,amenidad/serviciu = pianu
amenity,place_of_mourning,amenidad/serviciu = llugar de llutu
amenity,place_of_worship,amenidad/serviciu = llugar d'adoración
amenity,planetarium,amenidad/serviciu = planetariu
amenity,po_box,amenidad/serviciu = estremáu de correos
amenity,police,amenidad/serviciu = policía
amenity,polling_station,amenidad/serviciu = centro electoral
amenity,post_box,amenidad/serviciu = buzón
amenity,post_depot,amenidad/serviciu = post_depot
amenity,post_office,amenidad/servicio = oficina de correos
amenity,prep_school,amenidad/serviciu = preparatoria
amenity,preschool,amenidad/serviciu = preescolar
amenity,printer,amenidad/servicio = impresora
amenity,prison,amenidad/servicio = prisión
amenity,prison_camp,amenidad/serviciu = riolo de prisioneros
amenity,proposed,amenidad/serviciu = propuestu
amenity,pub,amenidad/serviciu = pub
amenity,public_bath,amenidad/serviciu = Baño públicu
amenity,public_bookcase,amenidad/serviciu = public_bookcase
amenity,public_building,amenidad/serviciu = edificiu publico
amenity,ranger_station,amenidad/servicio = estación de guardabosques
amenity,reception_desk,amenidad/servicio = recepción
amenity,recycling,amenidad/serviciu = reciclaje
amenity,recycling/Quality_Assurance,amenidad/serviciu = reciclaje/Garantía calidable
amenity,refugee_housing,amenidad/servicio = vivienda para abelugaos
amenity,refugee_site,amenidad/serviciu = sitio_de_refuxaos
amenity,register_office,amenidad/servicio = oficina de Rexistru
amenity,rehearsal_studio,amenidad/serviciu = estudio d'ensayu
amenity,relay_box,amenidad/servicio = caja de relés
amenity,rescue_box,amenidad/servicio = caja de rescate
amenity,rescue_station,amenidad/servicio = estación de rescate
amenity,research_institute,amenidad/serviciu = Institutu d'Investigación
amenity,restaurant,Un restorán ye un establecimientu empresarial onde les persones paguen por comer comíes preparaes y bebíes nun ambiente de comedor | amenidad/serviciu = restorán
amenity,retirement_home,amenidad/serviciu = casa de retiru
amenity,rv_storage,amenidad/serviciu = almacenamientu de vehículos recreativos
amenity,sailing_school,amenidad/servicio = escuela de vela
amenity,sanatorium,amenidad/serviciu = sanatoriu
amenity,sanitary_dump_station,amenidad/servicio = estación_de descarga sanitaria
amenity,sauna,amenidad/servicio = sauna
amenity,sceptic_tank,amenidad/serviciu = tanque escépticu
amenity,school,Una escuela ye una institución educativa onde estudiantes de delles edaes aprienden materies académiques y práctiques | amenidad/servicio = escuela
amenity,scooter_rental,amenidad/serviciu = arriendu de scooters
amenity,seat,amenidad/serviciu = asitio
amenity,security_booth,amenidad/servicio = cabina de seguridá
amenity,septic_tank,amenidad/serviciu = tanque séptico
amenity,shelter,amenidad/serviciu = abelugo
amenity,shop,amenidad/serviciu = tienda
amenity,shower,amenidad/serviciu = duecha
amenity,ski_rental,amenidad/serviciu = arriendu d'esquí
amenity,ski_school,amenidad/servicio = escuela de Esqui
amenity,smoking_area,amenidad/servicio = Área de fumadores
amenity,snow_removal_station,amenidad/servicio = estación de remoción de nieve
amenity,social_centre,amenidad/serviciu = centro_social
amenity,social_club,amenidad/serviciu = Club Social
amenity,social_facility,amenidad/servicio = instalaciones_sociales
amenity,spa,amenidad/serviciu = spa
amenity,sport_school,amenidad/servicio = escuela de deportes
amenity,stables,amenidad/servicio = establo
amenity,stage,amenidad/servicio = etapa
amenity,stool,amenidad/servicio = heces
amenity,street_lamp,amenidad/servicio = farola
amenity,street_light,amenidad/serviciu = lluz de la cai
amenity,stripclub,amenidad/serviciu = club de striptease
amenity,stroller_parking,amenidad/serviciu = carricoche de estacionamiento
amenity,student_accommodation,amenidad/serviciu = agospiamientu para estudiantes
amenity,studio,amenidad/serviciu = estudio
amenity,surf_school,amenidad/servicio = escuela de surf
amenity,swimming_pool,amenidad/servicio = alberca
amenity,swimming_school,amenidad/servicio = escuela de natacion
amenity,swingerclub,amenidad/serviciu = club swinger
amenity,table,amenidad/servicio = mesa
amenity,taxi,amenidad/serviciu = taxi
amenity,taxi_point,amenidad/serviciu = puntu de taxi
amenity,telephone,amenidad/serviciu = teléfonu
amenity,television,amenidad/servicio = televisión
amenity,theatre,amenidad/serviciu = teatru
