key,value,definition
cabin:rental,yes,cabana:loguero = si
atm,no,Caxero automatico = no
atm,yes,Caxero automatico = sí
traffic_calming,no,calmar o trafico = no
traffic_calming,yes,calmar o trafico = sí
camra,yes,cambra = si
changing_table:fee,yes,cambiador: tarifa = si
switch,yes,cambiar = si
change:lanes:forward,no,cambiar:carrils:adebán = no
change:lanes:backward,no,cambiar:carrils:dezaga = no
change:backward,no,cambio: a lo revés = no
change:forward,no,cambio:adebán = no
waterway,yes,camino acuatico = si
european_cultural_path,yes,camino cultural europeu = si
fire_path,yes,camino de fuego = si
winter_road,yes,camino d'ibierno = si
ice_road,yes,camino_chelo = sí
gutter,no,canal = no
love_locks,yes,candaus d'amor = si
capacity:disabled,no,capazidat: desabilitau = no
capacity:disabled,yes,capazidat: desabilitau = sí
capacity:parent,no,capazidat: pai = no
capacity:women,no,capazidat:mullers = no
capital,yes,capital = si
caravans,yes,caravanas = sí
tents,yes,carpas = sí
motorroad,no,carretera = no
motorroad,yes,carretera = sí
cycleway,no,carril bici = no
cycleway,yes,carril bici = si
cycleway:right,no,carril bici: dreita = no
cycleway:foot,no,carril bici: piet = no
cycleway:both,no,carril bici:toz dos = no
center_turn_lane,yes,carril de chiro zentral = si
carriage,no,carro = no
golf_cart,yes,carro de golf = sí
fenced,yes,cletau = si
lock,yes,zarrar = sí
real_ale,yes,biera de verdat = si
fireplace,yes,chaminera = sí
cyclestreet,yes,ciclocalle = si
moped,no,ciclomotor = no
moped,yes,ciclomotor = sí
cycle_highway,yes,ciclovía = si
cycleway:right:buffer,no,ciclovía:dreita:amortiguador = no
cycleway:right:oneway,no,ciclovía:dreita:sentiu unico = no
cycleway:left,no,ciclovía:zurda = no
cocktails,yes,cocteles = si
fuel:diesel,yes,combustible: diesel = sí
fuel:e10,yes,combustible: e10 = sí
fuel:octane_95,yes,combustible: octanaje_95 = sí
fuel:octane_92,yes,combustible: octano_92 = sí
fuel:octane_98,yes,combustible: octano_98 = sí
fuel:lpg,yes,combustible:glp = sí
club-mate,yes,compañero de club = si
bin,no,compartimiento = no
bin,yes,compartimiento = sí
share_taxi,yes,compartir_taxi = sí
communication:mobile_phone,yes,comunicazión:telefono_mobible = sí
construction,yes,construzión = si
consulate,yes,consulau = si
cutting,yes,talle = él
cosmha,yes,cosmha = sí
crossing,no,cruze = no
crossing:island,no,cruze: isla = no
crossing:island,yes,cruze: isla = sí
crossing:light,no,cruze: luz = no
crossing:light,yes,cruze: luz = sí
crossing:barrier,no,cruze:barracala = no
crossing:bell,no,cruze:campana = no
crossing:bell,yes,cruze:campana = sí
crossing:saltire,yes,cruze:saltire = sí
covered,no,cubierto = no
covered,yes,cubierto = sí
healthcare,yes,cudiau d'a salut = sí
crop,no,cautibo = no
crop,yes,cautibo = si
summit:cross,yes,zima: cruz = si
smoking,no,de fumar = no
smoking,yes,de fumar = sí
tidal,no,de mareya = no
tidal,yes,de mareya = sí
oneway,no,d'una sola mano = no
oneway,yes,d'una sola mano = sí
demolished,yes,espaldau = si
demolished:building,yes,espaldau: edifizio = sí
destroyed,yes,destruyiu = si
dibavod:needs:review,yes,dibavod:nezesidaz:revisión = sí
diet:kosher,yes,dieta: kosher = si
diet:vegan,yes,dieta: vegana = sí
diet:vegetarian,yes,dieta: vechetariana = sí
diet:meat,yes,dieta:carne = si
addr:nostreet,yes,direzión: sin carrera = sí
design:incomplete,yes,diseño: incompleto = sí
dispensing,no,dispensando = no
dispensing,yes,dispensando = sí
two_sided,yes,dos fito-fito = si
building,no,edifizio = no
building:fireproof,no,edifizio: incombustible = no
building:fireproof,yes,edifizio: incombustible = sí
building:prefabricated,yes,edifizio: prefabricau = si
building:part,yes,edifizio:parte = sí
building:use:parking,yes,edifizio:uso:estazionamiento = sí
building:use:residential,yes,edifizio:uso:residencial = sí
edit_group,yes,editar grupo = si
ephemeral,yes,efímero = sí
electricity,yes,electrizidat = si
electrified,no,electrificau = no
removed:building,yes,eliminau: edifizio = sí
embassy,yes,embaixada = si
ship,no,Embarcacion = no
emergency,no,emerchenzia = no
emergency,yes,emerchenzia = sí
disused,yes,en desuso = sí
disused:shop,yes,en desuso: botiga = sí
entrance,no,dentrada = no
entrance,yes,dentrada = sí
delivery,no,libramiento = no
delivery,yes,libramiento = sí
was:building,yes,yera: edifizio = sí
is_sidepath,yes,ye_sidepath = sí
ladder,yes,escalera = si
baby_hatch,yes,trapa de bebe = si
school:selective,no,escuela: selectiva = no
school:selective,yes,escuela: selectiva = si
esperanto,yes,esperanto = si
ski,no,esquí = no
ski,yes,esquí = sí
signal_station,yes,estazión de siñals = si
seasonal,no,estazional = no
seasonal,yes,estazional = sí
parking,no,estazionamiento = no
parking,yes,estazionamiento = si
parking:right,no,estazionamiento: dreito = no
parking:left,no,estazionamiento: zurda = no
parking:both,no,estazionamiento:toz dos = no
parking:both:staggered,yes,estazionamiento:ambos:escalonaus = si
parking:lane:both,no,estazionamiento:carril:toz dos = no
estuary,yes,estuario = si
fdot:sis,yes,fdot: chirmana = sí
female,yes,femenino = sí
railway:preserved,yes,ferrocarril: conservau = sí
railway:milestone:catenary_mast,no,ferrocarril: fito: catenary_mast = no
railway:milestone:catenary_mast,yes,ferrocarril: fito: catenary_mast = sí
railway:lzb,no,ferrocarril: lzb = no
railway:lzb,yes,ferrocarril: lzb = sí
railway:scmt,yes,ferrocarril: scmt = sí
railway:ballastless,no,ferrocarril: sin balastre = no
railway:atb,no,ferrocarril:atb = no
railway:atb,yes,ferrocarril:atb = sí
railway:atc,yes,ferrocarril:atc = sí
railway:etcs,no,ferrocarril:etc.. = no
railway:gnt,no,ferrocarril:gnt = no
railway:milestone:emergency_brake_override,no,ferrocarril:fito:emergency_brake_override = no
railway:switch:electric,no,ferrocarril:interruptor:electrico = no
railway:switch:electric,yes,ferrocarril:interruptor:electrico = sí
railway:kvb,yes,ferrocarril:kvb = sí
railway:ls,no,ferrocarril:ls = no
railway:local_operated,no,ferrocarril:operau_localmén = no
railway:local_operated,yes,ferrocarril:operau_localmén = sí
railway:pzb,no,ferrocarril:pzb = no
railway:pzb,yes,ferrocarril:pzb = sí
railway:tbl,no,ferrocarril:tbl = no
physically_present,no,fisicamente presén = no
floating,yes,flotán = sí
FMMP_modified,no,FMMP_modificau = no
FMMP_reviewed,no,FMMP_revisau = no
kerb,no,frenar = no
kerb,yes,frenar = sí
frontage_road,yes,fren_carretera = sí
power_supply,yes,fuen d'alimentazión = sí
backup_generator,no,generador_de_refirmo = no
generator:output:electricity,yes,generador:salida:electrizidat = sí
room,yes,cambra = si
flour_fortified,no,farina_fortificada = no
heritage,yes,herenzio = sí
hgv:state_network,yes,hgv: ret_estar = sí
hgv:national_network,yes,hgv:ret_nazional = sí
fire_hydrant:pressure,yes,hidrante_de_inzendio:presión = sí
historic,no,istorico = no
historic,yes,istorico = sí
shoulder,no,uembro = no
shoulder,yes,uembro = sí
shoulder:right,yes,uembro: dreito = sí
opening_hours:signed,no,orario_de_obredura:siñau = no
collection_times:signed,no,orarios de plega:siñau = no
hov,yes,hov = si
oneway:bus,no,ida: autobús = no
oneway:bicycle,no,ida: bizicleta = no
oneway:bicycle,yes,ida: bizicleta = sí
oneway:motorcycle,no,ida: moto = no
lit,no,iluminau = no
lit,yes,iluminau = sí
implicit,yes,implizito = sí
import,yes,importar = sí
informal,yes,informal = sí
indoor,no,interior = no
indoor,yes,interior = sí
intermittent,no,intermitén = no
intermittent,yes,intermitén = sí
internet_access:fee,no,internet_access:tarifa = no
irrigation,yes,irrigazión = si
irrigated,no,irrigau = no
irrigated,yes,irrigau = si
jetski:rental,yes,jetski:loguero = si
karst,yes,karstico = si
working,yes,laboral = sí
LandPro08:reviewed,no,LandPro08:revisau = no
lcn,yes,lcn = sí
localizer,yes,localizador = si
lottery,yes,lotería = si
place_of_mourning,yes,puesto de luto = si
passing_places,no,puestos de trango = no
passing_places,yes,puestos de trango = si
luminous,no,luminoso = no
forklift,no,maquina elevadora/elevadera = no
forklift,yes,maquina elevadora/elevadera = si
seamark:radar_reflector,no,marca de mar: reflector de radar = no
seamark:radar_reflector,yes,marca de mar: reflector de radar = si
seamark:fog_signal,yes,marca de mar: siñal de boira = si
lane_markings,no,marcas_de_carril = no
lane_markings,yes,marcas_de_carril = sí
maritime,yes,marítimo = sí
male,yes,masculino = sí
hazmat,no,materials periglosos = no
maxspeed,no,masima velozidat = no
wholesale,no,mayorista = No
wholesale,yes,mayorista = Sí
mechanical,yes,mecanico = sí
median,no,meyana = no
bench,no,mesa de treballo = no
bench,yes,mesa de treballo = sí
changing_table,no,mesa ta cambiar pañals = no
changing_table,yes,mesa ta cambiar pañals = sí
microbrewery,yes,microcervecería = si
military,yes,militar = si
mofa,no,mofla = no
mofa,yes,mofla = sí
currency:EUR,yes,moneda: euros = sí
memorial,yes,molimento= si
motorcycle:rental,yes,moto:loguero = si
motorcycle,no,moto = no
motorcycle,yes,moto = sí
motorcycle:tyres,yes,moto: pneumaticos = si
motorcycle:repair,yes,moto: reparazión = si
motorcycle:theme,yes,moto: tema = si
motorcycle:clothes,yes,moto:ropa = si
motorcycle:sales,yes,moto:vendas = si
snowmobile,no,motonieve = no
snowmobile,yes,motonieve = sí
motorboat,no,motora = no
motorboat,yes,motora = sí
naptan:verified,no,naptán: verificau = no
naptan:verified,yes,naptán: verificau = sí
natural,yes,natural = si
nonsquare,yes,no cuadrau = si
unsigned,yes,no siñau = si
name:signed,no,nombre: siñau = no
noref,yes,noref = sí
ocean,yes,Oceano = sí
office,yes,usina = sí
osmarender:render,no,osmarender:renderizar = no
osmarender:renderRef,no,osmarender:renderRef = no
osmarender:renderName,no,osmarender:representarNombre = no
payment:cash,no,Pago en efeutivo = no
payment:cash,yes,Pago en efeutivo = sí
payment:american_express,yes,pago: american_express = sí
payment:jcb,yes,pago: jcb = sí
payment:contactless,yes,pago: sin contacto = sí
payment:cards,yes,pago: tarchetas = sí
payment:visa_debit,yes,pago: visa_debit = sí
payment:visa_electron,yes,pago: visa_electron = sí
payment:credit_cards,no,pago:credit_cards = no
payment:credit_cards,yes,pago:credit_cards = sí
payment:discover_card,yes,pago:descubrir_tarcheta = sí
payment:diners_club,yes,pago:diners_club = sí
payment:ep_easycard,yes,pago:ep_easycard = sí
payment:ep_ipass,yes,pago:ep_ipass = sí
payment:girocard,yes,pago:girocard = sí
payment:maestro,yes,pago:mayestro = sí
payment:mastercard,yes,pago:mastercard = sí
payment:coins,yes,pago:monedas = sí
payment:notes,yes,pago:notas = sí
payment:debit_cards,no,pago:tarchetas_debito = no
payment:debit_cards,yes,pago:tarchetas_debito = sí
payment:telephone_cards,yes,pago:telefono_tarchetas = sí
payment:visa,yes,pago:visado = sí
passenger_information_display,no,pantalla_de_informazión_d'o_pasachero = no
passenger_information_display,yes,pantalla_de_informazión_d'o_pasachero = sí
recycling:paper,yes,papel reziclau = sí
parcel_mail_in,yes,paquet_correu_en = él
wall,no,paret = no
wall,yes,paret = sí
playground,yes,parque infantil = si
motorcycle:parts,yes,partes de moto = si
passenger,no,pasachero = no
passenger,yes,pasachero = si
handrail:right,yes,pasamanos: dreito = sí
handrail:left,yes,pasamanos:zurdo = sí
stroller,yes,paseante = sí
park_ride,no,gambada d'o Parque = no
park_ride,yes,gambada d'o Parque = sí
flat_steps,yes,trangos planos/plans = si
tactile_paving,no,pavimento_tactil = no
tactile_paving,yes,pavimento_tactil = sí
toll,no,peache = no
toll,yes,peache = sí
toll:bus,yes,peache: autobús = sí
toll:designated,yes,peache: designau = si
toll:hgv,yes,peache:hgv = sí
toll:N3,yes,peache:N3 = sí
glideslope,yes,pendién de planeyo = si
pilgrimage,yes,peregrinaje = si
dog,no,can = no
dog,yes,can = sí
maxweight:signed,no,peso masimo: siñau = no
foot,no,piet = no
foot,yes,piet = sí
trailblazed,yes,pionero = sí
swimming_pool,yes,piszina = si
piste:oneway,yes,pista: ida = sí
plant:output:electricity,yes,planta:producto:electrizidat = sí
nest_platform,yes,plataforma niedo = si
police,yes,polizía = si
pole,no,polo = no
handrail,no,petril = no
handrail,yes,petril = sí
flood_prone,no,propenso a inundar-se = no
flood_prone,yes,propenso a inundar-se = sí
hazard_prone,yes,propenso a periglos = si
protected,yes,protechiu = sí
project:eurosha_2012,yes,proyeuto:eurosha_2012 = sí
project:mappingforniger,yes,proyeuto:mappingforniger = sí
psv,no,psv = no
psv,yes,psv = sí
bridge,no,puen = no
bridge,yes,puen = sí
door,yes,puerta = sí
harbour,yes,puerto = si
mountain_pass,yes,Puerto de montaña = sí
assembly_point:tornado,yes,punto de trobada: tornau = si
assembly_point:fire,yes,punto de trobada:fuego = si
assembly_point:flood,yes,punto de trobada:inundazión = si
assembly_point:earthquake,yes,punto de trobada:tierratremo = si
assembly_point:tsunami,yes,punto de trobada:tsunami = si
survey_point:datum_aligned,no,punto de levantamiento:datum aliniau = no
survey_point:datum_aligned,yes,punto de levantamiento:datum aliniau = si
reference_point,yes,punto de referenzia = si
assembly_point:landslide,yes,punto de reunión: eslizamiento de tierra = si
triangulation_point,yes,punto_de_triangulazión = sí
snowplowing,yes,tirando a nieu = sí
takeaway,yes,tirar = sí
ramp,no,rampa = no
ramp,yes,rampa = sí
ramp:bicycle,yes,rampa:bizicleta = sí
ramp:stroller,yes,rampa:cochecito = sí
ramsar,yes,Ramsar = si
trail_visibility,no,rastro_visibilidat = no
rcn,yes,rcn = sí
refitted,yes,reacondicionado = si
recycling:waste,yes,reciclaje de repuis = sí
recycling:cans,yes,reciclaje: latas = sí
recycling:plastic_bottles,yes,reciclaje:botellas_de_plastico = sí
recycling:glass_bottles,yes,reciclaje:botellas_de_veire = sí
recycling:cardboard,yes,reciclaje:cartón = sí
recycling:scrap_metal,yes,reciclaje:ferralla_metal = sí
recycling:green_waste,yes,reciclaje:green_waste = sí
recycling:paper_packaging,yes,reciclaje:papel_embalache = sí
recycling:batteries,yes,reciclaje:pilas = sí
recycling:plastic_packaging,yes,reciclaje:plastic_packaging = sí
recycling:plastic,yes,reciclaje:plastico = sí
recycling:clothes,yes,reciclaje:ropa = sí
recycling:glass,no,reciclaje:veire = no
recycling:glass,yes,reciclaje:veire = sí
recycling:shoes,yes,reciclaje:zapatos = sí
parcel_pickup,yes,replegada_paquet = sí
rednap:nodo,no,rednap: nodo = no
refrigerated,yes,refricherau = si
refugee,yes,acubillau = si
shelter,no,refuchio = no
shelter,yes,refuchio = sí
animal_shelter:sanctuary,yes,refuchio d'animals: santuario = si
reclaimed,yes,rechenerau = si
repair,yes,apañar = si
reservation,yes,reserva = sí
backrest,no,refirmo = no
backrest,yes,refirmo = sí
ruins,yes,restas = sí
review,no,revisión = no
review_requested,yes,revisión demandada = si
salt,no,sale = no
salt,yes,sale = él
exit,yes,salida = sí
departures_board,no,salidas a bordo = no
departures_board,yes,salidas a bordo = sí
second_hand,yes,segunda mano = sí
traffic_sign,yes,siñal de trafico = sí
traffic_signals:sound,no,siñals_de_trafico:son = no
traffic_signals:sound,yes,siñals_de_trafico:son = sí
traffic_signals:vibration,no,siñals_de_trafico:vibrazión = no
traffic_signals:vibration,yes,siñals_de_trafico:vibrazión = sí
footway,yes,carrerón = si
hiking,yes,senderismo = sí
drive_through,no,servizio a lo carro = no
drive_through,yes,servizio a lo carro = sí
NHS,yes,Servizio Nazional de Salut = sí
winter_service,no,servizio_de_ibierno = no
winter_service,yes,servizio_de_ibierno = sí
service:bicycle:repair,yes,servizio:bizicleta:reparazión = sí
service:vehicle:tyres,yes,servizio:vehiculo:neumaticos = si
pseudo,yes,seudo = si
real_cider,yes,sidra de verdat = si
wheelchair,no,silla de ruedas = no
wheelchair,yes,silla de ruedas = sí
wheelchair,yes,silla de ruedas = sí 
wheelchair,no,silla de ruedas =no
noaddress,yes,sin direzión = sí
noname,yes,sin nombre = sí
nohousenumber,yes,sin numero de casa = sí
noexit,no,Sin salida = no
noexit,yes,Sin salida = sí
medical_system:western,yes,sistema medico:ozidental = si
request_stop,yes,demanda de parada = si
4wd_only,yes,Nomás 4x4 = sí
source_type_imagery,yes,source_type_imagery = sí
substation,yes,subestazión = si
submarine,yes,submarino = si
subway,yes,subterraneo = sí
supervised,no,supervisau = no
supervised,yes,supervisau = sí
fee,no,tarifa = no
fee,yes,tarifa = sí
taxi,yes,taxi = sí
jeepney,yes,taxi colectivo = si
roof:downpipe,no,teito: bajante = no
embankment,yes,terraplén = sí
shop,no,botiga = no
shop,yes,botiga = sí
typhoon:damage,yes,tifón: daño = sí
typhoon:reviewed,yes,tifón:revisau = sí
tiger:separated,no,tigre: deseparau = no
tiger:reviewed,no,tigre:revisau = no
tiger:reviewed,yes,tigre:revisau = sí
triple_tower,yes,torre_triple = sí
transformer,yes,transformador = si
radio_transponder:AIS,yes,transpondedor de radio: AIS = si
ferry,no,transportar = no
ferry,yes,transportar = sí
conveying,yes,transporte = sí
tram,yes,tranvía = sí
backcountry,yes,travesía = sí
train,no,tren = no
train,yes,tren = sí
light_rail,yes,Tren Lixero = sí
trolleybus,yes,trolebús = sí
trolley_wire,yes,trolley_wire = sí
tunnel,no,túnel = no
tunnel,yes,túnel = sí
tourism,yes,turismo = si
location:transition,yes,ubicazión: transizión = sí
building,yes,"Un edifizio ye una construzión permanén con teito y parez, utilizau ta diversos propositos | edifizio = sí"
oneway:moped,no,unidirezional: ciclomotor = no
oneway:psv,no,unidirezional: psv = no
oneway:mofa,no,unidirezional:mofla = no
junction,yes,unión = sí
unisex,yes,unisexo = sí
landuse,yes,uso d'o suelo = si
ford,yes,rasal = sí
vehicle,no,veiclo = no
vehicle,yes,veiclo = sí
motor_vehicle,no,Veiclo de motor = no
motor_vehicle,yes,Veiclo de motor = sí
sailing:tours,yes,ves-la:escursions = si
maxspeed:variable,yes,velozidat masima:variable = sí
street_vendor,yes,vendedor ambulán = si
hgv,no,vhg = no
hgv,yes,vhg = sí
roundtrip,no,viache ida y vuelta = no
roundtrip,yes,viache ida y vuelta = sí
living_street,yes,vivir_carrera = sí
area:highway,yes,zona:carretera = sí
addr:contact,yes,direzión:contacto=sí
air_conditioning,no,aire_acondizionau=no
armrest,no,reposabrazos=no
armrest,yes,reposabrazos=sí
authentication:app,yes,autenticazión:app=sí
authentication:contactless,yes,autenticazión:sin_contacto=sí
automated,no,automatizau=no
bar,yes,barra=sí
barrier:keypad,yes,barracala:teclau=sí
canoe,no,canoa=no
canoe,yes,canoa=sí
caravans,no,caravanas=no
cash_in,no,deposito_de_efeutivo=no
cash_in,yes,deposito_de_efeutivo=sí
centre_turn_lane,yes,carril_zentral_de_chiro=sí
club,yes,club=sí
communication:lte,yes,comunicazión:lte=sí
communication:microwave,yes,comunicazión:microondas=sí 
communication:radio,yes,comunicazión:radio=sí
complete,yes,completau=sí
crossing:markings,no,cruze:marcazions=no
crossing:markings,yes,cruze:marcazions=sí
crossing:signals,no,cruze:siñals=no
crossing:signals,yes,cruze:siñals=sí
currency:USD,yes,moneda:USD=sí
currency:XBT,yes,moneda:XBT=sí
cycleway:both:buffer,no,carril bici:ambos:zona d'amortimiento=no
cycleway:left:oneway,no,carril bici:zurda:un solo sentiu=no
cycleway:right:buffer,yes,carril bici:dreita:zona d'amortimiento=sí
cycleway:right:oneway,yes,carril bici:dreita:un solo sentiu=sí
cycleway:right:segregated,no,carril bici:dreita:deseparau=no
destroyed:building,yes,edifizio destruyiu=sí ye
diet:halal,no,dieta:halal=no
diet:halal,yes,dieta:halal=sí
diet:kosher,no,dieta:kosher=no
diet:vegan,no,dieta:vegana=no
door,no,puerta=no
female,no,muller=no
fire_hydrant:diameter:signed,no,hidrante:diametro:siñau=no
fixme,yes,apañar-me=sí
flashing_lights,no,luzes_intermitens=no
floating,no,flotán=no
fuel:GTL_diesel,yes,combustible:diésel_GTL=sí
fuel:octane_91,yes,combustible:octano_91=sí
generator:solar:tracking,no,generador:solar:seguimiento=no
geometry:reviewed,no,cheometría:revisada=no
grande_circulation,yes,gran_zirculazión=sí
hgv:national_network,no,hgv:ret_nazional=no
indoor_seating,no,interior_s'ating =no
informal,no,informal=no
internet_access:fee,yes,azeso_internet:de_conduta=sí
language:en,yes,idioma:ing=sí
LINZ:reviewed,no,LINZ:revisau=no
lockable,yes,con_zarradura=sí
luminous,yes,luminoso=sí
magic_wand,yes,varita_machica=sí
marker,yes,marcador=sí
maxheight:signed,no,altura_masima:con_siña=no
maxstay,no,estanzia_masima=no
monitoring:water_level,yes,monitoreo:libel_d'o_augua=sí
monitoring:weather,yes,monitoreo:clima=sí
obstacle:parking,yes,obstaclo:estazionamiento=sí
offshore,yes,en2_alta mar=sí
organic,yes,organico=sí
overtaking:hgv,no,abanzamiento:hgv=no
parking:both,yes,estazionamiento:toz dos=sí
parking:both:fee,no,parking:both:fee=no
parking:fee,no,estazionamiento:fee=no
parking:left,yes,estazionamiento:left=yes
parking:left:fee,no,estazionamiento:left:fee=no
parking:right,yes,estazionamiento:right=yes
parking:right:fee,no,estazionamiento:right:fee=no
payment:app,yes,pago:app=yes
payment:apple_pay,yes,pago:apple_pay=yes
payment:cards,no,pago:cards=no
payment:cryptocurrencies,no,pago:cryptocurrencies=no
payment:google_pay,yes,pago:google_pay=yes
payment:lightning,yes,pago:lightning=yes
payment:notes,no,pago:notes=no
payment:onchain,yes,pago:onchain=yes
payment:unionpay,yes,pago:unionpay=yes
pole,yes,poste =sí
power_supply,no,suministro electrico=no
preschool,yes,preescolar=sí
priority_road,yes,carretera prioritaria=sí
railway:asfa,yes,ferrocarril:asfa=sí
railway:atc,no,ferrocarril:atc=no
railway:aws,yes,ferrocarril:aws=sí
railway:ctc,no,ferrocarril:ctc=no
railway:ctc,yes,ferrocarril:ctc=sí
railway:etms,yes,ferrocarril:etms=sí
railway:evm,no,ferrocarril:evm=no
railway:kvb,no,ferrocarril:kvb=no
railway:ls,yes,ferrocarril:ls=sí
railway:ptc,no,ferrocarril:ptc=no
railway:ptc,yes,ferrocarril:ptc=sí
railway:shp,yes,ferrocarril:shp=sí
railway:switch:heated,yes,ferrocarril:interruptor:calefactado=sí
railway:tilting,no,ferrocarril:inclinable=no
railway:tpws,yes,ferrocarril:tp ws=sí
railway:tvm,no,ferrocarril:tvm=no
ramp:wheelchair,no,rampa:silla de ruedas=no
ramp:wheelchair,yes,rampa:silla de ruedas=sí
recycling:beverage_cartons,yes,reciclaje:envases de bebidas=sí
recycling:magazines,yes,reciclaje:revistas=sí
recycling:newspaper,yes,reciclaje:periodicos=sí
recycling:organic,yes,reciclaje:organicos=sí
recycling:plastic,no,reciclaje:plastico=no
ref:signed,no,ref:siñau=no
reservation,no,reserva=no
ruins:building,yes,ruinas:edifizio=sí
sanitary_dump_station,yes,estazión de vertedero sanitario=sí
scenic,yes,paisachistico=sí
service:bicycle:pump,yes,servizio:bomba de bizicletas=sí
service:bicycle:retail,yes,servizio:bizicleta:venda=sí
service:bicycle:tools,yes,servizio:bizicleta:ferramientas=sí
service:vehicle:car_repair,yes,servizio:veiclo:reparazión_de_automobils=sí
shower,yes,ducha=sí
sidewalk:both,no,fazera:totas dos=no
sidewalk:both,yes,fazera:totas dos=sí
sidewalk:left,yes,fazera:zurda=sí
sidewalk:right,yes,fazera:dreita=sí
stairs,yes,escaleras=sí
stilts,yes,chanclos=sí
takeaway,no,comida ta levar=no
toilets:handwashing,yes,baños:lavau de manos=sí
tourist_bus,no,autobús_turistico=no
traffic_signals:countdown,yes,siñals_de_tráiler:cuenta_dezaga=sí
trailblazed,no,señalizado=no
trolley_wire,no,cableado_ta_tranvías=no
