key,value,definition
amenity,ambulance_station,amenidad/servizio = estazión d'ambulanzia
amenity,animal_boarding,amenidad/servizio = aloxamiento_de_animals
amenity,animal_breeding,amenidad/servizio = cría_de_animals
amenity,animal_effluent_disposal,amenidad/servizio = eliminazión d'efluentes animals
amenity,animal_hitch,amenidad/servizio = enganche d'animals
amenity,animal_shelter,amenidad/servizio = acubillo d'animals
amenity,animal_training,amenidad/servizio = entrenamiento d'animals
amenity,archive,amenidad/servizio = archivo
amenity,arts_centre,amenidad/servizio = zentro_de_as_artes
amenity,artwork,amenidad/servizio = obra d'arte
amenity,atm,amenidad/servizio = Caxero automatico
amenity,audiologist,amenidad/servizio = audiólogo
amenity,avalanche_transceiver,amenidad/servizio = transceptor de lurte
amenity,baby_hatch,amenidad/servizio = trapa de bebe
amenity,baking_oven,amenidad/servizio = forno de cozión
amenity,bank,"Una cadiera ye una instituzión finanziera que proporziona servizios como depositos, ampra, inversions y asesoramiento finanziero | amenidad/servizio = cadiera"
amenity,bar,amenidad/servizio = tabierna
amenity,bbq,amenidad/servizio = barbacoa
amenity,bear_box,amenidad/servizio = caxa d'onso
amenity,bench,amenidad/servizio = cadiera ta posar-se
amenity,bicycle_library,amenidad/servizio = biblioteca de bizicletas
amenity,bicycle_parking,amenidad/servizio = Parking de bizicletas
amenity,bicycle_rental,amenidad/servizio = loguero de bizicletas
amenity,bicycle_repair_station,amenidad/servizio = estazión_de_reparazión_de_bizicletas
amenity,bicycle_trailer_sharing,amenidad/servizio = compartir remolque de bizicleta
amenity,biergarten,amenidad/servizio = biergarten
amenity,bike_parking,amenidad/servizio = estazionamiento de bizicletas
amenity,bikeshed,amenidad/servizio = cobertizo ta bizicletas
amenity,binoculars,amenidad/servizio = prismaticos
amenity,bird_bath,amenidad/servizio = baño de paxaros
amenity,blood_bank,amenidad/servizio = Cadiera de Sangre
amenity,boat_rental,amenidad/servizio = loguero_de_barcos
amenity,boat_sharing,amenidad/servizio = barco compartiu
amenity,boat_storage,amenidad/servizio = barco_almagazenamiento
amenity,body_scale,amenidad/servizio = bascula corporal
amenity,brothel,amenidad/servizio = burdel
amenity,bts,amenidad/servizio = BTS
amenity,buggy_parking,amenidad/servizio = estazionamiento de buggy
amenity,building_yard,amenidad/servizio = patio de construzión
amenity,bureau_de_change,amenidad/servizio = cambio de moneda
amenity,bus_station,amenidad/servizio = estazión d'autobúses
amenity,bus_stop,amenidad/servizio = parada d'autobús
amenity,cafe,"Un café ye un chico restaurán u cafetería que sirve comidas lixeras, aperitivos, café y atras bebidas | amenidad/servizio = cafetería"
amenity,canoe_hire,amenidad/servizio = loguero de canoas
amenity,canteen,amenidad/servizio = cantina
amenity,car_pooling,amenidad/servizio = coche_compartiu
amenity,car_rental,amenidad/servizio = loguero de coches
amenity,car_repair,amenidad/servizio = reparazión d'autos
amenity,car_sharing,amenidad/servizio = auto compartiu
amenity,car_wash,amenidad/servizio = lavau d'autos
amenity,carpet_washing,amenidad/servizio = lavau d'alfombras
amenity,carwash,amenidad/servizio = lavau d'autos
amenity,casino,amenidad/servizio = casino
amenity,chair,amenidad/servizio = silla
amenity,changing_room,amenidad/servizio = vestugario
amenity,charging_station,amenidad/servizio = Estazión de carga
amenity,charging_station/Tesla_Motors,amenidad/servizio = estazión de carga/Tesla Motors
amenity,checkpoint,amenidad/servizio = control
amenity,childcare,amenidad/servizio = cudiau de ninos
amenity,cinema,amenidad/servizio = zine
amenity,citymap_post,amenidad/servizio = publicazión d'o mapa d'a ziudat
amenity,clinic,amenidad/servizio = clinica
amenity,cloakroom,amenidad/servizio = guardarropa
amenity,clock,amenidad/servizio = reloch
amenity,clothes_dryer,amenidad/servizio = secadora de ropa
amenity,club,amenidad/servizio = club
amenity,clubhouse,amenidad/servizio = casa club
amenity,coast_guard,amenidad/servizio = guardacostas
amenity,coast_radar_station,amenidad/servizio = estazión de radar costera
amenity,college,amenidad/servizio = colega
amenity,community_centre,amenidad/servizio = zentro Comunitario
amenity,compressed_air,amenidad/servizio = aire comprimiu
amenity,concert_hall,amenidad/servizio = sala de conziertos
amenity,concession_stand,amenidad/servizio = meso de comida
amenity,conference_centre,amenidad/servizio = zentro de conferenzias
amenity,consulate,amenidad/servizio = consulau
amenity,convention_centre,amenidad/servizio = Zentro de convenzión
amenity,courier,amenidad/servizio = mensajero
amenity,courthouse,amenidad/servizio = palazio de chustizia
amenity,coworking_space,amenidad/servizio = espazio de treballo conchunto
amenity,crematorium,amenidad/servizio = crematorio
amenity,crematory,amenidad/servizio = crematorio
amenity,crucifix,amenidad/servizio = cruzifixo
amenity,crypt,amenidad/servizio = cripta
amenity,culture_center,amenidad/servizio = Zentro cultural
amenity,customs,amenidad/servizio = duanas
amenity,dancing_school,amenidad/servizio = escuela de baile
amenity,dead_pub,amenidad/servizio = tabierna muerta
amenity,dentist,amenidad/servizio = dentista
amenity,device_charging_station,amenidad/servizio = estazión de carga de dispositivos
amenity,disused,amenidad/servizio = en desuso
amenity,dive_centre,amenidad/servizio = zentro_de_capuzío
amenity,doctor,amenidad/servizio = medico
amenity,doctors,amenidad/servizio = medicos
amenity,dog_bin,amenidad/servizio = papelera ta cans
amenity,dog_parking,amenidad/servizio = estazionamiento ta cans
amenity,dog_toilet,amenidad/servizio = inodoro ta cans
amenity,dog_waste_bin,amenidad/servizio = pozal de vasuera ta cans
amenity,dojo,amenidad/servizio = dojo
amenity,donation,amenidad/servizio = donazión
amenity,dormitory,amenidad/servizio = dormitorio
amenity,dressing_room,amenidad/servizio = Vestidor
amenity,drinking_water,amenidad/servizio = amera potable
amenity,driver_training,amenidad/servizio = entrenamiento_d'o_conductor
amenity,driver_training_area,amenidad/servizio = zona de formazión de conductors
amenity,driving_school,amenidad/servizio = autoescuela
amenity,dryer,amenidad/servizio = secadora
amenity,education,amenidad/servizio = educazión
amenity,embassy,amenidad/servizio = embaixada
amenity,emergency_phone,amenidad/servizio = Telefono d'emerchenzia
amenity,emergency_service,amenidad/servizio = servizio d'emerchenzia
amenity,ev_charging,amenidad/servizio = carga ev
amenity,events_centre,amenidad/servizio = zentro d'eventos
amenity,events_venue,amenidad/servizio = eventos_puesto
amenity,exercise_point,amenidad/servizio = punto d'exerzizio
amenity,exhibition_centre,amenidad/servizio = zentro d'esposizions
amenity,fab_lab,amenidad/servizio = laboratorio fabuloso
amenity,fast_food,amenidad/servizio = mesure rapida
amenity,feeding_place,amenidad/servizio = puesto_de_alimentacion
amenity,ferry_terminal,amenidad/servizio = terminal d'o ferry
amenity,festival_grounds,amenidad/servizio = terrenos d'o festival
amenity,financial_advice,amenidad/servizio = asesoría finanziera
amenity,fire_hydrant,amenidad/servizio = boca d'inzendio
amenity,fire_station,amenidad/servizio = estazión de pompiers
amenity,first_aid,amenidad/servizio = primers ausilios
amenity,firstaid,amenidad/servizio = primers ausilios
amenity,fish_spa,amenidad/servizio = baños de pescau
amenity,fitness_station,amenidad/servizio = estazión de fitness
amenity,flight_school,amenidad/servizio = escuela de vuelo
amenity,food_court,amenidad/servizio = zona de comidas
amenity,food_sharing,amenidad/servizio = compartir comida
amenity,foot_shower,amenidad/servizio = ducha de piez
amenity,fountain,amenidad/servizio = fuen
amenity,freeshop,amenidad/servizio = crompa gratis
amenity,fridge,amenidad/servizio = nevera
amenity,fuel,amenidad/servizio = combustible
amenity,funeral_hall,amenidad/servizio = salón_funerario
amenity,gambling,amenidad/servizio = chugo
amenity,game_feeding,amenidad/servizio = chugo_alimentacion
amenity,garages,amenidad/servizio = garaches
amenity,give_box,amenidad/servizio = dar caxa
amenity,grave_yard,amenidad/servizio = fosal
amenity,grit_bin,amenidad/servizio = grit_bin
amenity,gym,amenidad/servizio = chimnasia
amenity,gym_(Don't_use),amenidad/servizio = gimnasio (no usar)
amenity,health_post,amenidad/servizio = meso_de_salut
amenity,hitching_post,amenidad/servizio = poste d'enganche
amenity,hookah_lounge,amenidad/servizio = salón_de_a/a_cachimba
amenity,horse_parking,amenidad/servizio = estazionamiento de caballos
amenity,hospice,amenidad/servizio = espizio
amenity,hospital,"Un espital ye una instalazión medica que proporziona atenzión sanitaria integral, tratamiento d'emerchenzias y servizios medicos espezializaus | amenidad/servizio = espital"
amenity,hunting_stand,amenidad/servizio = meso_de_cazata
amenity,hydrant,amenidad/servizio = boca d'auguas
amenity,ice_cream,amenidad/servizio = chelau
amenity,internet_cafe,amenidad/servizio = Café internet
amenity,jobcentre,amenidad/servizio = zentro de treballo
amenity,juice_bar,amenidad/servizio = Tabierna de sucos
amenity,karaoke_box,amenidad/servizio = caxa_karaoke
amenity,kick-scooter_rental,amenidad/servizio = loguero de patinetes
amenity,kindergarten,amenidad/servizio = chardín d'infanzia
amenity,kiosk,amenidad/servizio = quiosco
amenity,kitchen,amenidad/servizio = cozina
amenity,kneipp_water_cure,amenidad/servizio = kneipp_water_cure
amenity,Kneippbecken,amenidad/servizio = Kneippbecken
amenity,language_school,amenidad/servizio = escuela d'idiomas
amenity,lavoir,amenidad/servizio = lavoir
amenity,letter_box,amenidad/servizio = caixa
amenity,library,amenidad/servizio = biblioteca
amenity,library_dropoff,amenidad/servizio = entrega d'a biblioteca
amenity,life_ring,amenidad/servizio = anillo de vida
amenity,lifeboat_station,amenidad/servizio = estazión de potes salvavidas
amenity,loading_dock,amenidad/servizio = muelle_de_carga
amenity,locker,amenidad/servizio = armari
amenity,lost_property_office,amenidad/servizio = usina d'obchetos tresbatius
amenity,lounger,amenidad/servizio = haragán
amenity,love_hotel,"amenidad/servizio = Casa de zitas , cambras por oras"
amenity,luggage_locker,amenidad/servizio = casillero de paramento
amenity,mailroom,amenidad/servizio = sala de correu
amenity,marae,amenidad/servizio = marae
amenity,marketplace,amenidad/servizio = mercau
amenity,meditation_centre,amenidad/servizio = zentro de meditazión
amenity,microwave,amenidad/servizio = microonda
amenity,milk_dispenser,amenidad/servizio = dispensador de lei
amenity,mist_spraying_cooler,amenidad/servizio = enfriador de pulverización de boira
amenity,mobile_library,amenidad/servizio = biblioteca móvil
amenity,mobile_money_agent,amenidad/servizio = achén_diners_movil
amenity,monastery,amenidad/servizio = monesterio
amenity,money_transfer,amenidad/servizio = transferenzia de diners
amenity,mortuary,amenidad/servizio = mortuorio
amenity,motorcycle_parking,amenidad/servizio = moto_estazionamiento
amenity,motorcycle_rental,amenidad/servizio = loguero de motos
amenity,motorcycle_taxi,amenidad/servizio = mototaxi
amenity,mtb_school,amenidad/servizio = escuela mtb
amenity,music_school,amenidad/servizio = escuela de Musica
amenity,music_venue,amenidad/servizio = puesto de mosica
amenity,nightclub,amenidad/servizio = Club nueiturno discoteca
amenity,nursery,amenidad/servizio = guardería
amenity,nursing_home,amenidad/servizio = asilo_de_viellos
amenity,office,amenidad/servizio = usina
amenity,osmica,amenidad/servizio = osmica
amenity,outfitter,amenidad/servizio = camisero
amenity,parcel_locker,amenidad/servizio = paquet_casillero
amenity,parcel_lockers,amenidad/servizio = casilleros ta paquez
amenity,parcel_postbox,amenidad/servizio = caixa de paquez
amenity,park,amenidad/servizio = parque
amenity,parking,"Una instalazión d'aparcamento proporziona espazios designaus para que os veiclos s'aparquen, ya siga ta uso a curto u largo plazo | amenidad/servizio = estazionamiento"
amenity,parking_entrance,amenidad/servizio = estazionamiento_dentrada
amenity,parking_space,amenidad/servizio = plaza d'aparcamento
amenity,parkink,amenidad/servizio = parque
amenity,payment_centre,amenidad/servizio = zentro_de_pago
amenity,payment_terminal,amenidad/servizio = terminal_de_pago
amenity,pharmacy,Una farmazia ye una instalazión sanitaria do se dispensan medezinas y s'ofrexe asesoramiento farmazeutico | amenidad/servizio = farmazia
amenity,photo_booth,amenidad/servizio = gabina de fotos
amenity,piano,amenidad/servizio = piano
amenity,place_of_mourning,amenidad/servizio = puesto de luto
amenity,place_of_worship,amenidad/servizio = puesto d'adorazión
amenity,planetarium,amenidad/servizio = planetario
amenity,po_box,amenidad/servizio = apartau de correus
amenity,police,amenidad/servizio = polizía
amenity,polling_station,amenidad/servizio = zentro electoral
amenity,post_box,amenidad/servizio = caixa
amenity,post_depot,amenidad/servizio = post_depot
amenity,post_office,amenidad/servizio = usina de correus
amenity,prep_school,amenidad/servizio = preparatoria
amenity,preschool,amenidad/servizio = preescolar
amenity,printer,amenidad/servizio = impresora
amenity,prison,amenidad/servizio = prisión
amenity,prison_camp,amenidad/servizio = campo de prisioneros
amenity,proposed,amenidad/servizio = proponiu
amenity,pub,amenidad/servizio = pub
amenity,public_bath,amenidad/servizio = Baño publico
amenity,public_bookcase,amenidad/servizio = public_bookcase
amenity,public_building,amenidad/servizio = edifizio publico
amenity,ranger_station,amenidad/servizio = estazión de guardabosques
amenity,reception_desk,amenidad/servizio = rezepzión
amenity,recycling,amenidad/servizio = reciclaje
amenity,recycling/Quality_Assurance,amenidad/servizio = reciclaje/Guarenzia de calidat
amenity,refugee_housing,amenidad/servizio = vivienda ta acubillaus
amenity,refugee_site,amenidad/servizio = puesto_de_acubillaus
amenity,register_office,amenidad/servizio = usina de Rechistro
amenity,rehearsal_studio,amenidad/servizio = estudeyo d'asayo
amenity,relay_box,amenidad/servizio = caxa de relés
amenity,rescue_box,amenidad/servizio = caxa de rescate
amenity,rescue_station,amenidad/servizio = estazión de rescate
amenity,research_institute,amenidad/servizio = Instituto d'Investigazión
amenity,restaurant,Un restaurán ye un establimiento empresarial do as personas pagan por minchar comidas paradas y bebidas en un ambién de minchador | amenidad/servizio = restaurán
amenity,retirement_home,amenidad/servizio = casa de retiro
amenity,rv_storage,amenidad/servizio = almagazenamiento de veiclos recreativos
amenity,sailing_school,amenidad/servizio = escuela de vela
amenity,sanatorium,amenidad/servizio = sanatorio
amenity,sanitary_dump_station,amenidad/servizio = estazión_de_descarga_sanitaria
amenity,sauna,amenidad/servizio = sauna
amenity,sceptic_tank,amenidad/servizio = tanque szeptico
amenity,school,Una escuela ye una instituzión educativa do estudians de cuantas edaz aprenden materias academicas y practicas | amenidad/servizio = escuela
amenity,scooter_rental,amenidad/servizio = loguero de scooters
amenity,seat,amenidad/servizio = asiento
amenity,security_booth,amenidad/servizio = gabina de seguranza
amenity,septic_tank,amenidad/servizio = tanque septico
amenity,shelter,amenidad/servizio = acubillo
amenity,shop,amenidad/servizio = tienda
amenity,shower,amenidad/servizio = ducha
amenity,ski_rental,amenidad/servizio = loguero d'esquí
amenity,ski_school,amenidad/servizio = escuela d'Esqui
amenity,smoking_area,amenidad/servizio = Aria de fumadors
amenity,snow_removal_station,amenidad/servizio = estazión de remozión de nieu
amenity,social_centre,amenidad/servizio = zentro_sozial
amenity,social_club,amenidad/servizio = Club Sozial
amenity,social_facility,amenidad/servizio = instalazions_sozials
amenity,spa,amenidad/servizio = spa
amenity,sport_school,amenidad/servizio = escuela d'esportes
amenity,stables,amenidad/servizio = estrabillas
amenity,stage,amenidad/servizio = etapa
amenity,stool,amenidad/servizio = heces
amenity,street_lamp,amenidad/servizio = farola
amenity,street_light,amenidad/servizio = luz d'a carrera
amenity,stripclub,amenidad/servizio = club de striptease
amenity,stroller_parking,amenidad/servizio = cochecito d'estazionamiento
amenity,student_accommodation,amenidad/servizio = aloxamiento ta estudians
amenity,studio,amenidad/servizio = estudeyo
amenity,surf_school,amenidad/servizio = escuela de surf
amenity,swimming_pool,amenidad/servizio = laberca
amenity,swimming_school,amenidad/servizio = escuela de natacion
amenity,swingerclub,amenidad/servizio = club swinger
amenity,table,amenidad/servizio = mesa
amenity,taxi,amenidad/servizio = taxi
amenity,taxi_point,amenidad/servizio = punto de taxi
amenity,telephone,amenidad/servizio = telefono
amenity,television,amenidad/servizio = televisión
amenity,theatre,amenidad/servizio = teatro
amenity,ticket_booth,amenidad/servizio = taquilla
amenity,ticket_validator,amenidad/servizio = validador_de_tickets
amenity,toilet,amenidad/servizio = inodoro
amenity,toilets,amenidad/servizio = baños
amenity,tourist_bus_parking,amenidad/servizio = aparcamento d'autobúses turisticos
amenity,townhall,amenidad/servizio = Conzello
