key,value,definition
expressway,no,autoroute = non
expressway,yes,voie rapide = oui
fdot:sis,yes,fdot:sis =oui
fee,no,frais = aucun
fee,yes,frais = oui
female,no,femme = non
female,yes,femme = oui
ferry,yes,ferry=oui
fire_hydrant:diameter:signed,no,borne d'incendie : diamètre : signe = non
fire_hydrant:pressure,yes,borne d'incendie : pression = oui
fireplace,yes,cheminée = oui
fixme,yes,fixme = oui
flashing_lights,no,feux_clignotants = non
floating,no,flottant = non
floating,yes,flottant = oui
flood_prone,no,zone inondable = non
flood_prone,yes,zone inondable = oui
flour_fortified,no,farine_enrichie = non
FMMP_modified,no,FMMP_modifié = non
FMMP_reviewed,no,FMMP_revu = non
foot,no,pied = non
foot,yes,pied = oui
ford,yes,Ford = oui
frontage_road,yes,route de desserte = oui
fuel:diesel,yes,carburant : diesel = oui
fuel:e10,yes,carburant : e10 = oui
fuel:GTL_diesel,yes,carburant:GTL_diesel = oui
fuel:lpg,yes,carburant : GPL = oui
fuel:octane_91,yes,carburant:octane_91=oui
fuel:octane_92,yes,carburant:octane_92=oui
fuel:octane_95,yes,carburant:octane_95=oui
fuel:octane_98,yes,carburant:octane_98=oui
generator:output:electricity,yes,générateur:sortie:électricité = oui
generator:solar:tracking,no,générateur:solaire:suivi = non
geometry:reviewed,no,géométrie:revu = non
golf_cart,yes,voiturette de golf = oui
goods,no,marchandises = non
goods,yes,marchandises = oui
grande_circulation,yes,grande_circulation = oui
gutter,no,gouttière = non
handrail:left,yes,main courante : gauche = oui
handrail:right,yes,main courante : droite = oui
handrail,no,main courante = non
handrail,yes,main courante = oui
hazmat,no,matières dangereuses = non
healthcare,yes,soins de santé = oui
heritage,yes,héritage = oui
hgv:national_network,no,hgv:national_network = non
hgv:national_network,yes,hgv:national_network = oui
hgv:state_network,yes,hgv:state_network = oui
hgv,no,hgv = non
hgv,yes,hgv = oui
highspeed,no,haut débit = non
highspeed,yes,haut débit = oui
hiking,yes,randonnée = oui
historic,yes,historique = oui
horse,no,cheval = non
horse,yes,cheval = oui
ice_road,yes,route de glace = oui
implicit,yes,implicite = oui
import,yes,importer = oui
indoor_seating,no,places assises intérieures = non
indoor_seating,yes,places assises intérieures = oui
indoor,no,intérieur = non
indoor,yes,intérieur = oui
informal,no,informel = non
informal,yes,informel=oui
intermittent,no,intermittent = non
intermittent,yes,intermittent = oui
internet_access:fee,no,accès_internet:frais = non
internet_access:fee,yes,accès_internet:frais = oui
internet_access,no,accès_internet = non
internet_access,yes,accès_internet = oui
is_sidepath,yes,is_sidepath = oui
junction,yes,jonction = oui
kerb,no,bordure = non
kerb,yes,bordure = oui
LandPro08:reviewed,no,LandPro08 : évalué = non
lane_markings,no,marquages de voie = non
lane_markings,yes,marquages_de_voie = oui
language:en,yes,langue:en =oui
lcn,yes,lcn = oui
light_rail,yes,tramway = oui
LINZ:reviewed,no,LINZ : examiné = non
lit,no,lit = non
lit,yes,allumé = oui
living_street,yes,living_street = oui
location:transition,yes,emplacement:transition = oui
lock,yes,verrouiller = oui
lockable,no,verrouillable = non
lockable,yes,verrouillable = oui
locked,no,verrouillé = non
locked,yes,verrouillé = oui
luminous,no,lumineux = non
luminous,yes,lumineux = oui
magic_wand,yes,baguette_magique = oui
male,yes,homme = oui
man_made,yes,artificiel = oui
managed,yes,géré = oui
manhole,yes,regard d'égout = oui
maritime,yes,maritime = oui
marker,yes,marqueur = oui
maxheight:signed,no,hauteur maximale : signée = non
maxspeed:variable,yes,vitesse maximale : variable = oui
maxstay,no,séjour max = non
maxweight:signed,no,maxweight:signed = non
mechanical,yes,mécanique = oui
median,no,médiane = non
mofa,no,moquerie = non
mofa,yes,moquerie=oui
monitoring:water_level,yes,surveillance : niveau_d'eau = oui
monitoring:weather,yes,surveillance : météo = oui
mooring,yes,amarrage = oui
moped,no,cyclomoteur = non
moped,yes,cyclomoteur = oui
motor_vehicle,no,véhicule_moteur = non
motor_vehicle,yes,véhicule_motorisé = oui
motorboat,no,bateau à moteur = non
motorboat,yes,bateau à moteur = oui
motorcar,no,automobile = non
motorcar,yes,voiture = oui
motorcycle,no,moto = non
motorcycle,yes,moto = oui
motorroad,no,autoroute = non
motorroad,yes,autoroute = oui
mountain_pass,yes,col_de_montagne = oui
mtb,yes,VTT = oui
name:signed,no,nom:signé = non
naptan:verified,no,naptan:vérifié = non
naptan:verified,yes,naptan:vérifié = oui
narrow,yes,étroit = oui
NHS,yes,NHS=oui
noaddress,yes,noaddress = oui
noexit,yes,noexit = oui
nohousenumber,yes,pas de numéro de maison = oui
noname,yes,noname = oui
noref,yes,noref = oui
obstacle:parking,yes,obstacle:parking = oui
ocean,yes,océan = oui
office,yes,bureau=oui
offshore,yes,offshore=oui
oneway:bicycle,no,sens unique : vélo = non
oneway:bicycle,yes,sens unique : vélo = oui
oneway:mofa,no,sens unique : mofa = non
oneway:moped,no,sens unique : cyclomoteur = non
oneway,no,sens unique = non
oneway,yes,sens unique = oui
opening_hours:signed,no,heures_d'ouverture:signalé = non
organic,yes,bio = oui
outdoor_seating,no,places assises extérieures = non
outdoor_seating,yes,places assises en extérieur = oui
overtaking:hgv,no,Dépassement : poids lourd = non
overtaking,no,dépassement = non
overtaking,yes,dépassement = oui
parcel_mail_in,yes,colis_mail_in = oui
parcel_pickup,yes,enlèvement_de_colis = oui
park_ride,no,parc_ride = non
park_ride,yes,parc_ride = oui
parking:both:fee,no,parking:les deux:frais = non
parking:both,no,parking : les deux = non
parking:both,yes,parking : les deux = oui
parking:fee,no,parking : gratuit
parking:lane:both,no,parking:lane:les deux = non
parking:left:fee,no,parking:gauche:payant =non
parking:left,no,parking:gauche = non
parking:left,yes,parking:gauche =oui
parking:right:fee,no,parking:right:payant =non
parking:right,no,stationnement à droite = non
parking:right,yes,stationnement à droite = oui
parking,yes,parking=oui
passenger_information_display,no,affichage_informations_passagers = non
passenger_information_display,yes,affichage_informations_passagers = oui
passing_places,yes,lieux_de_passage = oui
payment:american_express,yes,paiement : American Express = oui
payment:app,yes,paiement:app = oui
payment:apple_pay,yes,paiement:apple_pay = oui
payment:cards,no,paiement : cartes = non
payment:cards,yes,paiement : cartes = oui
payment:cash,no,paiement : espèces = non
payment:cash,yes,paiement : espèces = oui
payment:coins,yes,paiement:pièces = oui
payment:contactless,yes,paiement : sans contact = oui
payment:credit_cards,no,paiement : cartes de crédit = non
payment:credit_cards,yes,paiement : cartes de crédit = oui
payment:cryptocurrencies,no,paiement : cryptomonnaies = non
payment:debit_cards,no,paiement:cartes_de_débit = non
payment:debit_cards,yes,paiement : cartes de débit = oui
payment:diners_club,yes,paiement : Diners Club = oui
payment:discover_card,yes,paiement : carte Discover = oui
payment:ep_easycard,yes,paiement:ep_easycard = oui
payment:ep_ipass,yes,paiement:ep_ipass = oui
payment:girocard,yes,paiement : girocard = oui
payment:google_pay,yes,paiement : google_pay = oui
payment:jcb,yes,paiement:jcb = oui
payment:lightning,yes,paiement:lightning = oui
payment:maestro,yes,paiement:maestro = oui
payment:mastercard,yes,paiement : Mastercard = oui
payment:notes,no,paiement:notes = non
payment:notes,yes,paiement:notes = oui
payment:onchain,yes,paiement:onchain = oui
payment:unionpay,yes,paiement : UnionPay = oui
payment:visa_debit,yes,paiement : carte de débit Visa = oui
payment:visa_electron,yes,paiement:visa_electron = oui
payment:visa,yes,paiement : visa = oui
piste:oneway,yes,piste:oneway = oui
plant:output:electricity,yes,usine:production:électricité =oui
pole,no,pôle=non
pole,yes,pôle=oui
power_supply,no,alimentation = non
power_supply,yes,alimentation = oui
preschool,yes,préscolaire = oui
priority_road,yes,route prioritaire = oui
project:eurosha_2012,yes,projet:eurosha_2012=oui
project:mappingforniger,yes,projet:cartographiepourniger = oui
protected,yes,protégé = oui
psv,no,psv = non
psv,yes,psv = oui
pump,no,pompe = non
pump,yes,pompe = oui
railway:asfa,yes,chemin de fer:asfa = oui
railway:atb,no,chemin de fer:atb = non
railway:atb,yes,chemin de fer:atb = oui
railway:atc,no,chemin de fer:atc = non
railway:atc,yes,chemin de fer:atc = oui
railway:aws,yes,chemin de fer:aws = oui
railway:ballastless,no,chemin de fer : sans ballast = non
railway:ctc,no,chemin de fer:ctc = non
railway:ctc,yes,chemin de fer : ctc = oui
railway:etcs,no,chemin de fer:etcs = non
railway:etms,yes,chemin de fer:etms =oui
railway:evm,no,chemin de fer:evm = non
railway:gnt,no,chemin de fer:gnt = non
railway:kvb,no,chemin de fer:kvb = non
railway:kvb,yes,chemin de fer:kvb =oui
railway:local_operated,no,chemin de fer:exploitation_locale = non
railway:local_operated,yes,chemin de fer : exploité_localement = oui
railway:ls,no,chemin de fer:ls = non
railway:ls,yes,chemin de fer:ls =oui
railway:lzb,no,chemin de fer:lzb = non
railway:lzb,yes,chemin de fer:lzb =oui
railway:milestone:catenary_mast,no,chemin de fer:jalon:mât_caténaire = non
railway:milestone:catenary_mast,yes,chemin de fer:jalon:mât_catenaire = oui
railway:milestone:emergency_brake_override,no,chemin de fer:jalon:frein_d'urgence_passager = non
railway:preserved,yes,chemin de fer : préservé = oui
railway:ptc,no,chemin de fer:ptc = non
railway:ptc,yes,chemin de fer:ptc = oui
railway:pzb,no,chemin de fer:pzb = non
railway:pzb,yes,chemin de fer:pzb = oui
railway:scmt,yes,chemin de fer:scmt =oui
railway:shp,yes,chemin de fer:shp = oui
railway:switch:electric,no,chemin de fer:aiguillage:électrique = non
railway:switch:electric,yes,chemin de fer:aiguillage:électrique =oui
railway:switch:heated,yes,rail:aiguillage:chauffé =oui
railway:tbl,no,chemin de fer:tbl = non
railway:tilting,no,chemin de fer : inclinaison = non
railway:tpws,yes,chemin de fer : tpws = oui
railway:tvm,no,chemin de fer:tvm = non
ramp:bicycle,yes,rampe : vélo = oui
ramp:stroller,yes,rampe :poussette = oui
ramp:wheelchair,no,rampe : fauteuil roulant = non
ramp:wheelchair,yes,rampe : fauteuil roulant = oui
ramp,no,rampe = non
ramp,yes,rampe = oui
razed:building,yes,rasé : bâtiment = oui
rcn,yes,rcn = oui
recycling:batteries,yes,recyclage : piles = oui
recycling:beverage_cartons,yes,recyclage : cartons de boissons = oui
recycling:cans,yes,recyclage : canettes = oui
recycling:cardboard,yes,recyclage : carton = oui
recycling:clothes,yes,recyclage : vêtements = oui
recycling:glass_bottles,yes,recyclage : bouteilles en verre = oui
recycling:glass,no,recyclage : verre = non
recycling:glass,yes,recyclage : verre = oui
recycling:green_waste,yes,recyclage : déchets verts = oui
recycling:magazines,yes,recyclage : magazines = oui
recycling:newspaper,yes,recyclage : journaux = oui
recycling:organic,yes,recyclage : organique = oui
recycling:paper_packaging,yes,recyclage : emballages en papier = oui
recycling:paper,yes,recyclage : papier = oui
recycling:plastic_bottles,yes,recyclage : bouteilles en plastique = oui
recycling:plastic_packaging,yes,recyclage : emballages_plastiques = oui
recycling:plastic,no,recyclage : plastique = non
recycling:plastic,yes,recyclage : plastique = oui
recycling:scrap_metal,yes,recyclage : métaux de récupération = oui
recycling:shoes,yes,recyclage : chaussures = oui
recycling:waste,yes,recyclage:déchets = oui
ref:signed,no,réf:signé = non
removed:building,yes,supprimé : bâtiment = oui
reservation,no,réservation = non
reservation,yes,réservation = oui
review,no,avis = non
roof:downpipe,no,toit:descente = non
roundtrip,no,aller-retour = non
roundtrip,yes,aller-retour = oui
ruins:building,yes,ruines:bâtiment = oui
ruins,yes,ruines = oui
salt,no,sel = non
salt,yes,sel = oui
sanitary_dump_station,yes,station_de_vidange_sanitaire = oui
scenic,yes,pittoresque = oui
seasonal,no,saisonnier = non
seasonal,yes,saisonnier = oui
second_hand,yes,seconde main = oui
segregated,no,ségrégué = non
segregated,yes,ségrégué = oui
self_service,no,libre-service = non
self_service,yes,libre-service = oui
service:bicycle:pump,yes,service:vélo:pompe =oui
service:bicycle:repair,yes,service:vélo:réparation =oui
service:bicycle:retail,yes,service:vélo:commerce =oui
service:bicycle:tools,yes,service:vélo:outils =oui
service:vehicle:car_repair,yes,service:véhicule:réparation_voiture =oui
service:vehicle:tyres,yes,service:véhicule:pneus =oui
share_taxi,yes,partager_taxi = oui
shelter,no,abri = non
shelter,yes,abri = oui
ship,no,navire = non
shop,yes,boutique=oui
shoulder:right,yes,épaule droite = oui
shoulder,no,épaule = non
shoulder,yes,épaule = oui
shower,yes,douche = oui
sidewalk:both,no,trottoir : les deux = non
sidewalk:both,yes,trottoir : les deux = oui
sidewalk:left,no,trottoir:gauche = non
sidewalk:left,yes,trottoir:gauche = oui
sidewalk:right,no,trottoir:droite = non
sidewalk:right,yes,trottoir:droite =oui
sidewalk,no,trottoir = non
ski,no,ski = non
ski,yes,ski = oui
smoking,no,fumer = non
smoking,yes,fumer=oui
snowmobile,no,motoneige = non
snowmobile,yes,motoneige = oui
snowplowing,yes,Déneigement = oui
source_type_imagery,yes,source_type_imagery = oui
stairs,yes,escaliers = oui
stilts,yes,échasses = oui
stroller,yes,poussette = oui
subway,yes,métro = oui
supervised,no,supervisé = non
supervised,yes,supervisé = oui
tactile_paving,no,pavage tactile = non
tactile_paving,yes,pavage_tactile = oui
takeaway,no,à emporter = non
takeaway,yes,à emporter = oui
taxi,yes,taxi=oui
tents,yes,tentes = oui
tidal,no,marée = non
tidal,yes,marée = oui
tiger:reviewed,no,tigre:revu = non
tiger:reviewed,yes,tigre:revu =oui
tiger:separated,no,tigre:séparé = non
toilets:handwashing,no,toilettes : lavage des mains = non
toilets:handwashing,yes,toilettes : lavage des mains = oui
toilets:wheelchair,no,toilettes : fauteuil roulant = non
toilets:wheelchair,yes,toilettes : fauteuil roulant = oui
toilets,no,toilettes = non
toilets,yes,toilettes = oui
toll:bus,yes,péage:bus = oui
toll:hgv,yes,péage:hgv = oui
toll,no,péage = non
toll,yes,péage = oui
tourist_bus,no,bus_touristique = non
traffic_calming,no,modération de la circulation = non
traffic_calming,yes,modération de la circulation = oui
traffic_sign,yes,panneau_de_trafic = oui
traffic_signals:countdown,yes,feux_de_trafic:compte_à_rebours =oui
traffic_signals:sound,no,signaux_de_trafic:son =non
traffic_signals:sound,yes,feux_de_trafic:son =oui
traffic_signals:vibration,no,signaux_de_trafic:vibration = non
traffic_signals:vibration,yes,feux_de_trafic:vibration =oui
trail_visibility,no,visibilité_du_sentier = non
trailblazed,no,pionnier = non
trailblazed,yes,pionnier = oui
train,yes,train = oui
tram,yes,tram = oui
triple_tower,yes,triple_tour = oui
trolley_wire,no,trolley_wire = non
trolley_wire,yes,trolley_wire = oui
trolleybus,yes,trolleybus = oui
tunnel,no,tunnel = non
tunnel,yes,tunnel = oui
two_sided,yes,bilatéral = oui
typhoon:damage,yes,typhon : dégâts = oui
typhoon:reviewed,yes,typhon : examiné = oui
unisex,yes,unisexe = oui
vehicle,no,véhicule = non
vehicle,yes,véhicule = oui
wall,no,mur = non
wall,yes,mur = oui
was:building,yes,était:bâtiment = oui
wheelchair,no,fauteuil roulant = non
wheelchair,yes,fauteuil roulant = oui
winter_service,no,service_hiver = non
winter_service,yes,service_hiver = oui
working,yes,Fonctionnement = oui
animal_shelter:sanctuary,yes,refuge_animaux:sanctuaire =oui
anthropogenic,yes,anthropique = oui
artist:unknown,yes,artiste : inconnu = oui
assembly_point:earthquake,yes,point_assemblage:séisme = oui
assembly_point:fire,yes,point_assemblage:feu = oui
assembly_point:flood,yes,point_assemblage:inondation = oui
assembly_point:landslide,yes,point_assemblage:glissement de terrain = oui
assembly_point:tornado,yes,point_assemblage:tornade = oui
assembly_point:tsunami,yes,point_assemblage:tsunami =oui
atm,no,distributeur automatique de billets = non
baby_hatch,yes,bébé_éclosion = oui
barrier,no,barrière = non
bbq,yes,barbecue = oui
biosphärenwirt,yes,biosphärenwirt = oui
boat:rental,yes,location de bateau = oui
bridge,no,pont=non
bulk_purchase,yes,achat_en_gros = oui
cabin:rental,yes,location de cabine = oui
camra,yes,caméra = oui
capital,yes,capital=oui
car,no,voiture=non
car,yes,voiture=oui
center_turn_lane,yes,voie_de_virage_centrale = oui
changing_table:fee,yes,changing_table:fee = oui
club-mate,yes,membre du club=oui
cocktails,yes,cocktails = oui
collection_times:signed,no,collection_times:signed =non
consulate,yes,consulat = oui
craft,yes,artisanat = oui
crop,no,récolte = non
crop,yes,culture = oui
cycle_highway,yes,piste_cycle = oui
cycleway,yes,piste cyclable = oui
cycleway:foot,no,piste cyclable : piéton = non
demolished,yes,démoli = oui
dennert_fir_tree,yes,sapin_dennert = oui
destroyed,yes,détruit = oui
diet:kosher,yes,régime alimentaire : casher = oui
diet:meat,yes,régime alimentaire : viande = oui
dispensing,no,distribution = non
drink:viez,yes,boire:viez = oui
dual_carriageway,no,voie à double chaussée = non
edit_group,yes,groupe_modification = oui
electricity,yes,électricité = oui
embassy,yes,ambassade = oui
entrance,no,entrée = non
esperanto,yes,Espéranto = oui
estuary,yes,estuaire = oui
european_cultural_path,yes,chemin_culturel_européen = oui
fallow,yes,mise en jachère = oui
fenced,yes,clôturé = oui
ferry,no,ferry=non
fire_path,yes,chemin_feu = oui
flat_steps,yes,flat_steps = oui
footway,yes,trottoir = oui
forklift,no,chariot élévateur = non
forklift,yes,chariot élévateur = oui
glideslope,yes,pente de glissement = oui
harbour,yes,port = oui
hazard_prone,yes,à risque = oui
hearing_loop,yes,boucle d'audition = oui
highway,no,autoroute = non
highway,yes,autoroute = oui
historic,no,historique = non
hov,yes,how = oui
irrigated,no,irrigué = non
irrigated,yes,irrigué = oui
irrigation,yes,irrigation = oui
jeepney,yes,jeepney = oui
jetski:rental,yes,location de jet-ski = oui
karst,yes,karst=oui
ladder,yes,échelle = oui
landuse,yes,utilisation des terres = oui
localizer,yes,localisateur = oui
lottery,yes,loterie = oui
love_locks,yes,love_locks = oui
managed,no,géré = non
maxspeed,no,vitesse maximale = non
medical_system:western,yes,système_médical:occidental = oui
memorial,yes,mémorial=oui
microbrewery,yes,microbrasserie = oui
military,yes,militaire = oui
motorcycle:clothes,yes,moto:vêtements = oui
motorcycle:parts,yes,moto:pièces = oui
motorcycle:rental,yes,location de moto = oui
motorcycle:repair,yes,moto:réparation = oui
motorcycle:sales,yes,moto:ventes =oui
motorcycle:theme,yes,thème moto = oui
motorcycle:tyres,yes,moto : pneus = oui
mtb,no,VTT = non
natural,yes,naturel=oui
nest_platform,yes,plateforme_nid = oui
noexit,no,noexit = non
nonsquare,yes,non carré = oui
on_demand,yes,à la demande = oui
oneway:bus,no,sens unique : bus = non
oneway:motorcycle,no,sens unique : moto = non
oneway:psv,no,sens unique :psv = non
osmarender:render,no,osmarender:render = non
osmarender:renderName,no,osmarender:renderName = non
osmarender:renderRef,no,osmarender:renderRef = non
parking,no,parking = non
parking:both:staggered,yes,stationnement:les deux:décalé = oui
passenger,no,passager = non
passenger,yes,passager = oui
passing_places,no,lieux_de_passage = non
payment:telephone_cards,yes,paiement : cartes téléphoniques = oui
physically_present,no,physiquement présent = non
pilgrimage,yes,pèlerinage = oui
place_of_mourning,yes,lieu_du_matin =oui
playground,yes,terrain de jeux = oui
police,yes,police = oui
pseudo,yes,pseudo = oui
radio_transponder:AIS,yes,radio_transpondeur:AIS = oui
ramsar,yes,Ramsar = oui
real_ale,yes,real_ale = oui
real_cider,yes,vrai_cidre = oui
reclaimed,yes,récupéré = oui
rednap:nodo,no,rednap: nœud = non
reference_point,yes,point_de_référence = oui
refitted,yes,réaménagé = oui
refrigerated,yes,réfrigéré = oui
refugee,yes,réfugié = oui
repair,yes,réparer = oui
request_stop,yes,demande_stop = oui
review_requested,yes,demande d'avis = oui
road_marking,no,marquage_routier = non
road_marking,yes,marquage_routier = oui
room,yes,chambre = oui
sailing:tours,yes,voile : excursions = oui
school:selective,no,école:sélective = non
school:selective,yes,école : sélective = oui
seamark:fog_signal,yes,seamark:brouillard_signal =oui
seamark:radar_reflector,no,seamark:radar_reflector = non
seamark:radar_reflector,yes,seamark:radar_reflector = oui
shop,no,magasin=non
signal_station,yes,station_de_signalisation = oui
street_vendor,yes,vendeur ambulant = oui
submarine,yes,sous-marin = oui
substation,yes,sous-station = oui
summit:cross,yes,sommet:croisière =oui
survey_point:datum_aligned,no,point_d'enquête:aligné_datum = non
survey_point:datum_aligned,yes,point_d'arpentage:aligné_datum = oui
swimming_pool,yes,piscine = oui
switch,yes,interrupteur = oui
tickets:public_transport_subscription,yes,billets:abonnement_transport_public = oui
toilets:access,yes,toilettes:accès =oui
toll:designated,yes,péage : désigné = oui
toll:N3,yes,péage : N3=oui
tourism,yes,tourisme = oui
train,no,train = non
transformer,yes,transformateur = oui
trees,yes,arbres = oui
triangulation_point,yes,point_triangulation = oui
unsigned,yes,non signé = oui
water,yes,eau = oui
waterway,yes,voie navigable = oui
wheelchair,no,fauteuil roulant = non
wheelchair,yes,fauteuil roulant = oui
wholesale,no,vente en gros = non
wholesale,yes,vente en gros = oui
windings:auto,yes,bobinages : auto = oui
winter_road,yes,route_hiver = oui
